Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),PWD,Job 3 Periodical maintenance on Dehlan to Basdehra,2019_PWD_27086_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Job 3 Periodical maintenance on Dehlan to Basdehra road Sub Head Providing and laying 25mm thick bituminous concrete in km. 0-0 to 1-550 VR084 Under State Head and Periodical maintenance on link road to village Basdehra to Punjab Boundar,Job 3 Periodical maintenance on Dehlan to Basdehra road Sub Head Providing and laying 25mm thick bituminous concrete in km. 0-0 to 1-550 VR084 Under State Head and Periodical maintenance on link road to village Basdehra to Punjab Boundar,Please refer to Bidding Documents ,NA ,"19,16,072",Civil Works - Roads,NA ,Tender,120.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,FDR - Fixed Deposit,09-Feb-2019 05:00 PM,15-Feb-2019 11:00 AM,09-Feb-2019 05:30 PM,14-Feb-2019 05:30 PM,NA ,NA ,09-Feb-2019 05:30 PM,14-Feb-2019 05:30 PM,22-Feb-2019 10:00 AM,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"36,300",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,AOC,1.0,112811.0,M/S R.R.Builders,INR,"2,107,327",Finance,Proceedingregardingopeningoffinancialbids,Bhupinder Singh,26-Feb-2019 04:16 PM,finance_38561.pdf,BOQ Comparative Chart,1.0,112811.0,M/S R.R.Builders,14-Feb-2019 03:18 PM,Accepted-AOC,ok,23-Apr-2019 06:57 PM,Technical,TechnicalBidOpeningSummary,Bhupinder Singh,21-Feb-2019 11:16 AM,technical_38561.pdf,PWD,2019_PWD_27086_1,Job 3 Periodical maintenance on Dehlan to Basdehra,Job 3 Periodical maintenance on Dehlan to Basdehra road Sub Head Providing and laying 25mm thick bituminous concrete in km. 0-0 to 1-550 VR084 Under State Head and Periodical maintenance on link road to village Basdehra to Punjab Boundar,Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE Des Raj Katna AE Devinder Singh, Head Draughtsman , Jagpal Singh Supdt Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,21-Feb-2019 11:25 AM,22-Feb-2019 10:00 AM,techsummary_38561.pdf (809.55 KB),Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE Des Raj Katna AE Devinder Singh, Head Draughtsman , Jagpal Singh Supdt Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,26-Feb-2019 04:41 PM,finsummary_38561.pdf (650.44 KB),22-Apr-2019,"INR 1,916,072",60.0,Bhupinder Singh,23-Apr-2019 06:57 PM,Awardletter.PDF (1721.00 KB),Awardletter,AOC
,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,112791.0,SS CONSTRUCTION COMPANY,14-Feb-2019 03:05 PM,Rejected-AOC,ok,23-Apr-2019 06:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,E.P.F. No. and copy of latest return file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage or co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of Machinery Tool Plant and list of laboratory equipments as per bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
