Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,PWD,Development of existing Play Ground of ITI Nadaun,2018_PWD_24935_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"10,400",No,fixed,,EE Hamirpur,EE Hamirpur,Development of existing Play Ground of I.T.I. Nadaun at Rail,SH Construction of Retaining wall in front of Playground,Please refer Tender documents. ,NA ,"5,20,073",Civil Works - Buildings,NA ,Tender,60.0,60.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,DD - Demand Draft,28-Nov-2018 06:00 PM,07-Dec-2018 12:30 PM,28-Nov-2018 06:00 PM,06-Dec-2018 10:30 AM,NA ,NA ,28-Nov-2018 06:00 PM,06-Dec-2018 10:30 AM,14-Dec-2018 12:30 PM,35.0,EE Hamirpur,EE Hamirpur,Yes,EE Hamirpur,Executive Engineer HPPWD Hamirpur,AOC,1.0,101888.0,ANKUSH SHARMA GOVT CONTRACTOR,05-Dec-2018 12:52 PM,Rejected-AOC,l3,19-Apr-2019 06:18 PM,Technical,Attached,Dev Raj,14-Dec-2018 11:56 AM,technical_34893.pdf,Finance,Attached,Vivek Sharma,13-Apr-2019 01:01 PM,finance_34893.pdf,BOQ Comparative Chart,1.0,102751.0,BALAL,INR,"488,495",PWD,2018_PWD_24935_1,Development of existing Play Ground of ITI Nadaun,Development of existing Play Ground of I.T.I. Nadaun at Rail,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Dev Raj,14-Dec-2018 12:18 PM,14-Dec-2018 12:30 PM,techsummary_34893.pdf (1549.16 KB),EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,14-Apr-2019 11:59 AM,finsummary_34893.pdf (464.98 KB),19-Apr-2019,"INR 488,495",60.0,Vivek Sharma,19-Apr-2019 06:18 PM,24935A.pdf (686.00 KB),Award,AOC
,,.pdf,Work in hand Certificate shown in Schedule in SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC,2.0,102751.0,BALAL,06-Dec-2018 07:28 AM,Accepted-AOC,l1,19-Apr-2019 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Cost of tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,102556.0,Mohit Chaudhary,05-Dec-2018 01:54 PM,Rejected-AOC,l4,19-Apr-2019 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,102762.0,Pankaj Thakur,06-Dec-2018 09:41 AM,Rejected-AOC,l5,19-Apr-2019 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST will be applicable as per Govt. rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,102629.0,RAVINDER KUMAR,05-Dec-2018 05:09 PM,Rejected-AOC,l2,19-Apr-2019 06:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,102638.0,Surjeet Kumar,05-Dec-2018 05:26 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,14-Dec-2018 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,102668.0,Vishal,05-Dec-2018 06:54 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,14-Dec-2018 11:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Registration EPF No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
