Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,PWP/CB/Tender/2019-6740-90 dt. 5-9-18,2018_PWD_23566_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"14,200",No,fixed,,EE PWD Paonta Sahib,Paonta Sahib,14-Sep-2018 06:00 PM,04-Oct-2018 11:30 AM,14-Sep-2018 06:05 PM,03-Oct-2018 05:00 PM,NA ,NA ,14-Sep-2018 06:10 PM,03-Oct-2018 05:00 PM,10-Oct-2018 01:30 PM,EE PWD Paonta Sahib,EE PWD Paonta Sahib,Construction of Link road from Jamnighat Jheel Bankabara to Dhounwala road km 0/0 to 5/020 ( SH Construction of 3.00 Mtr span Box cell type slab culvert at R.D. 1/540).(under S.C.S.P).,Construction of Link road from Jamnighat Jheel Bankabara to Dhounwala road km 0/0 to 5/020 ( SH Construction of 3.00 Mtr span Box cell type slab culvert at R.D. 1/540).(under S.C.S.P).,Please refer tender documents  ,NA ,"7,08,936",Civil Works - Bridges,NA ,Tender,90.0,180.0,Paonta,173025.0,NA ,NA ,NA ,EE PWD Paonta Sahib,No ,No,1.0,DD - Demand Draft,350.0,EE PWD Paonta Sahib,Paonta Sahib,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,AOC,1.0,96662.0,Amit Kumar Contractor,03-Oct-2018 02:30 PM,Rejected-Finance,L3,11-Apr-2019 05:28 PM,Technical,Bid Opening Summary,Ajay Kumar Sharma,10-Oct-2018 01:04 PM,technical_32938.pdf,Finance,Bid Opening Summary,Ajay Kumar Sharma,10-Oct-2018 04:21 PM,finance_32938.pdf,BOQ Comparative Chart,1.0,96360.0,Naresh Kumar,INR,"674,784",PWD,2018_PWD_23566_4,PWP/CB/Tender/2019-6740-90 dt. 5-9-18,Construction of Link road from Jamnighat Jheel Bankabara to Dhounwala road km 0/0 to 5/020 ( SH Construction of 3.00 Mtr span Box cell type slab culvert at R.D. 1/540).(under S.C.S.P).,Er. Ajay Kumar Sharma E.E,Internal,Sh. Ram Gopal Gupta Head Draughtsman Sh. Saran Singh Supdt Gr II. Sh. Inder Singh Sr. Asstt.,Ajay Kumar Sharma,10-Oct-2018 01:14 PM,10-Oct-2018 01:30 PM,techsummary_32938.pdf (1544.35 KB),Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Ajay Kumar Sharma,11-Apr-2019 05:28 PM,finsummary_32938.pdf (304.73 KB),11-Apr-2019,"INR 708,936",180.0,Ajay Kumar Sharma,11-Apr-2019 05:31 PM,aoc.pdf (409.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,AOC,2.0,96403.0,Anju Kumar,03-Oct-2018 09:23 AM,Rejected-Finance,L4,11-Apr-2019 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,AOC,3.0,96526.0,Babu Khan,02-Oct-2018 10:48 PM,Rejected-Technical,NOt Qualify,10-Oct-2018 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,AOC,4.0,96692.0,DINESH KUMAR GUPTA,03-Oct-2018 02:20 PM,Rejected-Finance,L5,11-Apr-2019 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,AOC,5.0,96347.0,IQUBAL,02-Oct-2018 06:33 PM,Rejected-Finance,L2,11-Apr-2019 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Listofmachinerytoolplant alongwithproofofowner ship i.e.R.C.andpurchasebills S.No 6.19Ref.clauseno18,AOC,6.0,96641.0,Islam,03-Oct-2018 10:50 AM,Rejected-Technical,NOt Qualify,10-Oct-2018 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,AOC,7.0,96607.0,M/s Rawat Enterprises,02-Oct-2018 11:36 PM,Rejected-Finance,L7,11-Apr-2019 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,AOC,8.0,96360.0,Naresh Kumar,02-Oct-2018 09:52 PM,Accepted-AOC,L1,11-Apr-2019 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazatted and non gazatted officer hppwd employees related to him gen. Rule sr.no.16),AOC,9.0,96351.0,Surya dev singh,03-Oct-2018 07:55 AM,Rejected-Finance,L6,11-Apr-2019 05:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
