Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Annual Maintenance Plan on Darwah Shamirpur road P/L Bituminous concrete pavement in km. 0/0 to 1/000) additional AMP State and MRLs for the year 2018-19),Annual Maintenance Plan on Darwah Shamirpur road P/L Bituminous concrete pavement in km. 0/0 to 1/000) additional AMP State and MRLs for the year 2018-19),Please refer Tender documents. ,NA ,"6,44,954",Civil Works - Roads,NA ,Tender,120.0,30.0,Items,176001.0,NA ,NA ,NA ,"Executive Engineer, HP.PWD., Division, Kangra",No ,No,1.0,extended the date,Date,,"Executive Engineer, HP.PWD., Division, Kangra","xecutive Engineer, HP.PWD., Division, Kangra",1.0,DD - Demand Draft,350.0,"Executive Engineer H.P.PWD., Kangra","Executive Engineer, HP.PWD., Division, Kangra",Yes,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F,PWD,18879-18928 dated 28-11-2018,2018_PWD_25319_9,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"12,900",No,fixed,,"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra",13-Dec-2018 10:00 AM,07-Jan-2019 11:30 AM,13-Dec-2018 10:00 AM,07-Jan-2019 11:00 AM,NA ,NA ,13-Dec-2018 10:00 AM,07-Jan-2019 11:00 AM,28-Feb-2019 02:30 PM,AOC,Finance,Opened,Subhash Chander,06-Apr-2019 01:00 PM,finance_35426.pdf,BOQ Comparative Chart,1.0,106539.0,Navneet Thakur,INR,"818,946",1.0,106539.0,Navneet Thakur,05-Jan-2019 12:36 PM,Accepted-AOC,Award,06-Apr-2019 01:03 PM,Technical,Opened,Subhash Chander,28-Feb-2019 01:38 PM,technical_35426.pdf,PWD,2018_PWD_25319_9,18879-18928 dated 28-11-2018,Annual Maintenance Plan on Darwah Shamirpur road P/L Bituminous concrete pavement in km. 0/0 to 1/000) additional AMP State and MRLs for the year 2018-19),Er. Sanjiv Mahajan,Internal,Er. Subhash Chander A.E. Sh. S.K. Dayal Sr. DAO. Sh. Belder Ram Pathania Supdt. Sh. Ajay Mahajan HDM Sh. kamaljit Singh Supdt. Sh. Prithvi Kumar TA,Subhash Chander,28-Feb-2019 01:42 PM,28-Feb-2019 02:30 PM,techsummary_35426.pdf (125.70 KB),Er. Sanjiv Mahajan,Internal,Er. Subhash Chander A.E. Kangra Sh. S.K. Dayal Sr. DAO Sh. Beldev Ram Pathania Supdt. Sh. Ajay Kumar HDM Sh. kamaljit Singh Supdt. Sh. Prithvi Kumar TA.,Subhash Chander,06-Apr-2019 01:02 PM,finsummary_35426.pdf (47.23 KB),06-Apr-2019,"INR 644,954",30.0,Subhash Chander,06-Apr-2019 01:03 PM,Award.pdf (147.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,106936.0,pritam singh thkur,06-Jan-2019 03:42 PM,Rejected-Technical,Non-Responsive,28-Feb-2019 01:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,106947.0,VIRENDER PRASHAD SHARMA,06-Jan-2019 05:21 PM,Rejected-Finance,Rate quoted higher side of L1,06-Apr-2019 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Litigation case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule No-19) and 28.2b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery tool plant shown in schedule-F (Sr. No. 6.19)Refer clause-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule-23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sale tax/GST Number (Refer General Rule No-21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
