Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
20-Feb-2019 10:00 AM,27-Feb-2019 11:00 AM,20-Feb-2019 10:30 AM,26-Feb-2019 05:00 PM,NA ,NA ,20-Feb-2019 10:30 AM,26-Feb-2019 05:00 PM,05-Mar-2019 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,Executive Engineer,Executive Engineer HP PWD Division Jaisinghpur,500.0,Executive Engineer HP PWD Division Jaisinghpur,Jaisinghpur,Yes,"14,100",Yes,fixed,,Executive Engineer HP PWD Division Jaisinghpur,Jaisinghpur,PWD,Periodical Maintenance Of Talwar To Kutwalla Via R,2019_PWD_27413_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Periodical Maintenance Of The Road From Talwar To Kutwalla Via Raipur under AMP 2019-20,Providing and laying 25mm thick Bitumen concrete i/c profile correction laying with paver finisher in Km 5/00 to 6/0,Please refer Tender documents. ,NA ,"7,04,586",Civil Works - Roads,NA ,Tender,120.0,30.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,1.0,DD - Demand Draft,AOC,1.0,115688.0,G.P.ACHARYA,26-Feb-2019 04:25 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,03-Apr-2019 03:00 PM,Technical,Summary,Virender Kumar,04-Mar-2019 01:16 PM,technical_39047.pdf,1.0,115688.0,G.P.ACHARYA,INR,"822,288",Finance,Financial_Evaluation,Virender Kumar,07-Mar-2019 03:56 PM,finance_39047.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"Executive Engineer, Superintendent G-II, HDM, Sr. Assistant",Virender Kumar,04-Mar-2019 01:17 PM,05-Mar-2019 11:00 AM,techsummary_39047.pdf (248.61 KB),PWD,2019_PWD_27413_1,Periodical Maintenance Of Talwar To Kutwalla Via R,Periodical Maintenance Of The Road From Talwar To Kutwalla Via Raipur under AMP 2019-20,03-Apr-2019,"INR 504,586",30.0,Virender Kumar,03-Apr-2019 03:00 PM,Award_letter.pdf (417.00 KB),Award_letter,Executive Engineer,Internal,"Executive Engineer, Superintendent G-II, HDM, Sr. Assistant",Virender Kumar,03-Apr-2019 02:57 PM,finsummary_39047.pdf (193.24 KB),AOC
,,,,,,,,,,,.pdf,Sale Tax/Vat/TIN/GST/PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,2.0,115294.0,Kulvinder,25-Feb-2019 10:25 PM,Rejected-AOC,Rejected due to higher rates bidder L2,03-Apr-2019 03:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Tax clearance certificate (TCC) issued from the Excise and Taxation Deptt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,E-mail addreses and Mobile Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Cost of tender form (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,EMD in the shape of National saving NSC/TDA in any of the post office in HP Nationalized bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,The detail of EPFO of each employee should be attached as Electronic Challan cum Return,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"The contractor shall have required machinery and T and P such as hot mix plant , paver Finisher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
