Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra","10,000",No,fixed,,"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra",PWD,11716-65 dated 12-09-2018,2018_PWD_23619_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form indicated in schedule-F,350.0,"Executive Engineer, HP.PWD., Division, Kangra","Executive Engineer, HP.PWD., Division, Kangra",No,Rain damage on Kotharu Bhatti Dehru Sandh Rajal road(SH- P/L Path work between km. 0/0 to 2/00),Rain damage on Kotharu Bhatti Dehru Sandh Rajal road(SH- P/L Path work between km. 0/0 to 2/00),Please refer Tender documents. ,NA ,"4,99,562",Civil Works - Roads,NA ,Tender,120.0,30.0,Items,176001.0,NA ,NA ,NA ,"Executive Engineer, HP.PWD., Division, Kangra",No ,No,20-Sep-2018 10:00 AM,08-Oct-2018 11:30 AM,20-Sep-2018 10:00 AM,08-Oct-2018 11:00 AM,NA ,NA ,20-Sep-2018 10:00 AM,08-Oct-2018 11:00 AM,24-Nov-2018 02:00 PM,1.0,DD - Demand Draft,AOC,1.0,96792.0,atul thakur,04-Oct-2018 04:42 PM,Accepted-AOC,Award,11-Apr-2019 10:47 AM,Technical,Opened,Subhash Chander,24-Nov-2018 01:10 PM,technical_33014.pdf,Finance,Opened,Subhash Chander,11-Apr-2019 10:42 AM,finance_33014.pdf,BOQ Comparative Chart,1.0,96792.0,atul thakur,INR,"579,150",Er. Sanjiv Mahajan,Internal,Er. Subhash Chander A.E. Kangra Sh. S.K. Dayal Sr. DAO (On Tour) Sh. Beldev Ram Supdt. Sh. Vijay Kumar HDM Sh. Kamaljit Singh Supdt. Sh. Prithvi Kumar TA.,Subhash Chander,24-Nov-2018 01:15 PM,24-Nov-2018 02:00 PM,techsummary_33014.pdf (116.61 KB),PWD,2018_PWD_23619_1,11716-65 dated 12-09-2018,Rain damage on Kotharu Bhatti Dehru Sandh Rajal road(SH- P/L Path work between km. 0/0 to 2/00),11-Apr-2019,"INR 499,562",30.0,Subhash Chander,11-Apr-2019 10:46 AM,Award.pdf (135.00 KB),Award,Er. Sanjiv Mahajan,Internal,Er. Subhash Chander A.E. Kangra Sh. S.K. Dayal Sr. DAO (On Tour) Sh. Beldev Ram Supdt. Sh. Vijay Kumar HDM Sh. Kamaljit Singh Supdt. Sh. Prithvi Kumar TA.,Subhash Chander,11-Apr-2019 10:45 AM,finsummary_33014.pdf (46.12 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money indicated in schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,2.0,96993.0,yashpal sharma,06-Oct-2018 10:37 PM,Rejected-Finance,Rate quoted higher side of L1,11-Apr-2019 10:45 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit it regarding no relative working in department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Technical Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Litigation case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate (General Rule-19) and (28.2b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery tool plant shown in schedule-F (Sr. No-6.19)(Refer Clause-18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule No-23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sale Tax/GST Registration (Refer General Rule No-21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
