Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage
Er. Deepak Raj Chauhan,Internal,,Deepak Raj Chauhan,30-Apr-2019 03:33 PM,finsummary_35608.pdf (21.64 KB),30-Apr-2019,"INR 1,912,974",90.0,Deepak Raj Chauhan,30-Apr-2019 03:34 PM,44AA.pdf (1085.00 KB),AOC,PWD,2018_PWD_25384_4,PW-SRDD-CB-CTR / 2018-19- 16345- 16394 DT 4.12.18,Restoration of Rain Damages on Chauri ki Ghatti to Yan via Bhad Road km 0/00 to 8/500.,Er. Deepak Raj Chauhan,Internal,Sh.Prem Lal Supdt. Sharma Deepak Sharma DAO Sursh Verma HDM Ramesh Thakur TA,Rajesh Aggarwal,11-Jan-2019 03:19 PM,11-Jan-2019 03:20 PM,techsummary_35608.pdf (98.71 KB),Finance,Bid Opening Summary,Deepak Raj Chauhan,30-Apr-2019 03:29 PM,finance_35608.pdf,BOQ Comparative Chart,1.0,105388.0,Deepak Sharma,INR,"1,912,974",Technical,Technical Bid Opening Summary,Deepak Raj Chauhan,28-Dec-2018 12:55 PM,technical_35608.pdf,1.0,105804.0,Ankit Sharma,27-Dec-2018 04:39 PM,Rejected-Finance,L-3,30-Apr-2019 03:33 PM,AOC,500.0,EE Dhami,Dhami,No,1.0,DD - Demand Draft,Restoration of Rain Damages on Chauri ki Ghatti to Yan via Bhad Road km 0/00 to 8/500.,SH Construction of PCC Retaining wall along with Teo wall in between km 2/375 to 2/400,Please refer Tender documents. ,NA ,"13,84,650",Civil Works - Roads,NA ,Tender,120.0,90.0,Dhami,171103.0,NA ,NA ,NA ,SE 4th Circle Shimla,No ,No,PWD,PW-SRDD-CB-CTR / 2018-19- 16345- 16394 DT 4.12.18,2018_PWD_25384_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,18-Dec-2018 01:00 PM,28-Dec-2018 11:00 AM,18-Dec-2018 01:00 PM,27-Dec-2018 05:00 PM,NA ,NA ,18-Dec-2018 01:00 PM,27-Dec-2018 05:00 PM,11-Jan-2019 03:20 PM,"28,000",No,fixed,,EE Dhami,Dhami,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),EE Dhami,SHIMLA RURAL DIVISION HPPWD DHAMI,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,105388.0,Deepak Sharma,25-Dec-2018 01:16 PM,Accepted-AOC,L-1,30-Apr-2019 03:34 PM,AOC,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,105781.0,Man mohan thakur,27-Dec-2018 02:41 PM,Rejected-Finance,L-5,30-Apr-2019 03:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,105603.0,SANDEEP,26-Dec-2018 01:12 PM,Rejected-Finance,L-4,30-Apr-2019 03:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,105591.0,Sanjeev Kumar Aggarwal,26-Dec-2018 12:44 PM,Rejected-Finance,L-6,30-Apr-2019 03:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand As Per General Rule 19,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,105758.0,SURESH KUMAR,27-Dec-2018 12:16 PM,Rejected-Finance,L-2,30-Apr-2019 03:33 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,AOC
