Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,1.0,DD - Demand Draft,"13,310",Yes,fixed,,EE Shillai,Shillai,13-Dec-2018 05:00 PM,27-Dec-2018 12:30 PM,13-Dec-2018 05:05 PM,26-Dec-2018 05:00 PM,NA ,NA ,13-Dec-2018 05:05 PM,26-Dec-2018 05:00 PM,07-Jan-2019 11:00 AM,350.0,EE Shillai,Shillai,Yes,EE HPPWD Shillai,EE HPPWD Shillai Distt. Sirmaour HP,PWD,PW/SD/CB/TA/NIT Tender/2018-8516-8615 Dt 05-12-18,2018_PWD_25337_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,A/R and M/O to Rast Manal Chunoti road Km 0/0 to 6/0 (SH Construction Edge wall with W metal Beam crash barrier at RD 0/075 to 0/195).,A/R and M/O to Rast Manal Chunoti road Km 0/0 to 6/0 (SH Construction Edge wall with W metal Beam crash barrier at RD 0/075 to 0/195).,Please refer tender documents ,NA ,"6,65,234",Civil Works - Roads,NA ,Tender,90.0,90.0,Shillai,173029.0,NA ,NA ,NA ,EE HPPWD Shillai,No ,No,AOC,Er. Pramod Upreti,Internal,"AE Shillai, supdt. DAO,DHD,TA",Pramod Upreti,05-Jan-2019 04:31 PM,07-Jan-2019 11:00 AM,techsummary_35467.pdf (802.27 KB),PWD,2018_PWD_25337_8,PW/SD/CB/TA/NIT Tender/2018-8516-8615 Dt 05-12-18,A/R and M/O to Rast Manal Chunoti road Km 0/0 to 6/0 (SH Construction Edge wall with W metal Beam crash barrier at RD 0/075 to 0/195).,18-Apr-2019,"INR 665,234",90.0,Pramod Upreti,18-Apr-2019 03:40 PM,113.pdf (199.00 KB),award letter,EE Shillai,Internal,"AE Shillai, DHD, DAO, Supdt.",Pramod Upreti,18-Apr-2019 03:39 PM,finsummary_35467.pdf (139.49 KB),1,105649,AJAY CHAUHAN,26-Dec-2018 02:52 PM,Rejected-Finance,Not lowest,18-Apr-2019 03:39 PM,Technical,technical summary,Pramod Upreti,29-Dec-2018 01:14 PM,technical_35467.pdf,1.0,105585.0,SAHI RAM CONTRACTOR,INR,"591,048",Finance,bid opening summary,Pramod Upreti,18-Apr-2019 03:31 PM,finance_35467.pdf,BOQ Comparative Chart,AOC
,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,105389,Anil Kumar,25-Dec-2018 01:29 PM,Rejected-Technical,Not qualified,05-Jan-2019 04:31 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,105142,Anil Kumar,22-Dec-2018 03:54 PM,Rejected-Technical,Not qualified,05-Jan-2019 04:31 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,105538,Balbir Singh,25-Dec-2018 10:45 PM,Rejected-Technical,Not qualified,05-Jan-2019 04:31 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy Listofmachinerytoolsandplantsasperschedule-FSrNo6.19Referclauseno 18alongwithproofowner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,105133,Balbir Singh,22-Dec-2018 03:05 PM,Rejected-Technical,Not qualified,05-Jan-2019 04:31 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,105636,dinesh singta,26-Dec-2018 02:18 PM,Rejected-Technical,Not qualified,05-Jan-2019 04:31 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,105671,DROPTI SHARMA,26-Dec-2018 04:12 PM,Rejected-Finance,Not lowest,18-Apr-2019 03:39 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,105350,Madan Singh,26-Dec-2018 07:08 AM,Rejected-Finance,Not lowest,18-Apr-2019 03:39 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,105584,Natta Ram,26-Dec-2018 04:06 PM,Rejected-Technical,Not qualified,05-Jan-2019 04:31 PM,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,105681,NEERAJ KUMAR,26-Dec-2018 04:49 PM,Rejected-Technical,Not qualified,05-Jan-2019 04:31 PM,,,,,,,,,,,,,,,,,AOC
