Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,PWD,C/o Rain Shelter at Salauni Kathiana Junction,2018_PWD_25468_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,1.0,DD - Demand Draft,"22,700",No,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,500.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,21-Dec-2018 09:00 AM,02-Jan-2019 10:30 AM,21-Dec-2018 09:00 AM,01-Jan-2019 10:30 AM,NA ,NA ,21-Dec-2018 09:00 AM,01-Jan-2019 10:30 AM,08-Jan-2019 11:00 AM,C/o Rain Shelter at Salauni Kathiana Junction on Jalari Galore Salauni Bijhari Deotsidh road (MDR063) at Km 31/200 ),C/o Rain Shelter at Salauni Kathiana Junction on Jalari Galore Salauni Bijhari Deotsidh road (MDR063) at Km 31/200 ),Please refer Tender documents. ,NA ,"11,35,244",Civil Works - Buildings,NA ,Tender,120.0,90.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,AOC,PWD,2018_PWD_25468_1,C/o Rain Shelter at Salauni Kathiana Junction,C/o Rain Shelter at Salauni Kathiana Junction on Jalari Galore Salauni Bijhari Deotsidh road (MDR063) at Km 31/200 ),Executive Engineer,Internal,Supdt HDM DAO,Pramod Kashyap,07-Jan-2019 12:07 PM,08-Jan-2019 11:00 AM,techsummary_35683.pdf (525.55 KB),Executive Engineer,Internal,Supdt HDM DAO,Pramod Kashyap,08-Jan-2019 02:14 PM,finsummary_35683.pdf (174.55 KB),10-Apr-2019,"INR 1,135,244",90.0,Pramod Kashyap,10-Apr-2019 04:03 PM,shashikt.pdf (413.00 KB),C/o Rain Shelter at Salauni Kathiana Junction,1.0,106080.0,Divender kumar,01-Jan-2019 12:18 AM,Rejected-Finance,Not lowest,08-Jan-2019 02:14 PM,Technical,tech bid,Pramod Kashyap,02-Jan-2019 12:48 PM,technical_35683.pdf,Finance,fin bid,Pramod Kashyap,08-Jan-2019 02:06 PM,finance_35683.pdf,BOQ Comparative Chart,1.0,106084.0,shashi kant,INR,"1,147,774",AOC
,,.pdf,EMD,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,106074.0,prop banku ram,31-Dec-2018 11:18 PM,Rejected-Finance,Not lowest,08-Jan-2019 02:14 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,106087.0,RAJESH KUMAR,01-Jan-2019 06:35 AM,Rejected-Finance,Not lowest,08-Jan-2019 02:14 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate ( Only Completed work ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,106014.0,Sanjeev Kumar,31-Dec-2018 03:46 PM,Rejected-Finance,Not lowest,08-Jan-2019 02:14 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,"GST , EPF No. and Labour Licence, Pan Card",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,106084.0,shashi kant,01-Jan-2019 01:01 AM,Accepted-AOC,L 1,10-Apr-2019 04:03 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of machinery tool and plant with ownership documents / Affidavit Magistrate/Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,106104.0,V.V. CONSTRUCTION CO.,01-Jan-2019 10:24 AM,Rejected-Finance,Not lowest,08-Jan-2019 02:14 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Aff. That information submitted by bidder is true and correctattested by Magistrate/Notary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in hand certificate duly C/S by the Executing Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Aff. bidder should not have more then 2 contracts at a time each of Rs.100.00lacs or more in circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
