Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
03-Apr-2019,"INR 876,110",31.0,Ram Saroop Kalia,03-Apr-2019 01:28 PM,08.pdf (139.00 KB),Awar letter,EE,Internal,GASupdtHDMDAO,Ram Saroop Kalia,03-Apr-2019 01:24 PM,finsummary_35057.pdf (139.28 KB),EE,Internal,GASupdttHDMAE,Ram Saroop Kalia,26-Dec-2018 04:33 PM,29-Dec-2018 11:00 AM,techsummary_35057.pdf (126.13 KB),PWD,2018_PWD_25006_1,PW/BGN/CB/T-I/2017-18-11130-43 dt 23.10.2018,constroadtoHarizanBastiJhamber,Finance,bid opening summary,Ram Saroop Kalia,03-Apr-2019 01:21 PM,None,BOQ Comparative Chart,1.0,102970.0,Parvesh Kumar Sharma,INR,"678,849",Technical,Technical evaluation summary,Ram Saroop Kalia,26-Dec-2018 04:31 PM,technical_35057.pdf,1.0,103032.0,Charanjeet Singh Govt Contractor,10-Dec-2018 04:27 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Dec-2018 04:31 PM,AOC,PWD,PW/BGN/CB/T-I/2017-18-11130-43 dt 23.10.2018,2018_PWD_25006_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),03-Dec-2018 05:35 PM,11-Dec-2018 11:30 AM,03-Dec-2018 05:35 PM,10-Dec-2018 05:00 PM,NA ,NA ,03-Dec-2018 05:35 PM,10-Dec-2018 05:00 PM,29-Dec-2018 11:00 AM,Executive Engineer HP.PWD Bangana,Executive Engineer HP.PWD Bangana,1.0,DD - Demand Draft,"17,600",No,fixed,,Executive Engineer HP.PWD Bangana,Executive Engineer HP.PWD Bangana,350.0,Executive Engineer HP.PWD Bangana,Executive Engineer HP.PWD Bangana,No,constroadtoHarizanBastiJhamber,SHCoembakmentinkm3300to40,Please refer Tender documents. ,NA ,"8,76,110",Civil Works - Roads,NA ,Tender,120.0,31.0,Bangana,174307.0,NA ,NA ,NA ,Bangana,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,102977.0,Mukesh Kumar,10-Dec-2018 04:28 PM,Rejected-AOC,Reject due to higher side from L-1,03-Apr-2019 01:28 PM,AOC,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,102970.0,Parvesh Kumar Sharma,10-Dec-2018 04:32 PM,Accepted-AOC,Accept due to L-1,03-Apr-2019 01:28 PM,AOC,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,103013.0,Sanjeev Kumar,10-Dec-2018 03:13 PM,Rejected-AOC,Reject due to higher side from L-1,03-Apr-2019 01:28 PM,AOC,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,103015.0,SHEETAL SHARMA,10-Dec-2018 03:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,26-Dec-2018 04:31 PM,AOC,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No.16 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
