EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"13,200",No,fixed,,E E Bharwain,PNB at Amb,350.0,EE Bharwain,PNB at Amb,Yes,Executive Engineer,Division HPPWD Bharwain,25-Jun-2018 03:00 PM,02-Jul-2018 11:30 AM,25-Jun-2018 03:00 PM,30-Jun-2018 06:00 PM,NA ,NA ,25-Jun-2018 03:00 PM,30-Jun-2018 06:00 PM,13-Jul-2018 05:30 PM,Repair and restoration work for rain damages on Kinnu Lohara road km 000 to 2500 SH Construction of Retaining wall in wire crates at RD 1800 to 1840 against DC deposit,Repair and restoration work for rain damages on Kinnu Lohara road km 000 to 2500 SH Construction of Retaining wall in wire crates at RD 1800 to 1840 against DC deposit,Tender Documents ,NA ,"6,59,280",Civil Works,Road ,Tender,120.0,90.0,Bharwain,177109.0,NA ,NA ,NA ,Bharwain,No ,No,PWD,Kinnu Lohara road under Bharwain Divn (2),2018_PWD_21924_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of form as indicated in scheduled (F),1.0,DD - Demand Draft,AOC,1.0,87809.0,JOGRAJ GOVT CONTRACTOR,29-Jun-2018 06:33 PM,Rejected-AOC,ok,29-Apr-2019 04:16 PM,Technical,Smt Pawana Kumari Supdt GrII Sh Jagdish Chand Sr Asstt Sh Rajinder Kumar HDM Sh. Dinesh Kumar AE Er HL Sharma Chairman cum EE,Harbans Lal Sharma,13-Jul-2018 05:13 PM,technical_30931.pdf,1.0,87820.0,Sandeep Kumar Dhiman,INR,"899,162",Finance,Smt Pawana Kumari i Supdt GrII Sh Jagdish Chand Sr Asstt Sh Rajinder Kumar HDM Sh. Dinesh Kumar AE Er H.L. Sharma Chairman cum EE,Harbans Lal Sharma,21-Aug-2018 11:00 AM,finance_30931.pdf,BOQ Comparative Chart,Er.HL Sharma,Internal,Smt Pawana Kumari Supdt GrII Sh Jagdish Chand Sr Asstt Sh Rajinder Kumar HDM Sh. Dinesh Kumar AE,Harbans Lal Sharma,13-Jul-2018 05:28 PM,13-Jul-2018 05:30 PM,techsummary_30931.pdf (1213.37 KB),PWD,2018_PWD_21924_1,Kinnu Lohara road under Bharwain Divn (2),Repair and restoration work for rain damages on Kinnu Lohara road km 000 to 2500 SH Construction of Retaining wall in wire crates at RD 1800 to 1840 against DC deposit,29-Apr-2019,"INR 659,280",90.0,Harbans Lal Sharma,29-Apr-2019 04:16 PM,8931dated24918.PDF (687.00 KB),Arard latter No. 8913-21 dated 24-0-2018,Er.H.L. Sharma,Internal,Summary attached,Harbans Lal Sharma,29-Apr-2019 04:12 PM,finsummary_30931.pdf (759.75 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and Clearance certificate,2.0,FDR - Fixed Deposit,AOC,2.0,87820.0,Sandeep Kumar Dhiman,30-Jun-2018 04:21 PM,Accepted-AOC,ok,29-Apr-2019 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in scheduled F),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration (General Rule No. 23),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. do not have more than two works at in hand,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. authorization of upload and sign the tender documents formalities related to the work,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit reg. list of both Gazetted officer and NGO serving as HPPWD employee related to him (Gener,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An undertaking that before submission of bid the site been visited,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidder like to be provide,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no 7 and 8 duly signed,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor eligible to tender for his own class and one step below,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"contractor will have to submit the proof of Registration under EPF and Misc provision Act,1952(EP",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
