Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
500.0,EE RAJGARH,RAJGARH,No,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,01-Feb-2019 09:00 AM,12-Feb-2019 11:00 AM,01-Feb-2019 09:00 AM,11-Feb-2019 05:00 PM,NA ,NA ,01-Feb-2019 09:00 AM,11-Feb-2019 05:00 PM,14-Feb-2019 10:30 AM,1.0,DD - Demand Draft,PWD,AMP 2019-20,2019_PWD_26487_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"35,000",No,fixed,,EE RAJGARH,RAJGARH,"Periodical Renewal on Neripul tali Bhujjal road km 5/0 to 6/0 , 14/00 to 14/565 under AMP for the year 2019-20","Periodical Renewal on Neripul tali Bhujjal road km 5/0 to 6/0 , 14/00 to 14/565 under AMP for the year 2019-20",Please refer Tender documents. ,NA ,"17,30,462",Civil Works - Roads,NA ,Tender,90.0,60.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER- Indicated in Schedule F at Sr.No.6.3,AOC,Er.K.L Chaudhary EE,Internal,"Sh.D.S Kaundal AE, Sh.Chaman Lal Supdt. G-II Sh. Kishan Singh Supdt. G-II Accounts Sh. Raj Kumar Saxena DHD, Sh. Ghanshyam Jr. Asstt.",Kishan Lal Chaudhary,13-Feb-2019 04:59 PM,14-Feb-2019 10:30 AM,techsummary_37577.pdf (256.93 KB),PWD,2019_PWD_26487_1,AMP 2019-20,"Periodical Renewal on Neripul tali Bhujjal road km 5/0 to 6/0 , 14/00 to 14/565 under AMP for the year 2019-20",11-Apr-2019,"INR 1,730,462",60.0,Kishan Lal Chaudhary,11-Apr-2019 11:53 AM,26487.pdf (313.00 KB),work awarded to Sh. Naresh Kumar Vij,Er.K.L Chaudhary EE,Internal,"Sh.D.S Kaundal AE, Sh.Chaman Lal Supdt. G-II Sh. Kishan Singh Supdt. G-II Accounts Sh. Raj Kumar Saxena DHD, Sh. Ghanshyam Jr. Asstt",Kishan Lal Chaudhary,11-Apr-2019 11:50 AM,finsummary_37577.pdf (256.14 KB),Finance,SUMMARY,Kishan Lal Chaudhary,22-Feb-2019 01:07 PM,finance_37577.pdf,BOQ Comparative Chart,1.0,111454.0,naresh vij govt contractor,INR,"2,558,092",1.0,111488.0,ashish kaushal,09-Feb-2019 05:21 PM,Rejected-AOC,L2,11-Apr-2019 11:53 AM,Technical,SUMMARY,Kishan Lal Chaudhary,12-Feb-2019 04:37 PM,technical_37577.pdf,AOC
,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY-Indicated in Schedule F at Sr. No.6.5,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,111454.0,naresh vij govt contractor,09-Feb-2019 08:04 AM,Accepted-AOC,L1,11-Apr-2019 11:53 AM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Minimum Work Done Certificate as per Gen. Rule Sr.No.28.2(b) and Schedule F Sr.No.6.10,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,ROOF OF MANDATORY MACHINERY TOOL AND PLANTS as per Gen. Rules 25 and Schedule F Sr. No.6.19,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen. Rule Sr.No.16),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
