Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,C/o link road Jamna Patera road,2019_PWD_27360_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"13,200",No,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,1.0,DD - Demand Draft,15-Feb-2019 09:00 AM,28-Feb-2019 10:25 AM,15-Feb-2019 09:00 AM,27-Feb-2019 10:30 AM,NA ,NA ,15-Feb-2019 09:00 AM,27-Feb-2019 10:30 AM,06-Mar-2019 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,C/o link road Jamna Patera road km 0/0 to 1/100(Actual Name Patera to Jamna road,"Providing and laying GSB, wearing and 2cm thick premix carpet in km 0/0 to 0/500) Under OTMNP Head",Please refer Tender documents. ,NA ,"6,60,144",Civil Works - Roads,NA ,Tender,120.0,NA ,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,350.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,AOC,1.0,115324.0,ashok Thakur,26-Feb-2019 12:10 PM,Accepted-AOC,L 1,10-Apr-2019 10:28 PM,Technical,bid opening summary,Anil Kumar Sharma,28-Feb-2019 05:19 PM,technical_38969.pdf,1.0,115324.0,ashok Thakur,INR,"856,761",Finance,fin bid,Pramod Kashyap,07-Mar-2019 01:17 PM,finance_38969.pdf,BOQ Comparative Chart,PWD,2019_PWD_27360_1,C/o link road Jamna Patera road,C/o link road Jamna Patera road km 0/0 to 1/100(Actual Name Patera to Jamna road,Executive Engineer,Internal,supdt HDM DAO,Pramod Kashyap,05-Mar-2019 05:27 PM,06-Mar-2019 11:00 AM,techsummary_38969.pdf (408.00 KB),EE,Internal,supdt HDM DAO,Pramod Kashyap,10-Apr-2019 10:27 PM,finsummary_38969.pdf (635.41 KB),10-Apr-2019,"INR 660,144",60.0,Pramod Kashyap,10-Apr-2019 10:28 PM,jamana.pdf (635.00 KB),C/o link road Jamna Patera road km 0/0 to 1/100(Actual Name Patera to Jamna road,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,115555.0,KAMAL PATHANIA GOVT.CONTRACTOR,26-Feb-2019 12:35 PM,Rejected-Finance,L 2,10-Apr-2019 10:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor Registration,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate ( Only Completed work ),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST , EPF No. and Labour Licence, Pan Card",,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with ownership documents / Affidavit Magistrate/Notary (Plant and p,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. That information submitted by bidder is true and correctattested by Magistrate/Notary.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate duly C/S by the Executing Authority,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. bidder should not have more then 2 contracts at a time each of Rs.100.00lacs or more in circle,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
