EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Tender Stage
"25,000",No,fixed,,EEHamirpur,EEHamirpur,EE Hamirpur,Executive Engineer HPPWD Hamirpur,PWD,Special Repair Dr. Radha Krishanan Medical College,2018_PWD_24693_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,19-Nov-2018 06:00 PM,26-Nov-2018 03:00 PM,19-Nov-2018 06:00 PM,26-Nov-2018 10:00 AM,NA ,NA ,19-Nov-2018 06:30 PM,26-Nov-2018 10:00 AM,29-Nov-2018 10:30 AM,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,500.0,EEHamirpur,EEHamirpur,Yes,Special Repair Dr Radha Krishanan Medical College,Old Regional Hospital at Hamirpur SH Repair Renovation of toilet Block Deposit Work,Please refer Tender documents. ,NA ,"12,44,191",Civil Works - Buildings,NA ,Tender,60.0,90.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,1.0,DD - Demand Draft,AOC,PWD,2018_PWD_24693_1,Special Repair Dr. Radha Krishanan Medical College,Special Repair Dr Radha Krishanan Medical College,EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Dev Raj,28-Nov-2018 07:07 PM,29-Nov-2018 10:30 AM,techsummary_34554.pdf (1063.88 KB),EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,14-Apr-2019 03:00 PM,finsummary_34554.pdf (575.83 KB),Finance,Attached,Vivek Sharma,13-Apr-2019 12:10 PM,finance_34554.pdf,BOQ Comparative Chart,1.0,101575.0,ANSHUL SHARMA GOVT. CONTRACTOR,26-Nov-2018 09:44 AM,Rejected-AOC,l3,19-Apr-2019 08:52 PM,Technical,Attached,Dev Raj,28-Nov-2018 06:51 PM,technical_34554.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,101552.0,Karan Rana,25-Nov-2018 05:40 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Nov-2018 06:51 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3.0,101555.0,sumeet contractor,25-Nov-2018 05:57 PM,Rejected-AOC,l2,19-Apr-2019 08:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4.0,101567.0,SURESH THAKUR GOV CONT,26-Nov-2018 07:52 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,28-Nov-2018 06:51 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST will be applicable as per Govt. rates,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,5.0,101540.0,Yash Paul,26-Nov-2018 07:37 AM,Accepted-AOC,l1,19-Apr-2019 08:52 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration EPF No.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
