Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Category,Sub Category,Sub Category Description,Format/File,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
05-Mar-2018 05:00 PM,19-Mar-2018 11:30 AM,05-Mar-2018 05:00 PM,19-Mar-2018 11:00 AM,NA ,NA ,05-Mar-2018 05:00 PM,19-Mar-2018 11:00 AM,11-Apr-2018 02:30 PM,Executive Engineer,Dharampur Division HPPWD Dharampur,"5,000",Executive Engineer,HPPWD Dharampur,Yes,1.0,Fee/PreQual/Technical,.pdf,Cost of tender in shape of Demand Draft,PWD,Bridge over Nalled Khad near Churu Ra Balh,2018_PWD_19904_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Offline,No,No,No,1.0,Financial Details ,Annual Turn over certificates from CA ,Annual Turn over certificates from CA ,,C/o Bridge (Single lane) over Nalled Khad near Churu Ra Balh in Dharampur Constituency,"C/o 142 mtrs (Two span of 70 mtr each plus 2 mtr gap slab, PSC Box Girder Type Bridge on Nallad Khad (Alyan Khad) near Churu Ra Balh on Sherpur Morla Via Richhali road at RD 11/500 Sub Structure and Super Structure",Please refer tender document  ,NA ,"6,47,52,000",Civil Works - Bridges,NA ,Tender,120.0,730.0,Dharampur,175040.0,NA ,NA ,NA ,Dharampur,No ,No,"5,00,000",No,fixed,,Executive Engineer,HPPWD Dharampur,1.0,DD - Demand Draft,AOC,Finance,summ,Pramod Kashyap,11-Apr-2019 04:05 PM,finance_28118.pdf,BOQ Comparative Chart,1.0,78815.0,K K Mahajan Constructions,INR,"59,500,000",1.0,79221.0,Ajay Kumar Sharma,17-Mar-2018 03:21 PM,Rejected-Finance,L,11-Apr-2019 04:15 PM,Technical,"Executive Engineer, HPPWD Dharampur Division Assistant Engineer Sub- Division Dharampur Supdtt GrII , HDm HPPWD Dharampur Division",Pramod Kashyap,24-Mar-2018 12:16 PM,technical_28118.pdf,PWD,2018_PWD_19904_1,Bridge over Nalled Khad near Churu Ra Balh,C/o Bridge (Single lane) over Nalled Khad near Churu Ra Balh in Dharampur Constituency,Executive Engineer,Internal,Executive Engineer HPPWD Dharampur Division Assistat Engineer HPPWD Sub- Division Dharampur Supdtt GrII HPPWD Dharampur Division HDM HPPWD Division Dharampur,Pramod Kashyap,24-Mar-2018 12:22 PM,11-Apr-2018 02:30 PM,techsummary_28118.pdf (500.70 KB),CE,Internal,SE EE Supdt,Pramod Kashyap,11-Apr-2019 04:15 PM,finsummary_28118.pdf (1522.96 KB),11-Apr-2019,"INR 64,752,000",730.0,Pramod Kashyap,11-Apr-2019 04:20 PM,awaredletter.pdf (1523.00 KB),C/o Bridge (Single lane) over Nalled Khad near Churu Ra Balh in Dharampur Constituency,AOC
,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of Demand Draft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,79333.0,BRAHMA CONSTRUCTION,19-Mar-2018 09:39 AM,Rejected-Finance,L,11-Apr-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Financial Turn over as per conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,78815.0,K K Mahajan Constructions,17-Mar-2018 06:03 PM,Accepted-AOC,l1,11-Apr-2019 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Work done of similar nature certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,79259.0,M/s Maan Builders,18-Mar-2018 12:34 PM,Rejected-AOC,Not lowest,11-Apr-2019 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Certificate from Bank for availability of liquid credit facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,79238.0,M/s National Construction co.,17-Mar-2018 05:29 PM,Rejected-Finance,L,11-Apr-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Work Done/Work in hand detail duly signed by competent authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6.0,79239.0,OM PARKASH SHARMA AND SONS,17-Mar-2018 05:09 PM,Rejected-Finance,L,11-Apr-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,PAN No / Sales Tax Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7.0,79218.0,Vijay Kumar Sharma,17-Mar-2018 03:29 PM,Rejected-Finance,L,11-Apr-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Contractor Registration Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8.0,78606.0,V K Gupta and Associates,19-Mar-2018 10:08 AM,Rejected-Finance,L,11-Apr-2019 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Affidavit of Possessing Minimum machinery indicated in tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding technical personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
