Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
C/O Link road form Raipur to Fagot Km. 0/0 to 6/750,"SH/ C/O Formation cutting, Cross Drainage, Parapet, Katcha Drain and Crate work for dumping Under RIDF-XXIV",Please refer Tender documents. ,NA ,"2,61,63,186",Civil Works,NA ,Tender,120.0,545.0,Dalhousie,176304.0,NA ,NA ,NA ,Executive Engineer HPPWD Dalhousie Division,No ,No,1.0,DD - Demand Draft,"5,000",EE Dalhousie,SBI Dalhousie,No,Executive Engineer HPPWD Dalhousie Division,Executive Engineer HPPWD Dalhousie Division,PWD,PWD-GA-Tender-2018-19- 11618-667 dated 22.11.2018,2018_PWD_25152_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,05-Dec-2018 06:00 PM,18-Dec-2018 11:30 AM,05-Dec-2018 06:00 PM,18-Dec-2018 11:00 AM,05-Dec-2018 06:00 PM ,15-Dec-2018 05:00 PM ,05-Dec-2018 06:00 PM,18-Dec-2018 11:00 AM,07-Jan-2019 11:30 AM,"2,94,200",No,fixed,,EE Dalhousie,SBI Dalhousie,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (indicated in IFB and Bidding document ),AOC,1.0,103531.0,ANIL MAHAJAN,17-Dec-2018 05:58 PM,Rejected-Technical,Non-Responsive,02-Jan-2019 11:17 AM,Technical,TBES,Sudhir Mittal,02-Jan-2019 10:46 AM,None,1.0,103619.0,MAHAJAN TRADERS,INR,"31,669,389",Finance,TBES,Sudhir Mittal,07-Jan-2019 03:28 PM,finance_35168.pdf,BOQ Comparative Chart,PWD,2018_PWD_25152_1,PWD-GA-Tender-2018-19- 11618-667 dated 22.11.2018,C/O Link road form Raipur to Fagot Km. 0/0 to 6/750,Er. Sudhir Mittal,Internal,1 DAO 2 HDM 3 Superintendent 4 AE to EE,Sudhir Mittal,02-Jan-2019 11:17 AM,07-Jan-2019 11:30 AM,techsummary_35168.pdf (1381.16 KB),Er. Sudhir Mittal,Internal,1 DAO 2 HDM 3 Superintendent Gr-II 4 AE to EE,Sudhir Mittal,21-Apr-2019 12:23 PM,finsummary_35168.pdf (241.78 KB),21-Apr-2019,"INR 31,669,389",545.0,Sudhir Mittal,21-Apr-2019 12:26 PM,Raipur.pdf (47.00 KB),Award letter,AOC
,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (indicated in IFB and Bidding document),AOC,2.0,103665.0,BALAK RAM,18-Dec-2018 09:20 AM,Rejected-Technical,Non-Responsive,02-Jan-2019 11:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (indicated in Bidding document),AOC,3.0,103609.0,KAMAL KISHORE GOVT CONTRACTOR,17-Dec-2018 06:42 PM,Rejected-Technical,Non-Responsive,02-Jan-2019 11:17 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (indicated in Bidding document),AOC,4.0,103619.0,MAHAJAN TRADERS,17-Dec-2018 09:46 PM,Accepted-AOC,Work Awarded,21-Apr-2019 12:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid labour license (indicated in Bidding document),AOC,5.0,103620.0,M/s Lakshay Construction,18-Dec-2018 10:51 AM,Rejected-Finance,Work awarded to the lowest contractor,21-Apr-2019 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (indicated in Bidding document),AOC,6.0,103605.0,Ms R.K. Mahajan,17-Dec-2018 04:35 PM,Rejected-Finance,Work awarded to the lowest contractor,21-Apr-2019 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand (indicated in Bidding document),AOC,7.0,103658.0,MVD Cementation and Construction Pvt. Ltd.,17-Dec-2018 08:07 PM,Rejected-Finance,Work awarded to the lowest contractor,21-Apr-2019 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (complete one work of similar nature not less than 40 percent of the estimated,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery (indicated in Bidding document),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid capacity (indicated in Bidding document),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
