S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,79040.0,yogesh,INR,0,Finance,FINANCIALSUMMARY,Pradeep Singh,21-Mar-2018 10:28 AM,finance_28306.pdf,BOQ Comparative Chart,Technical,Summary,Pradeep Singh,20-Mar-2018 01:22 PM,technical_28306.pdf,1.0,79087.0,NARESH KUMAR,16-Mar-2018 04:21 PM,Accepted-AOC,3.0,27-Apr-2019 01:16 PM,ER PRADEEP SINGH,Internal,HDM SUPDT. AE TO EE DAO,Pradeep Singh,24-Apr-2018 10:52 PM,finsummary_28306.pdf (354.86 KB),27-Apr-2019,"INR 2,439,746",180.0,Pradeep Singh,27-Apr-2019 01:16 PM,2018_PWD_20040_1.pdf (170.00 KB),PWD,2018_PWD_20040_1,TENDER GANPATI KUN KA TAR ROAD,R/R damages on Ganpati Kun Ka Tar road km 0/0 to 20/500,ER PRADEEP SINGH,Internal,HDM SUPDT DAO AE TO EE,Pradeep Singh,20-Mar-2018 01:24 PM,20-Mar-2018 04:00 PM,techsummary_28306.pdf (418.20 KB),AOC,09-Mar-2018 06:00 PM,17-Mar-2018 11:30 AM,09-Mar-2018 06:00 PM,17-Mar-2018 10:30 AM,NA ,NA ,09-Mar-2018 06:00 PM,17-Mar-2018 10:30 AM,20-Mar-2018 04:00 PM,PWD,TENDER GANPATI KUN KA TAR ROAD,2018_PWD_20040_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),","40,800",Yes,fixed,,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,1.0,DD - Demand Draft,R/R damages on Ganpati Kun Ka Tar road km 0/0 to 20/500,C/O RCC slab culvert span 7.50 mtr at RD 4/930,Please refer Tender documents. ,NA ,"22,17,393",Civil Works,NA ,Tender,120.0,180.0,EE MANDI DIVISION NO-II HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-II HPPWD MANDI,No ,No,500.0,EE MANDI DIVISION NO-II HPPWD MANDI,EE MANDI DIVISION NO-II HPPWD MANDI,Yes,AOC
2.0,79073.0,Santosh Kumar,INR,"2,439,746",,,,,,,,,,,,2.0,79177.0,Pushap Raj,17-Mar-2018 05:25 AM,Accepted-AOC,2.0,27-Apr-2019 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,79087.0,NARESH KUMAR,INR,0,,,,,,,,,,,,3.0,79073.0,Santosh Kumar,16-Mar-2018 03:23 PM,Accepted-AOC,1.0,27-Apr-2019 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4.0,79177.0,Pushap Raj,INR,0,,,,,,,,,,,,4.0,79040.0,yogesh,17-Mar-2018 09:22 AM,Accepted-AOC,4.0,27-Apr-2019 01:16 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST/Sales Tax Registration (TIN No.)(General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the Information furnished with the bid are correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
