Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
PWD,117-19 dated 07.04.2018,2018_PWD_20858_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,Karchham Division HPPWD Karchham at Bhabanagar District Kinnaur HP,"5,000",EE Bhabanagar,Karchham/ Bhabanagar,No,Construction of link road to village Sapni km 0.000 to 8.300 SH formation cutting 5 7 mtr. Wide road including R.wall B.wall V shape drain C.O. parapets CD work P.L. WBM G1 G II and G II P.L. premix carpet and logo sing board and km stone under,Construction of link road to village Sapni km 0.000 to 8.300 SH formation cutting 5 7 mtr. Wide road including R.wall B.wall V shape drain C.O. parapets CD work P.L. WBM G1 G II and G II P.L. premix carpet and logo sing board and km stone under,Please refer Tender documents. ,NA ,"4,83,25,433",Civil Works - Roads,NA ,Tender,90.0,540.0,Karchham,172106.0,NA ,NA ,NA ,Karchham Division,No ,No,24-Apr-2018 06:30 PM,07-May-2018 11:00 AM,24-Apr-2018 06:30 PM,05-May-2018 05:00 PM,NA ,NA ,24-Apr-2018 06:30 PM,05-May-2018 05:00 PM,26-May-2018 03:50 PM,"5,00,000",No,fixed,,EE Bhabanagar,Karchham/ Bhabanagar,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,1.0,DD - Demand Draft,AOC,1.0,83548.0,KARMA LAMA,05-May-2018 01:39 PM,Rejected-Technical,Non Responsive,26-May-2018 03:48 PM,Technical,Bid opening summary,Virender Kumar,26-May-2018 03:46 PM,technical_29491.pdf,1.0,83495.0,SUNIL KUMAR VIJ CONTRCATOR,INR,"80,540,564",Finance,sumarry,Prakash Chand Negi,10-Apr-2019 04:41 PM,finance_29491.pdf,BOQ Comparative Chart,PWD,2018_PWD_20858_3,117-19 dated 07.04.2018,Construction of link road to village Sapni km 0.000 to 8.300 SH formation cutting 5 7 mtr. Wide road including R.wall B.wall V shape drain C.O. parapets CD work P.L. WBM G1 G II and G II P.L. premix carpet and logo sing board and km stone under,Er P.C. Negi,Internal,Shri Naveen Kumar DAO Shri Angial Negi DM Shri Megh Singh Supdt Gr II,Virender Kumar,26-May-2018 03:48 PM,26-May-2018 03:50 PM,techsummary_29491.pdf (76.05 KB),PC Negi XEN,Internal,HDM DA Supdt. Gr-II,Prakash Chand Negi,10-Apr-2019 04:46 PM,finsummary_29491.pdf (828.49 KB),10-Apr-2019,"INR 48,325,433",540.0,Prakash Chand Negi,10-Apr-2019 04:51 PM,SapniNabard.PDF (1215.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit,2.0,BC - Bankers Cheque,AOC,2.0,83535.0,MILAP SINGH THAKUR,05-May-2018 12:46 PM,Rejected-AOC,not lowest,10-Apr-2019 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration,3.0,FDR - Fixed Deposit,AOC,3.0,83398.0,Om Prakash Mehta,04-May-2018 11:43 AM,Rejected-AOC,not lowest,10-Apr-2019 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Number,,,AOC,4.0,83495.0,SUNIL KUMAR VIJ CONTRCATOR,04-May-2018 06:55 PM,Accepted-AOC,awarded,10-Apr-2019 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate of similar nature and work in hand,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial reports for the last five years balance sheet profit and loss statement,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Number,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any additional information bidder likes to provide,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
