Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,Techbid,Santosh Kumar Katoch,04-Apr-2018 02:46 PM,technical_28109.pdf,1.0,79176.0,deepak rana,16-Mar-2018 11:31 PM,Accepted-AOC,L1,09-Apr-2019 04:19 PM,1.0,79176.0,deepak rana,INR,"1,613,657",Finance,finbid,Santosh Kumar Katoch,07-Apr-2018 10:33 AM,finance_28109.pdf,BOQ Comparative Chart,EE,Internal,supdt HDN DAO,Santosh Kumar Katoch,09-Apr-2019 04:18 PM,finsummary_28109.pdf (146.04 KB),09-Apr-2019,"INR 1,391,793",60.0,Santosh Kumar Katoch,09-Apr-2019 04:19 PM,ampgujregra.pdf (146.00 KB),AMP on Barsar Gujrehra Loharwin road,PWD,2018_PWD_19899_1,AMP on Barsar Gujrehra Loharwin road,AMP on Barsar Gujrehra Loharwin road,Exercutive Engineer,Internal,Supdt HDM DAO,Santosh Kumar Katoch,04-Apr-2018 02:47 PM,05-Apr-2018 11:30 AM,techsummary_28109.pdf (395.60 KB),AOC,Executive Engineer,Executive Engineer HPPWD Division Barsar,PWD,AMP on Barsar Gujrehra Loharwin road,2018_PWD_19899_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,500.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,05-Mar-2018 10:30 AM,17-Mar-2018 11:30 AM,05-Mar-2018 10:30 AM,17-Mar-2018 10:30 AM,NA ,NA ,05-Mar-2018 10:30 AM,17-Mar-2018 10:30 AM,05-Apr-2018 11:30 AM,1.0,DD - Demand Draft,"27,900",No,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,AMP on Barsar Gujrehra Loharwin road,P/L BC 25mm thick in km. 1/0 to 2/0 and 3/0 to 4/0,Please refer Tender documents. ,NA ,"13,91,793",Civil Works - Roads,NA ,Tender,120.0,60.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,AOC
,,,,,2.0,79135.0,Gian Chand Contactor,16-Mar-2018 08:12 PM,Rejected-Finance,L 2,09-Apr-2019 04:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor Registration,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate ( Only Completed work ),,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Sale Tax Registration certificate,GST , EPF No. and Labour Licence",,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pan Card,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with ownership documents / Affidavit (Plant and paver must be requi,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. that the information submitted by the bidder is true and correct,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate duly C/S by the Executing Authority,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. bidder should not have more then 2 contracts at a time each of Rs.100.00 lacs or more in any ci,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidder/firm may like to be provide,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
