Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
EE PWD Paonta Sahib,EE PWD Paonta Sahib,350.0,EE PWD Paonta Sahib,Paonta Sahib,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule f at sr.no.6.3,1.0,Opening date of tender,Date,,"10,400",No,fixed,,EE PWD Paonta Sahib,Paonta Sahib,PWD,PWP/CB/Tender/2018-9241-91 dt. 20.11.18,2018_PWD_24857_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,26-Nov-2018 04:30 PM,11-Dec-2018 11:30 AM,26-Nov-2018 05:00 PM,10-Dec-2018 05:00 PM,NA ,NA ,26-Nov-2018 05:00 PM,10-Dec-2018 05:00 PM,19-Dec-2018 12:20 PM,Restoration of Rain damages to various roads under sub Division No.I (SH Providing and Laying Patch work),Restoration of Rain damages to various roads under sub Division No.I (SH Providing and Laying Patch work),Please refer tender documents ,NA ,"5,16,037",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,EE PWD Paonta,No ,No,1.0,DD - Demand Draft,AOC,Finance,Summary,Ajay Kumar Sharma,03-Mar-2019 01:37 PM,finance_34780.pdf,BOQ Comparative Chart,1.0,102939.0,Nazar Ali,INR,"594,751.25",1.0,102939.0,Nazar Ali,09-Dec-2018 05:20 PM,Accepted-AOC,L1,11-Apr-2019 03:49 PM,Technical,Bid Opening Summary,Dalip Singh Tomar,18-Dec-2018 05:10 PM,technical_34780.pdf,Er.Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Dalip Singh Tomar,18-Dec-2018 05:12 PM,19-Dec-2018 12:20 PM,techsummary_34780.pdf (500.09 KB),PWD,2018_PWD_24857_7,PWP/CB/Tender/2018-9241-91 dt. 20.11.18,Restoration of Rain damages to various roads under sub Division No.I (SH Providing and Laying Patch work),11-Apr-2019,"INR 516,037",90.0,Ajay Kumar Sharma,11-Apr-2019 03:49 PM,91.pdf (833.00 KB),AOC,Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Ajay Kumar Sharma,03-Mar-2019 01:40 PM,finsummary_34780.pdf (854.47 KB),AOC
,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No.6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,102933.0,RANJEET SINGH,08-Dec-2018 07:35 PM,Rejected-Finance,L2,03-Mar-2019 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,GST Registration(Refer General Rule No.21)and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,List of machinery tool plant along with proof of owner ship i.e.R.C. and purchase bills S.No 6.19 Re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Form no 8 duly signed gen. Rule sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him gen. Rule sr.no.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
