S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage
1.0,87380.0,Sushil Kumar Govt Contractor,INR,"11,917,720",Finance,Proceedingregardingopeningoffinancialbids,Rajinder Singh Chandel,02-Jul-2018 03:35 PM,finance_30565.pdf,BOQ Comparative Chart,Technical,TechnicalBidOpeningSummary,Rajinder Singh Chandel,30-Jun-2018 08:27 AM,technical_30565.pdf,1.0,87364.0,Manoj Gupta,25-Jun-2018 12:43 PM,Rejected-AOC,ok,12-Apr-2019 12:48 PM,10-Oct-2018,"INR 11,399,509",365.0,Bhupinder Singh,12-Apr-2019 12:48 PM,Awardletter.pdf (372.00 KB),Awardletter,Er. R.S. Chandel EE,Internal,Er. Kuldeep Singh AE to EE Des Raj Katna Balbir Singh DHD Jagpal Singh Supdt Tara Singh Senior Assistant Prem Chand Senior Assistant,Rajinder Singh Chandel,02-Jul-2018 03:51 PM,finsummary_30565.pdf (199.33 KB),Er. R.S. Chandel EE,Internal,Er. Kuldeep Singh AE to EE Des Raj Katna Balbir Singh DHD Jagpal Singh Supdt Tara Singh Senior Assistant Prem Chand Senior Assistant,Rajinder Singh Chandel,30-Jun-2018 08:29 AM,30-Jun-2018 12:30 PM,techsummary_30565.pdf (244.51 KB),PWD,2018_PWD_21656_1,Job 1 Construction of New Modern Police Station b,Job 1 Construction of New Modern Police Station building of State State Vigilance and anti corruption Bureau at Una,AOC,"5,000","Executive Engineer, Una Division, HPPWD, Una",Una,No,"1,47,000",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",Job 1 Construction of New Modern Police Station building of State State Vigilance and anti corruption Bureau at Una,Job 1 Construction of New Modern Police Station building of State State Vigilance and anti corruption Bureau at Una,Please refer to Bidding Documents ,NA ,"1,13,99,509",Civil Works - Buildings,NA ,Tender,120.0,365.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Job 1 Construction of New Modern Police Station b,2018_PWD_21656_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,15-Jun-2018 10:00 AM,26-Jun-2018 11:00 AM,15-Jun-2018 10:30 AM,25-Jun-2018 05:00 PM,NA ,NA ,15-Jun-2018 10:30 AM,25-Jun-2018 05:00 PM,30-Jun-2018 12:30 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),1.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,2.0,87385.0,Sohan Singh Govt. Contractor,25-Jun-2018 02:07 PM,Rejected-AOC,ok,12-Apr-2019 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,AOC
,,,,,,,,,,,,,,,,3.0,87380.0,Sushil Kumar Govt Contractor,25-Jun-2018 03:36 PM,Accepted-AOC,ok,12-Apr-2019 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,AOC
,,,,,,,,,,,,,,,,4.0,87262.0,TC Construction,24-Jun-2018 11:52 AM,Rejected-AOC,ok,12-Apr-2019 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/ C.A. Annual Report As Per General Rules 28.2a and 28.2b,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage or co,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant and list of laboratory equipments as per bid documents,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No.16 ),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,AOC
