S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,DD - Demand Draft,"2,000",EE Bilaspur Division No. 2 HPPWD Bilaspur,Bilaspur,No,"Annual Maintenance plan for the year 2019-20 (MDR) (SH- providing and laying 30mm thick bituminous concrete on S.N.B. road Km. 13/0 to 16/0, 16/0 to 18/0 and 22/0 to 23/0) MDR-31","Annual Maintenance plan for the year 2019-20 (MDR) (SH- providing and laying 30mm thick bituminous concrete on S.N.B. road Km. 13/0 to 16/0, 16/0 to 18/0 and 22/0 to 23/0) MDR-31",Refer in SBD ,NA ,"77,03,424",Civil Works,NA ,Tender,90.0,90.0,Bilaspur,174001.0,NA ,NA ,NA ,EE Bilaspur Division No. 2 HPPWD Bilaspur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender and Earnest Money refer in Schedule F,"1,11,000",No,fixed,,EE Bilaspur Division No. 2 HPPWD Bilaspur,Bilaspur,PWD,PW-NBT/CB/Tender/2018/16311-16 dated 18.01.2019,2019_PWD_27266_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,13-Feb-2019 03:30 PM,20-Feb-2019 11:30 AM,13-Feb-2019 03:30 PM,20-Feb-2019 10:30 AM,NA ,NA ,13-Feb-2019 03:30 PM,20-Feb-2019 10:30 AM,23-Feb-2019 12:00 PM,EE Bilaspur Division No. 2 HPPWD Bilaspur,O/o EE Bilaspur Division No. 2 HPPWD Bilaspur,AOC,1.0,113783.0,M/s Geeta Ram Subhash Chand Garg,20-Feb-2019 09:17 AM,Rejected-Finance,Due to L2,26-Feb-2019 03:13 PM,Technical,Technical Bid Open Summary,Atma Ram Kalia,23-Feb-2019 11:16 AM,technical_38810.pdf,1.0,113456.0,Ravinder Kumar Gupta,INR,"8,826,110",Finance,Financial Bid Open Summary,Atma Ram Kalia,26-Feb-2019 03:11 PM,finance_38810.pdf,BOQ Comparative Chart,Executive Engineer,Internal,SUPDT HDM AETOEE,Atma Ram Kalia,23-Feb-2019 11:27 AM,23-Feb-2019 12:00 PM,techsummary_38810.pdf (1486.42 KB),PWD,2019_PWD_27266_1,PW-NBT/CB/Tender/2018/16311-16 dated 18.01.2019,"Annual Maintenance plan for the year 2019-20 (MDR) (SH- providing and laying 30mm thick bituminous concrete on S.N.B. road Km. 13/0 to 16/0, 16/0 to 18/0 and 22/0 to 23/0) MDR-31",25-Apr-2019,"INR 7,703,242",90.0,Atma Ram Kalia,25-Apr-2019 09:08 AM,aoc333.PDF (1378.00 KB),Award letter dated 08.03.2019,Executive Engineer,Internal,SUPDT HDM AETOEE,Atma Ram Kalia,26-Feb-2019 03:13 PM,finsummary_38810.pdf (439.52 KB),AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration refer General rule No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,113456.0,Ravinder Kumar Gupta,18-Feb-2019 05:57 PM,Accepted-AOC,Due to L1,25-Apr-2019 09:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST, PAN and EPF refer General rule No 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and work in hand certificate refer General rule No 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, Tool, Plant refer in Schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Correctness of all documents by bidder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate/affidavit may be uploaded of not more than two works in HPPWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial turn over during last five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
