Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Stage
Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE Des Raj Katna AE Devinder Singh, Head Draughtsman , Jagpal Singh Supdt Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,26-Feb-2019 04:43 PM,finsummary_38563.pdf (595.66 KB),27-Apr-2019,"INR 709,626",30.0,Bhupinder Singh,29-Apr-2019 02:08 PM,Awardletter.PDF (1474.00 KB),Awardletter,PWD,2019_PWD_27088_1,Job 5 Periodical maintenance on Una to village Ajn,Job 5 Periodical maintenance on Una to village Ajnouli road Sub Head Providing and laying 25mm thick bituminous concrete in km. 0-0 to 1-0 VR022 Under State Head,Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE Des Raj Katna AE Devinder Singh, Head Draughtsman , Jagpal Singh Supdt Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,21-Feb-2019 11:28 AM,22-Feb-2019 10:00 AM,techsummary_38563.pdf (756.88 KB),Technical,TechnicalBidOpeningSummary,Bhupinder Singh,21-Feb-2019 11:19 AM,technical_38563.pdf,1.0,112753.0,Raj Kumar,14-Feb-2019 01:31 PM,Accepted-AOC,ok,29-Apr-2019 02:08 PM,1.0,112753.0,Raj Kumar,INR,"773,371",Finance,Proceedingregardingopeningoffinancialbids,Bhupinder Singh,26-Feb-2019 04:24 PM,finance_38563.pdf,BOQ Comparative Chart,AOC,PWD,Job 5 Periodical maintenance on Una to village Ajn,2019_PWD_27088_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Job 5 Periodical maintenance on Una to village Ajnouli road Sub Head Providing and laying 25mm thick bituminous concrete in km. 0-0 to 1-0 VR022 Under State Head,Job 5 Periodical maintenance on Una to village Ajnouli road Sub Head Providing and laying 25mm thick bituminous concrete in km. 0-0 to 1-0 VR022 Under State Head,Please refer to Bidding Documents ,NA ,"7,09,626",Civil Works - Roads,NA ,Tender,120.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,"14,200",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,09-Feb-2019 05:00 PM,15-Feb-2019 11:00 AM,09-Feb-2019 05:30 PM,14-Feb-2019 05:30 PM,NA ,NA ,09-Feb-2019 05:30 PM,14-Feb-2019 05:30 PM,22-Feb-2019 10:00 AM,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),1.0,FDR - Fixed Deposit,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return file,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage or co,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Machinery Tool Plant and list of laboratory equipments as per bid documents,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,AOC
