Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),"45,000",No,fixed,,EE CHOPAL,CHOPAL,"2,000",EE CHOPAL,CHOPAL,No,1.0,DD - Demand Draft,05-Oct-2018 03:00 PM,15-Oct-2018 11:00 AM,05-Oct-2018 03:00 PM,10-Oct-2018 05:00 PM,NA ,NA ,05-Oct-2018 03:00 PM,10-Oct-2018 05:00 PM,26-Oct-2018 12:15 PM,C/O Link Road From Dhabas to Sarain Km. 0/0 to 10/ 0,"SH Providing crash barrier between km. RDs 6/210 to 6/410 and HPC at RD 6/240,6/525,R/Wall at RDS 6/225 to 6/315, Proving GIII RDS at 6/06 to 6/660 cutting at RD 6/135 to 6/525 and unlined drain between RD 6/060 to 6/660",Please refer Tender documents. ,NA ,"24,28,529",Civil Works - Roads,NA ,Tender,120.0,180.0,CHOPAL,171211.0,NA ,NA ,NA ,CHOPAL,No ,No,PWD,PW.CHD.CB-E-9/18 -7621-7720 DT11.09.18,2018_PWD_23966_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,EE CHOPAL,HPPWD CHOPAL,AOC,Er K S pal,Internal,EE Suptt Accountant DM Tender Clerk,Yogesh Sharma,26-Oct-2018 12:13 PM,26-Oct-2018 12:15 PM,techsummary_33492.pdf (460.15 KB),PWD,2018_PWD_23966_1,PW.CHD.CB-E-9/18 -7621-7720 DT11.09.18,C/O Link Road From Dhabas to Sarain Km. 0/0 to 10/ 0,10-Apr-2019,"INR 3,589,173",180.0,Kamal Singh Pal,10-Apr-2019 11:28 AM,AOC-DHABAS-SARAIN.pdf (246.00 KB),AOC,Er. Kamal Singh Pal,Internal,,Kamal Singh Pal,10-Apr-2019 11:27 AM,finsummary_33492.pdf (19.64 KB),1.0,97214.0,Naveen Kumar,INR,"3,589,173",Finance,Bid Opening Summary,Kamal Singh Pal,10-Apr-2019 11:24 AM,finance_33492.pdf,BOQ Comparative Chart,1.0,97402.0,Basant Singh,10-Oct-2018 02:26 PM,Rejected-Technical,Non Responsive,26-Oct-2018 12:13 PM,Technical,Bid Opening Summary,Yogesh Sharma,26-Oct-2018 12:08 PM,technical_33492.pdf,AOC
,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,97214.0,Naveen Kumar,09-Oct-2018 03:14 PM,Accepted-AOC,L-1,10-Apr-2019 11:28 AM,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,97362.0,Rajinder Thakur,10-Oct-2018 12:19 PM,Rejected-Finance,L-2,10-Apr-2019 11:27 AM,,,,,,AOC
,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
