Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Finance,fbosummary,Bhag Mal Thakur,12-Jul-2018 12:49 PM,finance_30663.pdf,BOQ Comparative Chart,1.0,87971.0,G.P.ACHARYA,INR,"4,214,430",Technical,summary,Balbir Singh Thakur,06-Jul-2018 12:10 PM,technical_30663.pdf,1.0,87987.0,ANURAG SHARMA,02-Jul-2018 03:59 PM,Rejected-Finance,L-2,09-Apr-2019 02:25 PM,Er. B.M.Thakur,Internal,AE Joginder Nagar Supdt. HDM,Bhag Mal Thakur,09-Apr-2019 02:25 PM,finsummary_30663.pdf (298.48 KB),16-Apr-2019,"INR 4,214,430",60.0,Bhag Mal Thakur,16-Apr-2019 03:50 PM,AOC731.pdf (478.00 KB),AOC,PWD,2018_PWD_21731_1,PW-JND-B and R-EA-I-NIT- 4778-4877 dt. 05.06.2018,Periodical maintenance of Joginder Nagar Sarkaghat Ghumarwin road (SH-19) (other than PMGSY road) under Annual Maintenance plan for the year 2018-19 (Additional),Er B M Thakur,Internal,AE Joginder Nagar DAO Supdt. D Man,Bhag Mal Thakur,07-Jul-2018 05:26 PM,11-Jul-2018 11:00 AM,techsummary_30663.pdf (323.23 KB),AOC,"61,800",No,fixed,,EE Joginder Nagar,B and R Division HP.PWD. Joginder Nagar,18-Jun-2018 05:00 PM,03-Jul-2018 11:30 AM,18-Jun-2018 05:00 PM,02-Jul-2018 05:00 PM,NA ,NA ,18-Jun-2018 05:00 PM,02-Jul-2018 05:00 PM,11-Jul-2018 11:00 AM,Executive Engineer,"Executive Engineer, B and R Division, HPPWD, Joginder Nagar","1,500",EE Joginder Nagar,B and R Division HP.PWD. Joignder Nagar,No,1.0,DD - Demand Draft,PWD,PW-JND-B and R-EA-I-NIT- 4778-4877 dt. 05.06.2018,2018_PWD_21731_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Periodical maintenance of Joginder Nagar Sarkaghat Ghumarwin road (SH-19) (other than PMGSY road) under Annual Maintenance plan for the year 2018-19 (Additional),"Providing and laying built-up spray grout, bituminous concrete in Km 12/0 to 15/0) (Intermediate Lane).",Please refer tender documents ,NA ,"36,18,566",Civil Works - Roads,NA ,Tender,120.0,60.0,Joginder Nagar,175015.0,NA ,NA ,NA ,Joginder Nagar,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),AOC
,,,,,,,,,,,,,,,,2.0,87971.0,G.P.ACHARYA,02-Jul-2018 03:00 PM,Accepted-AOC,AOC,16-Apr-2019 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule F),AOC
,,,,,,,,,,,,,,,,3.0,87924.0,Sanjeev Bhandari,30-Jun-2018 09:33 PM,Rejected-Technical,Rejected,07-Jul-2018 05:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),AOC
,,,,,,,,,,,,,,,,4.0,87963.0,YUDHVIR SINGH,02-Jul-2018 01:56 PM,Rejected-Finance,L-3,09-Apr-2019 02:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rule No.26.7),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide,AOC
