Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
03-Sep-2018 03:15 PM,10-Sep-2018 03:00 PM,03-Sep-2018 03:15 PM,10-Sep-2018 10:30 AM,NA ,NA ,03-Sep-2018 03:15 PM,10-Sep-2018 10:30 AM,25-Sep-2018 09:00 AM,350.0,Installation of crash barrier on valley side at RD,Installation of crash barrier on valley side at RD,No,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,1.0,DD - Demand Draft,Rectification/improvement of black spot on Link road from Khiah to Bhatera via Thalakna Bharnot km.0/0 to 4/855,Installation of crash barrier on valley side at RD.0/0 to 0/030 0/100 to 0/360 and 0/384 to 0/450,Please refer Tender documents. ,NA ,"5,93,950",Civil Works - Roads,NA ,Tender,60.0,90.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,"12,000",No,fixed,,Installation of crash barrier on valley side at RD,Installation of crash barrier on valley side at RD,EE Hamirpur,Executive Engineer HPPWD Division Hamirpur,PWD,Link road from Khiah to Bhatera via Thalakna Bharn,2018_PWD_23279_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,PWD,2018_PWD_23279_1,Link road from Khiah to Bhatera via Thalakna Bharn,Rectification/improvement of black spot on Link road from Khiah to Bhatera via Thalakna Bharnot km.0/0 to 4/855,EEHamirpur,Internal,SupdtHDMSrADQAEtoEE,Vivek Sharma,24-Sep-2018 08:53 PM,25-Sep-2018 09:00 AM,techsummary_32590.pdf (203.64 KB),EEHamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,14-Apr-2019 03:54 PM,finsummary_32590.pdf (559.12 KB),21-Apr-2019,"INR 626,671",90.0,Vivek Sharma,21-Apr-2019 07:20 AM,23279A.pdf (727.00 KB),Award,1.0,94059.0,ANSHUL SHARMA GOVT. CONTRACTOR,08-Sep-2018 11:57 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Sep-2018 08:19 PM,Technical,Attached,Vivek Sharma,24-Sep-2018 08:19 PM,technical_32590.pdf,Finance,Attached,Vivek Sharma,12-Apr-2019 03:55 PM,finance_32590.pdf,BOQ Comparative Chart,1.0,94094.0,sumeet contractor,INR,"626,671",AOC
,,,,,,,,,,,,,,,.pdf,Work in hand Certificate shown in Schedule in SBD,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,94121.0,Dinesh Thakur,10-Sep-2018 08:39 AM,Rejected-AOC,l2,21-Apr-2019 07:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Cost of tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,94115.0,Rajneesh Thskur,09-Sep-2018 10:46 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Sep-2018 08:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,94094.0,sumeet contractor,09-Sep-2018 05:10 PM,Accepted-AOC,L1,21-Apr-2019 07:20 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,GST will be applicable as per Govt. rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,94055.0,vino kumar,08-Sep-2018 07:53 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Sep-2018 08:19 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,Registration copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,.pdf,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
