EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"13,400",Yes,fixed,,EE MANDI DIVISION NO-I HPPWD MANDI,EE MANDI DIVISION NO-I HPPWD MANDI,350.0,EE MANDI DIVISION NO-I HPPWD MANDI,EE MANDI DIVISION NO-I HPPWD MANDI,Yes,PWD,BLACK SPOT URLA KOTRUPI,2018_PWD_25183_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,13-Dec-2018 05:00 PM,26-Dec-2018 11:30 AM,13-Dec-2018 05:00 PM,26-Dec-2018 10:30 AM,NA ,NA ,13-Dec-2018 05:00 PM,26-Dec-2018 10:30 AM,11-Jan-2019 12:00 PM,Improvement of black spot on Urla Kotrupi Chukku Khajari road Km. 0/0 to 13/0,"C/o W-Metal Beam Crash Barrier at RD 9/400 to 9/500, 9/800 to 9/900 10/120 to 10/200",Please refer Tender documents. ,NA ,"6,70,723",Civil Works,NA ,Empanelment,120.0,90.0,EE MANDI DIVISION NO-I HPPWD MANDI,175001.0,NA ,NA ,NA ,EE MANDI DIVISION NO-I HPPWD MANDI,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",EE MANDI DIVISION NO-I HPPWD MANDI,EE MANDI DIVISION NO-I HPPWD MANDI,AOC,PWD,2018_PWD_25183_1,BLACK SPOT URLA KOTRUPI,Improvement of black spot on Urla Kotrupi Chukku Khajari road Km. 0/0 to 13/0,ER JITENDER KUMAR,Internal,SUPDT DAO AE HDM,Jitender Kumar,11-Jan-2019 11:58 AM,11-Jan-2019 12:00 PM,techsummary_35206.pdf (244.25 KB),ER JITENDER KUMAR,Internal,,Pradeep Singh,30-Apr-2019 03:59 PM,finsummary_35206.pdf (95.28 KB),30-Apr-2019,"INR 843,391",90.0,Pradeep Singh,30-Apr-2019 04:00 PM,25183.pdf (205.00 KB),Finance,Bid opening Summary,Pradeep Singh,18-Jan-2019 10:26 AM,finance_35206.pdf,BOQ Comparative Chart,1.0,105500.0,LEKH RAJ,INR,"843,391",1.0,105256.0,Anil Kumar,26-Dec-2018 09:45 AM,Rejected-Finance,3.0,30-Apr-2019 03:59 PM,Technical,Summary,Jitender Kumar,11-Jan-2019 11:48 AM,technical_35206.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,105312.0,CRC Construction,24-Dec-2018 07:21 PM,Rejected-Finance,2.0,30-Apr-2019 03:59 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,105500.0,LEKH RAJ,25-Dec-2018 06:44 PM,Accepted-AOC,1.0,30-Apr-2019 04:00 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST(General Rule No.21),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8 duly signed (General Rule No.26.7),",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipment",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit regarding all the Information furnished with the bid are correct,",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted off,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
