Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Er.Manoj Sehgal,Internal,Supdt Gr-II HDM and DA,Manoj Kumar Sehgal,30-Apr-2019 03:38 PM,finsummary_37148.pdf (137.48 KB),30-Apr-2019,"INR 6,331,568",90.0,Manoj Kumar Sehgal,30-Apr-2019 03:52 PM,NKD.pdf (405.00 KB),AOC,PWD,2019_PWD_26294_1,PW-KMS-AB-NIT/2018-11800-801 dt.17.01.2019,Annual Surfacing on Narkanda Thanedhar Kotgarh Bithal road MDRSH Renewal Coat 30mm thick Bituminous Concrete in Km.33/0000 to 37/000,Er. Manoj Sehgal,Internal,Superintendent Gr_II HDM and Senior Assistant Account Branch,Manoj Kumar Sehgal,12-Feb-2019 03:50 PM,14-Feb-2019 11:00 AM,techsummary_37148.pdf (439.44 KB),Technical,Bid Opening Summary,Manoj Kumar Sehgal,06-Feb-2019 05:26 PM,technical_37148.pdf,1.0,110709.0,Arun Mehta,04-Feb-2019 08:33 PM,Rejected-Finance,Reject,30-Apr-2019 03:38 PM,1.0,110690.0,Tara Chand Mehta,INR,"4,653,397",Finance,Technical Bid Summary,Manoj Kumar Sehgal,16-Feb-2019 10:41 AM,finance_37148.pdf,BOQ Comparative Chart,AOC,1.0,DD - Demand Draft,"1,500",EE Kumarsain,Kumarsain,No,Exexcutive Engineer,Kumarsain Division HPPWD Kumarsain,"55,900",No,fixed,,EE Kumarsain,Kumarsain,25-Jan-2019 11:00 AM,06-Feb-2019 11:00 AM,25-Jan-2019 11:30 AM,05-Feb-2019 06:00 PM,NA ,NA ,25-Jan-2019 11:30 AM,05-Feb-2019 06:00 PM,14-Feb-2019 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (indicated in Schedule F),PWD,PW-KMS-AB-NIT/2018-11800-801 dt.17.01.2019,2019_PWD_26294_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Annual Surfacing on Narkanda Thanedhar Kotgarh Bithal road MDRSH Renewal Coat 30mm thick Bituminous Concrete in Km.33/0000 to 37/000,Annual Surfacing on Narkanda Thanedhar Kotgarh Bithal road MDRSH Renewal Coat 30mm thick Bituminous Concrete in Km.33/0000 to 37/000,Please refer Tender documents. ,NA ,"32,23,024",Civil Works,NA ,Tender,90.0,90.0,Kumarsain,172029.0,NA ,NA ,NA ,Kumarsain,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,110690.0,Tara Chand Mehta,05-Feb-2019 03:41 PM,Accepted-AOC,AOC,30-Apr-2019 03:52 PM,,,,,,,,,,,,AOC,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T Registration Number (Refer General Rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration Number Refer General Rule 25-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate of similar nature (Refer General Rule No 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant along with documentary proof of ownership (Refer Schedule F with ref",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General Rule No 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
