Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
C/O Link road from Aghar to Chowker,Providing and laying cement Concrete paver block at RD 0/315 to 0/445) Under MMGSY,Please refer Tender documents. ,NA ,"5,37,558",Civil Works - Roads,NA ,Tender,120.0,60.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,PWD,C/O Link road from Aghar to Chowker,2019_PWD_26852_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,350.0,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,No,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,07-Feb-2019 10:30 AM,21-Feb-2019 10:30 AM,07-Feb-2019 10:30 AM,20-Feb-2019 10:30 AM,NA ,NA ,07-Feb-2019 10:30 AM,20-Feb-2019 10:30 AM,22-Feb-2019 11:00 AM,1.0,DD - Demand Draft,"10,800",No,fixed,,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,AOC,PWD,2019_PWD_26852_1,C/O Link road from Aghar to Chowker,C/O Link road from Aghar to Chowker,EE,Internal,supdt HDM DAO,Anil Kumar Sharma,21-Feb-2019 06:07 PM,22-Feb-2019 11:00 AM,techsummary_38209.pdf (443.50 KB),EE,Internal,supdt HDM DAO,Pramod Kashyap,10-Apr-2019 10:03 PM,finsummary_38209.pdf (420.35 KB),10-Apr-2019,"INR 537,558",60.0,Pramod Kashyap,10-Apr-2019 10:04 PM,agahrchouker.pdf (420.00 KB),C/O Link road from Aghar to Chowker,1.0,113301.0,Mukesh Kumar,INR,"867,327",Finance,fin bid,Anil Kumar Sharma,22-Feb-2019 03:58 PM,finance_38209.pdf,BOQ Comparative Chart,1.0,113311.0,anoop,17-Feb-2019 07:09 PM,Rejected-Finance,L 2,10-Apr-2019 10:03 PM,Technical,bid opening summary,Anil Kumar Sharma,21-Feb-2019 12:46 PM,technical_38209.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,111849.0,ashok Thakur,12-Feb-2019 05:11 PM,Rejected-Finance,L 3,10-Apr-2019 10:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,113407.0,KAMAL PATHANIA GOVT.CONTRACTOR,18-Feb-2019 04:28 PM,Rejected-Finance,L 4,10-Apr-2019 10:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate ( Only Completed work ),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,113301.0,Mukesh Kumar,17-Feb-2019 05:22 PM,Accepted-AOC,L 1,10-Apr-2019 10:04 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST , EPF No. and Labour Licence, Pan Card",,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,113134.0,Sanjeev Kumar,16-Feb-2019 12:15 PM,Rejected-Technical,Non Responsive,21-Feb-2019 06:07 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool and plant with ownership documents / Affidavit Magistrate/Notary,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. That information submitted by bidder is true and correctattested by Magistrate/Notary.,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate duly C/S by the Executing Authority,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. bidder should not have more then 2 contracts at a time each of Rs.100.00lacs or more in circle,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding seen the site as per General rules and direction No. 29,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
