Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
03-Apr-2019,"INR 625,500",30.0,Ram Saroop Kalia,03-Apr-2019 01:55 PM,10.pdf (133.00 KB),Award letter,EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,03-Apr-2019 01:53 PM,finsummary_38606.pdf (132.98 KB),EE,Internal,GASupdtHDMDAOAE,Ram Saroop Kalia,02-Mar-2019 02:15 PM,02-Mar-2019 04:00 PM,techsummary_38606.pdf (105.26 KB),PWD,2019_PWD_27135_1,PW/BGN/CB/T-I/2018-19-16450-62 dt 24.01.2019,Balance work on Baruhi to Khurwain road km. 0000 to 17730SH CO Drain with Edge wall in different RD. in KM. 80 to 130,Finance,bid opening summary,Ram Saroop Kalia,03-Apr-2019 01:51 PM,None,BOQ Comparative Chart,1.0,113113.0,Rajinder Kumar,INR,"782,760",Technical,bidopeningsummary,Ram Saroop Kalia,02-Mar-2019 02:14 PM,None,1.0,113148.0,Parvind Kumar,16-Feb-2019 12:31 PM,Rejected-AOC,Reject due to higher side from L-1,03-Apr-2019 01:55 PM,AOC,350.0,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,No,PWD,PW/BGN/CB/T-I/2018-19-16450-62 dt 24.01.2019,2019_PWD_27135_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,Balance work on Baruhi to Khurwain road km. 0000 to 17730SH CO Drain with Edge wall in different RD. in KM. 80 to 130,Balance work on Baruhi to Khurwain road km. 0000 to Balance work on Baruhi to Khurwain road km. 0000 to 17730SH CO Drain with Edge wall in different RD. in KM. 80 to 130,Please refer Tender documents. ,NA ,"6,25,500",Civil Works - Roads,NA ,Tender,120.0,30.0,Bangana,174307.0,NA ,NA ,NA ,Executive Engineer HPWD Bangana,No ,No,1.0,Earnest Money,Fee,,11-Feb-2019 05:00 PM,18-Feb-2019 11:30 AM,11-Feb-2019 05:00 PM,16-Feb-2019 05:00 PM,NA ,NA ,11-Feb-2019 05:00 PM,16-Feb-2019 05:00 PM,02-Mar-2019 04:00 PM,"12,600",No,fixed,,Executive Engineer HPWD Bangana,Executive Engineer HPWD Bangana,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,113113.0,Rajinder Kumar,16-Feb-2019 07:36 AM,Accepted-AOC,Accept due to L-1,03-Apr-2019 01:55 PM,AOC,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 19,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Tool Plant with proof of ownership or legal tie-up and list of laboratory equipmen,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No.16 ),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no litigation with the department,AOC
