EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"25,900",No,fixed,,EE Joginder Nagar,B and R Division HP.PWD. Joginder Nagar,500.0,EE Joginder Nagar,B and R Division HP.PWD. Joignder Nagar,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (indicated in schedule F),PWD,VR-0078 Km.0 to 2,2018_PWD_20641_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,10-Apr-2018 05:00 PM,20-Apr-2018 11:00 AM,10-Apr-2018 05:00 PM,19-Apr-2018 05:00 PM,NA ,NA ,10-Apr-2018 05:00 PM,19-Apr-2018 05:00 PM,15-May-2018 11:00 AM,Executive Engineer,B and R Division HPPWD Joginder Nagar,1.0,DD - Demand Draft,Periodical Maintenance of Suin Bhardoan road (VR-0078) (PMGSY road) under Annual Maintenance Plan for the year 2018-19,"Providing and laying built up spray grout, 25mm thick bituminous concrete in Km.0 to 2 Substitute",Please refer Tender documents. ,NA ,"12,93,646",Civil Works - Roads,NA ,Tender,120.0,90.0,Joginder Nagar,175015.0,NA ,NA ,NA ,Joginder Nagar,No ,No,AOC,Er B M Thakur,Internal,Assistant Engineer Lad Bharol Sr DAO HDM Supdt,Piar Chand,14-May-2018 05:42 PM,15-May-2018 11:00 AM,techsummary_29213.pdf (292.50 KB),PWD,2018_PWD_20641_1,VR-0078 Km.0 to 2,Periodical Maintenance of Suin Bhardoan road (VR-0078) (PMGSY road) under Annual Maintenance Plan for the year 2018-19,17-Apr-2019,"INR 1,661,024",90.0,Bhag Mal Thakur,17-Apr-2019 02:55 PM,AOC641.pdf (429.00 KB),AOC,Er. B.M.Thakur,Internal,Supdt. HDM,Bhag Mal Thakur,17-Apr-2019 12:54 PM,finsummary_29213.pdf (317.20 KB),1.0,82449.0,ANURAG SHARMA,19-Apr-2018 10:38 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,14-May-2018 05:40 PM,Technical,summary,Piar Chand,14-May-2018 05:40 PM,technical_29213.pdf,Finance,fbosummary,Piar Chand,17-May-2018 04:06 PM,finance_29213.pdf,BOQ Comparative Chart,1.0,82447.0,P. L. SHARMA,INR,"1,661,024",AOC
,,,,,,,,,,,,.pdf,Earnest money (indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,82447.0,P. L. SHARMA,19-Apr-2018 10:26 AM,Accepted-AOC,AOC,17-Apr-2019 02:55 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Contractors Registration (general Rule No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,82455.0,YUDHVIR SINGH,19-Apr-2018 12:40 PM,Rejected-Finance,L-2,17-Apr-2019 12:54 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,GST Registration (General rule No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Work done and work in hand certificate minimum amount of work done as per Schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Affidavit of machinery Tool Pants (Indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Form No 7 and 8 duly signed on judiciary paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Affidavit Both gazetted and non gazetted officer HPPWD employees related to him (general rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Permanent account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
