Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Er S K Sood,Internal,"Sr. D.A.O, Head Draughtsman, Assistant Engineer Baijnath, Superintendent GII, Executive Engineer",Sanjiv Kumar,06-Apr-2019 05:05 PM,finsummary_38933.pdf (212.45 KB),06-Apr-2019,"INR 1,498,345",90.0,Sanjiv Kumar,06-Apr-2019 05:08 PM,AwardPotholePukhi.pdf (256.00 KB),PWD,2019_PWD_27328_1,PWD-BN-NIT-2018-19-19971-20040,A/R and M/O in HPPWD Sub Division Panchrukhi,Er S K Sood,Internal,Sh. Rajinder Chaudhary SR DAO Sh Ravi Rana HDM Sh Sunil Kumar Supdt GII Er Vaneet Sharma AE Baijnath,Sanjiv Kumar,05-Mar-2019 12:27 PM,06-Mar-2019 11:00 AM,techsummary_38933.pdf (1036.48 KB),Technical,Ten bidders participated in this work and 7 bidders found responsive. Hence tender recommended by committee to open the financial bid.,Sanjiv Kumar,05-Mar-2019 12:24 PM,technical_38933.pdf,1,115793,Amit Choudhary,28-Feb-2019 09:58 AM,Rejected-AOC,Higher Side Bidder,06-Apr-2019 05:08 PM,Finance,Financial Bid of the said work open successfully.,Sanjiv Kumar,06-Apr-2019 05:00 PM,finance_38933.pdf,BOQ Comparative Chart,1.0,116203.0,Virender Rana,INR,"1,733,250",AOC,"30,000",No,fixed,,EE Baijnath,Baijnath,A/R and M/O in HPPWD Sub Division Panchrukhi,Repair of Pot Holes in Various roads under HPPWD Sub Division Panchrukhi,Please refer Tender documents. ,NA ,"14,98,345",Civil Works - Roads,NA ,Tender,90.0,90.0,Panchrukhi,176125.0,NA ,NA ,NA ,EE Baijnath Division,No ,No,PWD,PWD-BN-NIT-2018-19-19971-20040,2019_PWD_27328_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F.,500.0,EE Baijnath,Baijnath,No,1.0,DD - Demand Draft,EE HPPWD Division Baijnath,EE HPPWD Division Baijnath,14-Feb-2019 05:00 PM,28-Feb-2019 11:00 AM,14-Feb-2019 05:00 PM,28-Feb-2019 10:30 AM,NA ,NA ,14-Feb-2019 05:00 PM,28-Feb-2019 10:30 AM,06-Mar-2019 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,114855,Nagu Ram,23-Feb-2019 03:01 PM,Rejected-AOC,Higher Side Bidder,06-Apr-2019 05:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Earnest Money as Indicated Schedule F.,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,116326,Ramesh Chand,28-Feb-2019 09:55 AM,Rejected-AOC,Higher Side Bidder,06-Apr-2019 05:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,114241,Rohit Sharma,24-Feb-2019 03:38 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Mar-2019 12:24 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Valid GST Registration and PAN No.,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,116339,Sanjay Kapoor,28-Feb-2019 09:43 AM,Rejected-AOC,Higher Side Bidder,06-Apr-2019 05:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,116156,SANJAY KUMAR JASWAL GOVT.CONTRACTOR,27-Feb-2019 03:57 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Mar-2019 12:24 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazatted and Non Gazetted officer HPPWD employees related to him,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,116364,satish abrol,28-Feb-2019 09:10 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,05-Mar-2019 12:24 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that no arbitration / litigation with PWD is pending in any court of law.,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,116163,Shalabh Awasthi,27-Feb-2019 03:47 PM,Rejected-AOC,Higher Side Bidder,06-Apr-2019 05:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit information furnished with the bid Name of work is correct in all respect,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,115807,TANUJ SHARMA,28-Feb-2019 09:53 AM,Rejected-AOC,Higher Side Bidder,06-Apr-2019 05:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery required as per SBD with proof if hiring affidavit required,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,116203,Virender Rana,28-Feb-2019 10:13 AM,Accepted-AOC,Lowest Bidder,06-Apr-2019 05:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC
