Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
E.E. Sunder Nagar Division HPPWD,O/O Executive Engineer Sunder Nagar Division HPPWD,"5,000",E.E. Sunder Nagar Division HPPWD,In Sunder Nagar Division HPPWD,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,Construction of campus of Cluster University Mandi Under (RUSA) at MLSM College Sundernagar Distt Mandi HP.,SH C/o Building portion site development W.S and S.I and Rain water Harvesting System,As per tender documents. ,NA ,"5,52,69,618",Civil Works,NA ,Tender,120.0,730.0,Sunder Nagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,PWD,PW-SNR-CB-E-TGR/18-13248-55 dt 26-10-18,2018_PWD_24445_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"5,00,000",No,fixed,,E.E. Sunder Nagar Division HPPWD,In Sunder Nagar Division HPPWD,05-Nov-2018 10:00 AM,21-Nov-2018 11:00 AM,05-Nov-2018 11:00 AM,21-Nov-2018 10:30 AM,05-Nov-2018 11:00 AM ,20-Nov-2018 05:00 PM ,05-Nov-2018 11:00 AM,21-Nov-2018 10:30 AM,26-Nov-2018 11:00 AM,AOC,1.0,100937.0,JEET KUMAR GUPTA,19-Nov-2018 09:20 PM,Rejected-Technical,Non-Responsive,24-Nov-2018 03:37 PM,Technical,BidOpeningSummary,Naresh Raj Chandel,21-Nov-2018 03:27 PM,technical_34164.pdf,1.0,101031.0,unipro,INR,"67,948,383",Finance,FBOSClusterUniversityMLSMSNR,Naresh Raj Chandel,27-Nov-2018 02:09 PM,finance_34164.pdf,BOQ Comparative Chart,Er Devi Ram Chauhan,Internal,Er D R Chauhan Chairmen Er N R Chandel Member Sh Sushil Kumar Member Sh Dinesh Sen Member Sh Pravesh sharma Member,Devi Ram Chauhan,24-Nov-2018 03:37 PM,26-Nov-2018 11:00 AM,techsummary_34164.pdf (344.89 KB),PWD,2018_PWD_24445_1,PW-SNR-CB-E-TGR/18-13248-55 dt 26-10-18,Construction of campus of Cluster University Mandi Under (RUSA) at MLSM College Sundernagar Distt Mandi HP.,11-Apr-2019,"INR 67,948,383",730.0,Naresh Raj Chandel,11-Apr-2019 07:23 PM,Scan_20190411_191531.pdf (6927.00 KB),AOC,Chief Engineer (MZ),Internal,SE 1st Circle Member SE DandW (MZ) Executive Engineer Sundernagar Executive Engineer (D) (Bldg.) Dy Controller FandA Planning Officer Bldg,Naresh Raj Chandel,11-Apr-2019 07:19 PM,finsummary_34164.pdf (6927.46 KB),AOC
,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,101277.0,KDN Infrastructure Pvt. Ltd.,20-Nov-2018 10:38 PM,Rejected-AOC,not being lowest,11-Apr-2019 07:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,101228.0,NARAIN DASS NAIK,21-Nov-2018 12:18 AM,Rejected-AOC,Not being lowest,11-Apr-2019 07:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,101031.0,unipro,20-Nov-2018 11:55 AM,Accepted-AOC,Being Lowest,11-Apr-2019 07:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18 alongwith owner ship pro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Copy of EPF Registration/ affidavit as per clause 25 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Form No. 8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
