Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,PWD,PW-PW-MDI-E-Tender-NIT/18-19 3478-3577 dt 21-5-18,2018_PWD_21378_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"46,500",No,fixed,,E.E. Mandi Division No.I HPPWD,In Mandi Division No.I HPPWD,30-May-2018 05:00 PM,06-Jun-2018 11:30 AM,30-May-2018 05:00 PM,05-Jun-2018 05:00 PM,30-May-2018 05:00 PM ,05-Jun-2018 05:00 PM ,30-May-2018 05:00 PM,05-Jun-2018 05:00 PM,08-Jun-2018 11:30 AM,"1,500",E.E. Mandi Division No.I HPPWD,In Mandi Division No.I HPPWD,No,Periodic renewal on Ghatasani Jhatingari Tikkan Barot (HP0804VR0001) road (AMP for the year 2018-19 for PMGSY II Rural road).,"Providing and laying 25mm thick bituminous concrete including profile correction in km 16/0 to 17/0, 22/0 to 23/0 and 23/0 to 24/0.",As per tender document. ,NA ,"25,93,939",Civil Works - Roads,NA ,Tender,120.0,NA ,In Mandi Division No.I HPPWD,175001.0,NA ,NA ,NA ,O/o Executive Engineer Mandi Division No.I HPPWD M,No ,No,Executive Engineer Mandi Division No.I HPPWD M,O/o Executive Engineer Mandi Division No.I HPPWD Mandi,1.0,DD - Demand Draft,AOC,Finance,financialsummary,Pradeep Singh,21-Jul-2018 11:24 AM,finance_30182.pdf,BOQ Comparative Chart,1.0,85678.0,P. L. SHARMA,INR,"3,507,883",1.0,85693.0,ANURAG SHARMA,05-Jun-2018 10:11 AM,Rejected-Finance,2.0,26-Apr-2019 06:08 PM,Technical,Two bids opened.,Pradeep Singh,07-Jun-2018 04:34 PM,technical_30182.pdf,Er J.K. Gupta EE Mandi I,Internal,Er Roshan Lal Sharma AE Jhatingri Sh. Mohinder Jamwal Supdt. Sh. Tilak Raj HDM,Pradeep Singh,07-Jun-2018 04:39 PM,08-Jun-2018 11:30 AM,techsummary_30182.pdf (1019.56 KB),PWD,2018_PWD_21378_1,PW-PW-MDI-E-Tender-NIT/18-19 3478-3577 dt 21-5-18,Periodic renewal on Ghatasani Jhatingari Tikkan Barot (HP0804VR0001) road (AMP for the year 2018-19 for PMGSY II Rural road).,26-Apr-2019,"INR 3,507,883",365.0,Pradeep Singh,26-Apr-2019 06:10 PM,21378.pdf (241.00 KB),ER JITENDER KUMAR,Internal,,Pradeep Singh,26-Apr-2019 06:08 PM,finsummary_30182.pdf (317.19 KB),AOC
,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,85678.0,P. L. SHARMA,05-Jun-2018 12:05 PM,Accepted-AOC,1.0,26-Apr-2019 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"GST, EPF No., Sales Tax and Registration general rules No. 21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
