Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"1,500",EE KARSOG,KARSOG,No,Construction of additional Accommodation for Govt. High . School Building at HARABOIE In Tehsil Karsog Distt Mandi Hp. Under RMSA(SHC/o Laboratory Three class room One store including stair case).,Construction of additional Accommodation for Govt. High . School Building at HARABOIE In Tehsil Karsog Distt Mandi Hp. Under RMSA(SHC/o Laboratory Three class room One store including stair case).,Please refer Tender documents. ,NA ,"26,32,195",Civil Works,NA ,Tender,60.0,90.0,KARSOG,175011.0,NA ,NA ,NA ,EE KARSOG,No ,No,1.0,DD - Demand Draft,12-Oct-2018 06:00 PM,22-Oct-2018 12:00 PM,12-Oct-2018 06:00 PM,17-Oct-2018 06:00 PM,NA ,NA ,12-Oct-2018 06:00 PM,17-Oct-2018 06:00 PM,02-Nov-2018 03:30 PM,EE KARSOG,ee karsog,PWD,PW-KSG-E-TENDER/18-19 7078-84,2018_PWD_24106_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"46,983",No,fixed,,EE KARSOG,KARSOG,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,AOC,PWD,2018_PWD_24106_1,PW-KSG-E-TENDER/18-19 7078-84,Construction of additional Accommodation for Govt. High . School Building at HARABOIE In Tehsil Karsog Distt Mandi Hp. Under RMSA(SHC/o Laboratory Three class room One store including stair case).,MANN SINGH,Internal,,Chaman Singh,02-Nov-2018 03:17 PM,02-Nov-2018 03:30 PM,techsummary_33690.pdf (348.08 KB),MAAN SINGH,Internal,,Maan Singh,11-Apr-2019 07:54 PM,finsummary_33690.pdf (186.34 KB),11-Apr-2019,"INR 3,710,395",90.0,Maan Singh,11-Apr-2019 08:03 PM,24106.pdf (186.00 KB),,Finance,ATTACHEN,Chaman Singh,02-Nov-2018 05:54 PM,finance_33690.pdf,BOQ Comparative Chart,1.0,98060.0,MOHAN SINGH NEGI GOVT CONT.,INR,"3,710,395",1.0,97993.0,ANIL KUMAR,16-Oct-2018 07:03 PM,Rejected-Technical,work done attached not satisfactory,02-Nov-2018 03:17 PM,Technical,attach,Chaman Singh,02-Nov-2018 03:12 PM,technical_33690.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD Indicated In Schedule F,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,98055.0,devender kumar,17-Oct-2018 04:17 PM,Rejected-Finance,REJECTED,11-Apr-2019 07:54 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,97992.0,KAMAL KUMAR,16-Oct-2018 07:57 PM,Rejected-Technical,work done attached not satisfactory,02-Nov-2018 03:17 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4.0,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Regarding No Relative Working in PWD Department.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,98060.0,MOHAN SINGH NEGI GOVT CONT.,17-Oct-2018 05:54 PM,Accepted-AOC,ACCEPTED,11-Apr-2019 08:03 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Detail Litigation Cases.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,98051.0,NITIN BHARDWAJ GOVT CONT,17-Oct-2018 05:43 PM,Rejected-Technical,document not submited,02-Nov-2018 03:17 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done as per Genral Rule 19 and 28.2b similar nature of Work and Working In Hand Certificate.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Machinery Performa of Schedules Sr No 6.19 Refere Clause No 18 with ownership proof,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration Copy.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Document,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
