Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (Indicated in schedule F),Executive Engineer,Executive Engineer H PWD Division Dharamshala,16-Feb-2019 01:30 PM,01-Mar-2019 11:30 AM,16-Feb-2019 01:30 PM,01-Mar-2019 11:00 AM,NA ,NA ,16-Feb-2019 01:30 PM,01-Mar-2019 11:00 AM,07-Mar-2019 02:20 PM,PWD,9692-95,2019_PWD_27426_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Rain damgaes in Excise and Taxation office building at Dharamsala in Distt. Kangra HP,Rain damgaes in Excise and Taxation office building at Dharamsala in Distt. Kangra HP Depsoit work S/H - Construction of Retaining wall in front of building,Please refer tender document ,NA ,"7,05,812",Civil Works - Buildings,NA ,Tender,120.0,90.0,Dharamshala,176215.0,NA ,NA ,NA ,Dharamshala,No ,No,"14,150",No,fixed,,EE Dharamshala,Dharamshala,1.0,DD - Demand Draft,350.0,EE Dharamshala,Dharamshala,No,AOC,Er. S.K Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Tarlok Dhiman,07-Mar-2019 02:11 PM,07-Mar-2019 02:20 PM,techsummary_39070.pdf (1641.69 KB),PWD,2019_PWD_27426_1,9692-95,Rain damgaes in Excise and Taxation office building at Dharamsala in Distt. Kangra HP,05-Apr-2019,"INR 750,776",90.0,Sushil Kumar Dhadwal,05-Apr-2019 05:12 PM,1Award.pdf (1055.00 KB),"Sh. Sanjay Kaistha, Govt Contractor",Er. S.K Dhadwal,Internal,Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Sushil Kumar Dhadwal,07-Mar-2019 03:31 PM,finsummary_39070.pdf (1641.70 KB),1.0,116412.0,Sanjay Kaistha,INR,"750,776",Finance,Chairman Er S.K.Dhadwal EE Committee Members Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Sushil Kumar Dhadwal,07-Mar-2019 03:20 PM,finance_39070.pdf,BOQ Comparative Chart,1.0,116555.0,Anil Chandel,01-Mar-2019 10:34 AM,Rejected-Finance,Due to higher amt.,07-Mar-2019 03:31 PM,Technical,Chairman Er S.K.Dhadwal EE Committee Members Sh. Vikramjit DAO (Gr.I) Sh. Ashok Kumar Supdt. Sh. Suresh Kumar HDM Sh. Vipan Kumar TA,Sushil Kumar Dhadwal,07-Mar-2019 01:47 PM,technical_39070.pdf,AOC
,,.pdf,Earnest Money (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,116505.0,Kapil Sharma,01-Mar-2019 10:53 AM,Rejected-Finance,Due to higher amt.,07-Mar-2019 03:31 PM,,,,,,AOC
,,.pdf,Contractors registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,116504.0,Rajesh,28-Feb-2019 06:30 PM,Rejected-Finance,Due to higher amt.,07-Mar-2019 03:31 PM,,,,,,AOC
,,.pdf,GST registration (General rule 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,116489.0,Rohit Padiyal,28-Feb-2019 05:07 PM,Rejected-Finance,Due to higher amt.,07-Mar-2019 03:31 PM,,,,,,AOC
,,.pdf,Work done certificate (General rule 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,116412.0,Sanjay Kaistha,28-Feb-2019 12:51 PM,Accepted-AOC,Due to lowest bidder,05-Apr-2019 05:12 PM,,,,,,AOC
,,.pdf,List of Machinery and staff alongwith ownership and certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,116521.0,Vinod Kumar,01-Mar-2019 09:18 AM,Rejected-Finance,Dut to higher amt.,07-Mar-2019 03:31 PM,,,,,,AOC
,,.pdf,Form No. 7 and 8 Duly signed on judicial paper (General rule 26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of both gazzetted or non gazzetted officers HPPWD employees related to him (General rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An affidavit that information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
