Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,PWD Tanda Civil 8640-59,2019_PWD_25835_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Offline,No,No,No,500.0,Executive Engineer HP PWD Division Tanda,Tanda at Nagrota Bagwan,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money in shape of FDR as per SBD,Construction of link road from Gheena to Lohar Lahari Km 0/000 to 6/500 in Distt. Kangra (H.P.).(SH Construction abutments including deck slab for 12.00 Mtr. span steel truss bridge over Dhuru Nallah at RD 5/800),Construction of link road from Gheena to Lohar Lahari Km 0/000 to 6/500 in Distt. Kangra (H.P.).(SH Construction abutments including deck slab for 12.00 Mtr. span steel truss bridge over Dhuru Nallah at RD 5/800),Please refer Tender documents. ,NA ,"20,61,718",Civil Works - Bridges,NA ,Rate Contract,120.0,90.0,Tanda,176002.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Tanda,No ,No,1.0,DD - Demand Draft,Executive Engineer,Executive Engineer HP PWD Division Tanda at Nagrota Bagwan,08-Jan-2019 05:00 PM,31-Jan-2019 11:30 AM,08-Jan-2019 05:00 PM,29-Jan-2019 05:00 PM,NA ,NA ,08-Jan-2019 05:00 PM,29-Jan-2019 05:00 PM,08-Feb-2019 11:00 AM,"38,430",No,fixed,,Executive Engineer HP PWD Division Tanda,Tanda at Nagrota Bagwan,AOC,Finance,sum,Suresh Kumar Walia,08-Feb-2019 04:30 PM,finance_36168.pdf,BOQ Comparative Chart,1.0,109440.0,manish dhadwal,INR,"2,278,794",1.0,109523.0,ANIT KUMAR SHARMA,29-Jan-2019 01:07 PM,Rejected-Technical,Not fulfill criteria,06-Feb-2019 12:44 PM,Technical,sum,Suresh Kumar Walia,06-Feb-2019 12:40 PM,technical_36168.pdf,Dr Suresh Kumar Walia,Internal,Ravi Bhushan AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Kartar Chand Supdt Gr II Account Ved Parkash HDM,Suresh Kumar Walia,06-Feb-2019 12:44 PM,08-Feb-2019 11:00 AM,techsummary_36168.pdf (647.33 KB),PWD,2019_PWD_25835_1,PWD Tanda Civil 8640-59,Construction of link road from Gheena to Lohar Lahari Km 0/000 to 6/500 in Distt. Kangra (H.P.).(SH Construction abutments including deck slab for 12.00 Mtr. span steel truss bridge over Dhuru Nallah at RD 5/800),08-Mar-2019,"INR 2,278,794",90.0,Suresh Kumar Walia,01-Apr-2019 01:25 PM,Award.pdf (387.00 KB),Award,Dr Suresh Kumar Walia,Internal,Ankit AE Sh Pankaj Rana TA Ajit Kumar Supdt Gr II Kartar Chand Supdt Gr II Account Ved Parkash HDM,Suresh Kumar Walia,08-Feb-2019 04:35 PM,finsummary_36168.pdf (647.33 KB),AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Tender Document in shape of DD,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,109512.0,ASHISH KUMAR GOVT CONTRACTOR,29-Jan-2019 12:17 PM,Rejected-Technical,Not fulfill criteria,06-Feb-2019 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,109440.0,manish dhadwal,28-Jan-2019 05:22 PM,Accepted-AOC,L1,01-Apr-2019 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,107930.0,RAJEEV KUMAR ANAND,16-Jan-2019 07:22 PM,Rejected-AOC,L3,01-Apr-2019 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work done as mentioned in SBD document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,109525.0,varun Thakur,29-Jan-2019 01:18 PM,Rejected-AOC,L2,01-Apr-2019 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in HP PWD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
