EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"37,700",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,1.0,FDR - Fixed Deposit,PWD,Job 2 Periodical maintenance Panjawar Bathri road,2019_PWD_27784_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),23-Feb-2019 04:00 PM,02-Mar-2019 11:00 AM,23-Feb-2019 04:30 PM,01-Mar-2019 05:00 PM,NA ,NA ,23-Feb-2019 04:30 PM,01-Mar-2019 05:00 PM,06-Mar-2019 04:00 PM,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,Job 2 Periodical maintenance Panjawar Bathri road to Satsang Ghar Bathu Rahar mohalla upto Gurplah Gondpur road Sub Head Providing and laying 25mm thick bituminous concrete in km. 0-0 to 1-925 VR162 Under State Head ii,Job 2 Periodical maintenance Panjawar Bathri road to Satsang Ghar Bathu Rahar mohalla upto Gurplah Gondpur road Sub Head Providing and laying 25mm thick bituminous concrete in km. 0-0 to 1-925 VR162 Under State Head ii,Please refer to Bidding Documents ,NA ,"20,09,237",Civil Works - Roads,NA ,Tender,120.0,30.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,AOC,PWD,2019_PWD_27784_1,Job 2 Periodical maintenance Panjawar Bathri road,Job 2 Periodical maintenance Panjawar Bathri road to Satsang Ghar Bathu Rahar mohalla upto Gurplah Gondpur road Sub Head Providing and laying 25mm thick bituminous concrete in km. 0-0 to 1-925 VR162 Under State Head ii,Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE Des Raj Katna AE Devinder Singh, Head Draughtsman , Jagpal Singh Supdt Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,06-Mar-2019 02:43 PM,06-Mar-2019 04:00 PM,techsummary_39675.pdf (776.49 KB),Er. B.S. Dehal E.E.,Internal,"Er. Kuldeep Singh AE to EE Des Raj Katna AE Devinder Singh, Head Draughtsman , Jagpal Singh Supdt Tara Singh Senior Assistant Prem Chand Senior Assistant",Bhupinder Singh,11-Mar-2019 06:45 PM,finsummary_39675.pdf (652.47 KB),27-Apr-2019,"INR 2,009,237",30.0,Bhupinder Singh,29-Apr-2019 02:49 PM,Awardletter.PDF (1436.00 KB),Awardletter,1.0,116511.0,bakshiram govt contractor,INR,"2,224,187",Finance,Proceedingregardingopeningoffinancialbids,Bhupinder Singh,11-Mar-2019 03:17 PM,finance_39675.pdf,BOQ Comparative Chart,1.0,116511.0,bakshiram govt contractor,28-Feb-2019 07:23 PM,Accepted-AOC,ok,29-Apr-2019 02:49 PM,Technical,TechnicalBidOpeningSummary,Bhupinder Singh,06-Mar-2019 12:47 PM,technical_39675.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and latest assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate on prescribed format given in Bidding Document without liquidated damage or co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Machinery Tool Plant and list of laboratory equipments as per bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazetted and non Gazetted officer HPPWD employees related to him ( General Rule No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
