Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No.1,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
06-Feb-2019 04:30 PM,20-Feb-2019 11:30 AM,06-Feb-2019 05:00 PM,20-Feb-2019 11:00 AM,NA ,NA ,06-Feb-2019 05:00 PM,20-Feb-2019 11:00 AM,27-Feb-2019 03:40 PM,"16,800",Yes,fixed,,EE PWD Paonta Sahib,Paonta Sahib,"Periodical renewal on (1) Link road from km 1/620 of Paonta Rampurghat to Bank Colony in km 0/0 to 0/510 (2) Link road Paonta Rampurghat to Akalgarh Raianwala in km 0/0 to 0/765 (SH Providing ,laying and rolling of open-graded premix carpet","Periodical renewal on (1) Link road from km 1/620 of Paonta Rampurghat to Bank Colony in km 0/0 to 0/510 (2) Link road Paonta Rampurghat to Akalgarh Raianwala in km 0/0 to 0/765 (SH Providing ,laying and rolling of open-graded premix carpet",Please refer tender document ,NA ,"8,38,864",Civil Works - Roads,NA ,Tender,90.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,EE Paonta Sahib,No ,No,350.0,EE PWD Paonta Sahib,Paonta Sahib,Yes,1.0,Date extended,Date,,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,PWD,CB/Tender/2018-19-12123-12172 dt 21.01.2019,2019_PWD_26789_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer PWD Paonta Sahib,Executive Engineer PWD Paonta Sahib Distt. Sirmour (HP).,1.0,DD - Demand Draft,AOC,1.0,113320.0,Manoj Chawla,INR,"989,320.92",Finance,summary,Ajay Kumar Sharma,02-Apr-2019 10:50 AM,finance_38191.pdf,BOQ Comparative Chart,1.0,112257.0,jagmohankhanduja,12-Feb-2019 12:54 PM,Rejected-Finance,L2,02-Apr-2019 10:57 AM,Technical,Bid Opening Summary,Dalip Singh Tomar,27-Feb-2019 03:21 PM,technical_38191.pdf,PWD,2019_PWD_26789_6,CB/Tender/2018-19-12123-12172 dt 21.01.2019,"Periodical renewal on (1) Link road from km 1/620 of Paonta Rampurghat to Bank Colony in km 0/0 to 0/510 (2) Link road Paonta Rampurghat to Akalgarh Raianwala in km 0/0 to 0/765 (SH Providing ,laying and rolling of open-graded premix carpet",Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Dalip Singh Tomar,27-Feb-2019 03:31 PM,27-Feb-2019 03:40 PM,techsummary_38191.pdf (1075.80 KB),Er. Ajay Kumar Sharma,Internal,"Sh. Inder Singh Sr. Asstt., Sh. Saran Singh Supdt. Gr.II, Sh. Ram Gopal Gupta HDM",Ajay Kumar Sharma,02-Apr-2019 10:57 AM,finsummary_38191.pdf (365.50 KB),02-Apr-2019,"INR 838,864",90.0,Ajay Kumar Sharma,02-Apr-2019 11:00 AM,aoc.pdf (828.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,113320.0,Manoj Chawla,18-Feb-2019 05:16 PM,Accepted-AOC,L1,02-Apr-2019 11:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,113531.0,M/S SARVJEET SINGH,19-Feb-2019 03:31 PM,Rejected-Finance,L3,02-Apr-2019 10:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,113457.0,Randhir Singh,18-Feb-2019 06:17 PM,Rejected-Finance,L4,02-Apr-2019 10:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy List of machinery tools and plants as per schedule-F Sr. No.6.19 Refer clause No 18.,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5.0,112249.0,RANJEET SINGH,12-Feb-2019 12:46 PM,Rejected-Finance,L5,02-Apr-2019 10:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Along with proof of ownership/Affidavit hire basis.,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
