Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
16-Apr-2019,"INR 2,014,224",30.0,Jeet Singh Thakur,16-Apr-2019 12:55 PM,265..pdf (257.00 KB),Annual Maintenance of Bahnera Pariungal Jatkari (Portion Bhanera to Devi Dehra) road Km. 3/0 to 5/0 P/L Bitumenous Concrete,EE,Internal,Senior Assistant Engineer Superintendent and Assistant Engineer,Jeet Singh Thakur,16-Apr-2019 12:53 PM,finsummary_38872.pdf (146.25 KB),Er J.S. Thakur,Internal,Senior Assistant Superintendent and Assistant Engineer,Jeet Singh Thakur,28-Feb-2019 11:53 AM,01-Mar-2019 11:30 AM,techsummary_38872.pdf (374.41 KB),PWD,2019_PWD_27230_5,No. PWC-WA-II/Contract/17- 19055-154 dt. 6.2.19,Annual Maintenance of Bahnera Pariungal Jatkari (Portion Bhanera to Devi Dehra) road Km. 3/0 to 5/0 P/L Bitumenous Concrete,Finance,Bid opening Summary,Jeet Singh Thakur,16-Apr-2019 12:51 PM,finance_38872.pdf,BOQ Comparative Chart,1.0,115544.0,Ms R.K. Mahajan,INR,"1,964,350",Technical,Bid opening Summary,Jeet Singh Thakur,28-Feb-2019 11:09 AM,technical_38872.pdf,1.0,115563.0,GAURAV MAHAJAN GOVT CONTRCATOR,26-Feb-2019 12:46 PM,Rejected-AOC,L2,16-Apr-2019 12:55 PM,AOC,1.0,DD - Demand Draft,"Executive Engineer, Chamba Division HPPWD Chamba","Executive Engineer, Chamba Division HPPWD Chamba",14-Feb-2019 10:00 AM,27-Feb-2019 11:30 AM,14-Feb-2019 10:00 AM,26-Feb-2019 05:00 PM,NA ,NA ,14-Feb-2019 10:00 AM,26-Feb-2019 05:00 PM,01-Mar-2019 11:30 AM,PWD,No. PWC-WA-II/Contract/17- 19055-154 dt. 6.2.19,2019_PWD_27230_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"30,750",No,fixed,,"Executive Engineer, Chamba Division HPPWD Chamba",Chamba,Annual Maintenance of Bahnera Pariungal Jatkari (Portion Bhanera to Devi Dehra) road Km. 3/0 to 5/0 P/L Bitumenous Concrete,Annual Maintenance of Bahnera Pariungal Jatkari (Portion Bhanera to Devi Dehra) road Km. 3/0 to 5/0 P/L Bitumenous Concrete,Please refer Tender documents. ,NA ,"15,48,846",Civil Works,NA ,Tender,60.0,30.0,Chamba,176310.0,NA ,NA ,NA ,"Executive Engineer, Chamba Division HPPWD Chamba",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (as per Schedule F),500.0,"Executive Engineer, Chamba Division HPPWD Chamba",Chamba,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,115544.0,Ms R.K. Mahajan,26-Feb-2019 12:34 PM,Accepted-AOC,L1,16-Apr-2019 12:55 PM,AOC,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit (As per schedule F),,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.21),,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 (Refer General rule No 26.7).,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience as per clause 28.2 b of general and direction and as per schedule F.,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Own Hot Mix Plant and own Paver Finisher, as per Form-8 Schedule F with reference to clause 18",,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC
