Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Er Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand senior DAO Solan Shri Naresh Kumar HDM and Smt rekha Kashyap Supdt Grade II PMGSY,Arvind Kumar,01-Apr-2019 01:56 PM,finsummary_36994.pdf (30.64 KB),01-Apr-2019,"INR 1,624,647",60.0,Arvind Kumar,01-Apr-2019 01:58 PM,Award.pdf (348.00 KB),Award of contract,PWD,2019_PWD_26211_1,14836-44 dated 09.01.2019 HRTC work shop AMP,Periodical renewal under AMp for theYear 201920 on link road HRTC work shop to New kather road,Er Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri naresh Kumar HDM and smt Rekha Supdt Grade II PMGSY,Arvind Kumar,11-Feb-2019 10:55 AM,11-Feb-2019 11:10 AM,techsummary_36994.pdf (325.32 KB),Technical,Technical bid opening summary,Arvind Kumar,06-Feb-2019 04:52 PM,technical_36994.pdf,1.0,110889.0,Asphalt Carpet Construction Company,05-Feb-2019 02:52 PM,Rejected-Technical,Contractor has not submit the original EMD and Bi,11-Feb-2019 10:55 AM,1.0,110034.0,Shubham Construction,INR,"1,624,647",Finance,Financial bid opening summary,Arvind Kumar,11-Feb-2019 03:53 PM,finance_36994.pdf,BOQ Comparative Chart,AOC,EE B and R Solan,EE B and R Division HPPWD Solan,PWD,14836-44 dated 09.01.2019 HRTC work shop AMP,2019_PWD_26211_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,23-Jan-2019 04:40 PM,06-Feb-2019 11:00 AM,23-Jan-2019 04:40 PM,06-Feb-2019 10:30 AM,NA ,NA ,23-Jan-2019 04:40 PM,06-Feb-2019 10:30 AM,11-Feb-2019 11:10 AM,1.0,DD - Demand Draft,Periodical renewal under AMp for theYear 201920 on link road HRTC work shop to New kather road,SH providing and laying BC in km0/00 to 1/600,Please refer Tender documents. ,NA ,"13,47,121",Civil Works,NA ,Tender,90.0,60.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F,500.0,EE B and R Division HPPWD Solan,EE Solan,No,"27,000",No,fixed,,EE B and R Division HPPWD Solan,EE Solan,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,111069.0,Durga Construction,05-Feb-2019 10:19 PM,Rejected-Technical,Contractor has not submit the original EMD and Bi,11-Feb-2019 10:55 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registraiton reffer general rules No 23,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,110166.0,naresh vij govt contractor,02-Feb-2019 10:42 AM,Rejected-AOC,ok,01-Apr-2019 01:58 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registraton refer general rules no 21,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,110034.0,Shubham Construction,02-Feb-2019 09:14 AM,Accepted-AOC,ok,01-Apr-2019 01:58 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 19 schedule F,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machenery, tool plant shown in schedule F with refeerence to clause 18 proof of ownership",,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affdavits of correctness of all the documents are submitted is true by the Contractor,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8refer in SBD Documents,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 25 A,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,AOC
