Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
350.0,EE Joginder Nagar,B and R Division HP.PWD. Joignder Nagar,No,PWD,PW-JND-B and R-EA-I-NIT-18761-18860 dt.28.11.2018,2018_PWD_25308_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"15,000",No,fixed,,EE Joginder Nagar,B and R Division HP.PWD. Joginder Nagar,Executive Engineer,"o/o Executive Engineer, B and R Division, HPPWD, Joginder Nagar",1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),12-Dec-2018 10:00 AM,26-Dec-2018 11:30 AM,12-Dec-2018 10:00 AM,24-Dec-2018 05:00 PM,NA ,NA ,12-Dec-2018 10:00 AM,24-Dec-2018 05:00 PM,09-Jan-2019 11:00 AM,Construction of Joginder Nagar Kupper Harizan Basti link road Km 0/0 to 2/0 under SCSP,Construction of 3.00 mtr. span RCC slab culvert along with approaches at Km. 0/415,As per bid documents ,NA ,"7,47,834",Civil Works - Roads,NA ,Tender,120.0,90.0,Joginder Nagar,175015.0,NA ,NA ,NA ,Joginder Nagar,No ,No,1.0,DD - Demand Draft,AOC,Finance,fbosummary,Bhag Mal Thakur,10-Jan-2019 03:03 PM,finance_35385.pdf,BOQ Comparative Chart,1.0,105231.0,Prem Singh,INR,"915,106",1.0,105218.0,Ajay Kumar,24-Dec-2018 04:10 PM,Rejected-Finance,L-3,11-Apr-2019 03:05 PM,Technical,summary,Bhag Mal Thakur,07-Jan-2019 03:42 PM,technical_35385.pdf,PWD,2018_PWD_25308_1,PW-JND-B and R-EA-I-NIT-18761-18860 dt.28.11.2018,Construction of Joginder Nagar Kupper Harizan Basti link road Km 0/0 to 2/0 under SCSP,Er B.M. Thakur,Internal,AE Joginder Nagar DAO Supdt. D/Man,Bhag Mal Thakur,07-Jan-2019 05:33 PM,09-Jan-2019 11:00 AM,techsummary_35385.pdf (313.65 KB),Er. B.M.Thakur,Internal,AE Joginder Nagar Sr.DAO Supdt. HDM,Bhag Mal Thakur,11-Apr-2019 03:05 PM,finsummary_35385.pdf (323.39 KB),16-Apr-2019,"INR 915,106",90.0,Bhag Mal Thakur,16-Apr-2019 02:23 PM,AOC308.pdf (414.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,105207.0,Ayush Thakur,24-Dec-2018 01:35 PM,Rejected-Finance,L-4,11-Apr-2019 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,105231.0,Prem Singh,24-Dec-2018 02:54 PM,Accepted-AOC,AOC,16-Apr-2019 02:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,105163.0,VIPAT RAM,23-Dec-2018 01:17 PM,Rejected-Finance,L-2,11-Apr-2019 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
