Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
13-Feb-2019 05:00 PM,28-Feb-2019 12:30 PM,13-Feb-2019 05:00 PM,27-Feb-2019 05:00 PM,NA ,NA ,13-Feb-2019 05:00 PM,27-Feb-2019 05:00 PM,05-Mar-2019 04:00 PM,PWD,Shillai- 14962-15061 dated-02-02-2019,2019_PWD_27123_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,Periodical renewal on Kaffota to Kando Cheyog,"Periodical renewal on Kaffota to Kando Cheyog Road SH -Repair of pot holes, and providing 25mm thick bituminous concrete in km 0/0 to 3/0 and 13/0 to 14/0 and Periodical renewal on Tatiyana to Thontha Jakhal road SH- Repair of pot holes and prov",As per bidder document ,NA ,"41,61,810",Civil Works - Roads,NA ,Tender,120.0,90.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,1.0,DD - Demand Draft,"69,950",No,fixed,,EE Shillai,Shillai,"2,000",EE Shillai,Shillai,No,Executive Engineer Shillai,Executive Engineer Shillai HPPWD Division Shillai,AOC,1.0,116087.0,M/s Chauhan Construction,INR,"5,759,033",Finance,bid opening summary,Pramod Upreti,19-Apr-2019 10:42 AM,finance_38611.pdf,BOQ Comparative Chart,1.0,116087.0,M/s Chauhan Construction,27-Feb-2019 01:47 PM,Accepted-AOC,lowest,19-Apr-2019 10:50 AM,Technical,technical summary,Pramod Upreti,28-Feb-2019 06:05 PM,technical_38611.pdf,PWD,2019_PWD_27123_1,Shillai- 14962-15061 dated-02-02-2019,Periodical renewal on Kaffota to Kando Cheyog,Er. Pramod Upreti,Internal,"AE Shillai, DAO, DHD, TA",Pramod Upreti,05-Mar-2019 02:02 PM,05-Mar-2019 04:00 PM,techsummary_38611.pdf (471.79 KB),EE Shillai,Internal,"AE Shillai, DHD, DAO, Supdt.",Pramod Upreti,19-Apr-2019 10:47 AM,finsummary_38611.pdf (113.86 KB),19-Apr-2019,"INR 4,161,810",90.0,Pramod Upreti,19-Apr-2019 10:50 AM,166.pdf (271.00 KB),award letter,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,116021.0,M/S SARVJEET SINGH,27-Feb-2019 12:14 PM,Rejected-Finance,not lowest,19-Apr-2019 10:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,115959.0,Sanjeev Sharma,27-Feb-2019 10:53 AM,Rejected-Technical,Not qualify,05-Mar-2019 02:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,list of machinery tools and plants asper schedule-F SrNo 6.19Refer clause no18 proof of ownership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"affidavit hire basis from owner of machinery, Technical Staff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Special condition of the contract the Contractor must have Paver finisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Vibratory roller of requisite Capacity to carry out the work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Special condition of the contract the Contractor must have hot mix plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,producing an average output requisite Capacity to carry out the work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
