Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
PWD,117-19 dated 07.04.2018,2018_PWD_20858_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form,"51,470",No,fixed,,EE Bhabanagar,Karchham/ Bhabanagar,"1,500",EE Bhabanagar,Karchham/ Bhabanagar,No,Executive Engineer,Karchham Division HPPWD Karchham at Bhabanagar District Kinnaur HP,1.0,DD - Demand Draft,Priodic renewal coat of PMGSY rural road roads for the Annual Maintenance Plan 2018 19 SH Providing renewal coat on Karchham Sangla Chhitkul road Km 32.0 to 33.0 33.0 to 34.0 35.0 to 36.0 and 37.0 to 38.0,Priodic renewal coat of PMGSY rural road roads for the Annual Maintenance Plan 2018 19 SH Providing renewal coat on Karchham Sangla Chhitkul road Km 32.0 to 33.0 33.0 to 34.0 35.0 to 36.0 and 37.0 to 38.0,Please refer Tender documents. ,NA ,"29,31,359",Civil Works - Roads,NA ,Tender,90.0,90.0,Karchham,172106.0,NA ,NA ,NA ,Karchham Division,No ,No,24-Apr-2018 05:10 PM,07-May-2018 11:00 AM,24-Apr-2018 05:10 PM,05-May-2018 05:00 PM,NA ,NA ,24-Apr-2018 05:10 PM,05-May-2018 05:00 PM,14-May-2018 04:40 PM,AOC,1.0,82999.0,DARJE SUKH,27-Apr-2018 03:41 PM,Rejected-AOC,not lowest,10-Apr-2019 04:13 PM,Technical,Bid opening summary,Prakash Chand Negi,14-May-2018 04:30 PM,technical_29478.pdf,Finance,summary,Prakash Chand Negi,10-Apr-2019 04:03 PM,finance_29478.pdf,BOQ Comparative Chart,1.0,83531.0,M/S BAL KRISHAN CONTRACTOR,INR,"4,861,200",Er P C Negi,Internal,Shri Naveen Kumar DAO Shri Megh Singh Supdt Gr II Shri Angyal Negi DM,Prakash Chand Negi,14-May-2018 04:35 PM,14-May-2018 04:40 PM,techsummary_29478.pdf (79.71 KB),PWD,2018_PWD_20858_1,117-19 dated 07.04.2018,Priodic renewal coat of PMGSY rural road roads for the Annual Maintenance Plan 2018 19 SH Providing renewal coat on Karchham Sangla Chhitkul road Km 32.0 to 33.0 33.0 to 34.0 35.0 to 36.0 and 37.0 to 38.0,10-Apr-2019,"INR 2,931,359",90.0,Prakash Chand Negi,10-Apr-2019 04:13 PM,SanglaTarring.PDF (1077.00 KB),PC Negi XEN,Internal,HDM DA Supdt. Gr-II,Prakash Chand Negi,10-Apr-2019 04:11 PM,finsummary_29478.pdf (894.48 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,83474.0,Kailash Negi,04-May-2018 05:15 PM,Rejected-AOC,not lowest,10-Apr-2019 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Contractors Registration,,,,,,,,,,,,,3.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,83531.0,M/S BAL KRISHAN CONTRACTOR,05-May-2018 01:31 PM,Accepted-AOC,awarded,10-Apr-2019 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,83552.0,M/S LAXMAN SINGH CONTRACTOR,05-May-2018 04:35 PM,Rejected-AOC,not lowest,10-Apr-2019 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,83487.0,MUKESH KUMAR NEGI,05-May-2018 02:47 PM,Rejected-AOC,not lowest,10-Apr-2019 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work Done Certificate of similar nature and work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Financial reports for the last five years balance sheet profit and loss statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,EPF Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Any additional information bidder likes to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
