EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"23,800",No,fixed,,EE Joginder Nagar,B and R Division HP.PWD. Joginder Nagar,500.0,EE Joginder Nagar,B and R Division HP.PWD. Joignder Nagar,No,Executive Engineer,"O/O Executive Engineer, B and R Division, HPPWD, Joginder Nagar",1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),09-Jul-2018 10:00 AM,30-Jul-2018 11:30 AM,09-Jul-2018 10:00 AM,28-Jul-2018 05:00 PM,NA ,NA ,09-Jul-2018 10:00 AM,28-Jul-2018 05:00 PM,06-Aug-2018 11:00 AM,1.0,DD - Demand Draft,Construction of Galu (Harabag) Bhatwari Lahla Malan Nakehar Kangwan road km 0/0 to 5/0 under SCSP,Construction of 6.00 mtr. span RCC slab culvert at km 3/555,Please refer tender documents ,NA ,"11,87,841",Civil Works - Roads,NA ,Tender,90.0,90.0,Harabag,175015.0,NA ,NA ,NA ,Joginder Nagar,No ,No,PWD,PW-JND-B and R-EA-I-NIT- 6053-6152 dt. 21.06.2018,2018_PWD_22187_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Er B. M. Thakur,Internal,AE Joginder Nagar DAO Supdt. HDM,Bhag Mal Thakur,03-Aug-2018 01:27 PM,06-Aug-2018 11:00 AM,techsummary_31253.pdf (303.92 KB),PWD,2018_PWD_22187_1,PW-JND-B and R-EA-I-NIT- 6053-6152 dt. 21.06.2018,Construction of Galu (Harabag) Bhatwari Lahla Malan Nakehar Kangwan road km 0/0 to 5/0 under SCSP,11-Apr-2019,"INR 1,355,626",90.0,Bhag Mal Thakur,11-Apr-2019 04:10 PM,AOC187.pdf (427.00 KB),AOC,Er. B.M.Thakur,Internal,AE Joginder Nagar Sr.DAO Supdt. HDM,Bhag Mal Thakur,09-Apr-2019 04:03 PM,finsummary_31253.pdf (322.93 KB),1.0,90352.0,Ajay Kumar,28-Jul-2018 09:14 AM,Rejected-Finance,L-3,09-Apr-2019 04:03 PM,Technical,summary,Bhag Mal Thakur,30-Jul-2018 05:05 PM,technical_31253.pdf,1.0,90329.0,Anil Kumar,INR,"1,355,626",Finance,fbosummary,Bhag Mal Thakur,07-Aug-2018 03:38 PM,finance_31253.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,90329.0,Anil Kumar,27-Jul-2018 05:37 PM,Accepted-AOC,AOC,11-Apr-2019 04:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,90393.0,Naresh Kumar,28-Jul-2018 02:54 PM,Rejected-Finance,L-2,09-Apr-2019 04:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,90396.0,Parma Nand,28-Jul-2018 03:41 PM,Rejected-Technical,Rejected,03-Aug-2018 01:27 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,90353.0,Prithi Raj Thakur,28-Jul-2018 09:30 AM,Rejected-Finance,L-4,09-Apr-2019 04:03 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
