Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Category,Sub Category,Sub Category Description,Format/File,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No.2,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
07-Jun-2018 09:00 AM,29-Jun-2018 11:30 AM,07-Jun-2018 09:00 AM,27-Jun-2018 11:00 AM,NA ,NA ,07-Jun-2018 09:00 AM,27-Jun-2018 11:00 AM,05-Jul-2018 03:40 PM,Construction of PHC building at HATWAR Tehsil Ghumarwin in Distt. Bilaspur HP,Providing E I therein,Please refer Tender documents. ,NA ,"5,33,760",Electrical Works,NA ,Tender,120.0,730.0,Hatwar,174028.0,NA ,NA ,NA ,"ELECTRICAL DIVISION, HPPWD UNA",No ,No,350.0,EXECUTIVE ENGINEER ELECTRICAL DIVISION HPPWD UNA,EXECUTIVE ENGINEER ELECTRICAL DIVISION HPPWD UNA,No,1,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,Fee Details,Fee,,PWD,EE Elect. HPPWD No. 828-30 Dt. 23.05.2018,2018_PWD_21497_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"11,700",No,fixed,,EXECUTIVE ENGINEER ELECTRICAL DIVISION HPPWD UNA,EXECUTIVE ENGINEER ELECTRICAL DIVISION HPPWD UNA,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender (Indicated in Schedule F),EXECUTIVE ENGINEER,ELECTRICAL DIVISION HPPWD UNA,1.0,DD - Demand Draft,AOC,1.0,87420.0,M/s Ravindra Electrical,INR,"596,612",Finance,Tenders opened.,Kulbhushan Singh,25-Apr-2019 06:05 PM,finance_30343.pdf,BOQ Comparative Chart,1.0,87436.0,Kashmir Singh,26-Jun-2018 12:03 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Jul-2018 11:51 AM,Technical,Three No. bids were opened for technical part on dated 02-07-2018,Vinod Kumar Sharma,02-Jul-2018 11:51 AM,technical_30343.pdf,PWD,2018_PWD_21497_1,EE Elect. HPPWD No. 828-30 Dt. 23.05.2018,Construction of PHC building at HATWAR Tehsil Ghumarwin in Distt. Bilaspur HP,EE Elect. HP PWD Una,Internal,"Er. Anil Kumar Dwivedi AE, , Yoginder Singh, Supdt. Baldev Raj Sr. Asstt., Charan Dass HDM,",Kulbhushan Singh,05-Jul-2018 03:34 PM,05-Jul-2018 03:40 PM,techsummary_30343.pdf (223.98 KB),EE,Internal,Supdt HDM DAO,Kulbhushan Singh,25-Apr-2019 06:09 PM,finsummary_30343.pdf (286.16 KB),25-Apr-2019,"INR 596,612",730.0,Kulbhushan Singh,25-Apr-2019 06:17 PM,21497AOC.pdf (555.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Certificate Details ,Registration Certificate ,Registration Certificate Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated in Schedule F),,,2.0,BG - Bank Guarantee,AOC,,,,,,,,,,,,2.0,87420.0,M/s Ravindra Electrical,26-Jun-2018 11:43 PM,Accepted-AOC,Qualified,25-Apr-2019 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No. 23),,,3.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,3.0,87449.0,Pushp Raj Bhatia,25-Jun-2018 07:25 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,02-Jul-2018 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Certificate Details ,Income Tax Certificate ,Income Tax Certificate Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,AOC,,,,,,,,,,,,4.0,87527.0,Ratwn Light House,27-Jun-2018 10:58 AM,Rejected-AOC,Rejected,25-Apr-2019 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Certificate Details ,Labour License ,Labour License ,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TQC available in form 8 at Page 8, 9 and 11 to be uploaded",,,,,AOC,,,,,,,,,,,,5.0,87505.0,Shiv Shakati electric gen store,26-Jun-2018 02:06 PM,Rejected-AOC,Rejected,25-Apr-2019 06:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pan registration Number to be uploaded,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Certificate Details ,Affidavit regarding No Near Relative working in department ,Affidavit regarding No Near Relative working in department ,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Standard bidding documents form 8 duly signed by contractor,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Financial Details ,Annual Turn Over Details ,Annual Turn Over Details ,HP_Turnover.xls,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Financial Details ,Annual Turn over certificates from CA ,Annual Turn over certificates from CA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Work Details ,Works Completed ,Works Completed Details ,HP_WorksCompleted.xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
