Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,Annual Surfacing on Sundernagar Maloh road (Village Road),SH Providing and laying 25 mm thick bituminous concrete including profile correction in KM 0/0 to 3/0,Please refer Tender documents. ,NA ,"22,88,622",Civil Works,NA ,Tender,120.0,60.0,Sundernagar,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,1.0,DD - Demand Draft,PWD,A/S Sundernagar Maloh road,2019_PWD_26864_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"42,000",No,fixed,,EE Sundernagar,Sundernagar,Executive Engineer Sunder Nagar Division HPPWD,Executive Engineer Sunder Nagar Division HPPWD,07-Feb-2019 10:00 AM,20-Feb-2019 11:00 AM,07-Feb-2019 10:00 AM,19-Feb-2019 06:00 PM,NA ,NA ,07-Feb-2019 11:00 AM,19-Feb-2019 06:00 PM,23-Feb-2019 10:00 AM,500.0,EE Sundernagar,Sundernagar,No,AOC,Finance,FBOS,Naresh Raj Chandel,27-Feb-2019 03:03 PM,finance_38232.pdf,BOQ Comparative Chart,1.0,113247.0,Ajmer Singh,INR,"2,740,085",1.0,113205.0,A.A. ENTREPRENEURS,18-Feb-2019 06:12 PM,Rejected-AOC,"Rejected, being L-2",26-Apr-2019 05:38 PM,Technical,BOS,Naresh Raj Chandel,21-Feb-2019 05:56 PM,technical_38232.pdf,PWD,2019_PWD_26864_1,A/S Sundernagar Maloh road,Annual Surfacing on Sundernagar Maloh road (Village Road),Er. D.R. Chauhan Executive Engineer,Internal,N.R. Chandel Member Sushil Kumar Member Dinesh Sen Member Girja Sharma Member,Naresh Raj Chandel,22-Feb-2019 05:36 PM,23-Feb-2019 10:00 AM,techsummary_38232.pdf (206.02 KB),Superintendidng Engineer 1st Circle Mandi,Internal,E.E (Design) EE Sundernagar CHD 1st Circle Supdt. (Wroks),Naresh Raj Chandel,16-Apr-2019 12:14 PM,finsummary_38232.pdf (4119.09 KB),26-Apr-2019,"INR 2,740,085",60.0,Naresh Raj Chandel,26-Apr-2019 05:38 PM,AOCSNRMaloh.pdf (4706.00 KB),"AOC Issued, being l-I",AOC
,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,113247.0,Ajmer Singh,16-Feb-2019 08:57 PM,Accepted-AOC,Being L-1,26-Apr-2019 05:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,113347.0,S.A ASSOCIATE,18-Feb-2019 06:24 PM,Rejected-Technical,Non responsive,22-Feb-2019 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18 alongwith owner ship pro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of EPF Registration/ affidavit as per clause 25 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Other important documents as specified by the State in proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
