Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EE Dhami,Shimla Rural Division HPPWd Dhami,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),M/T and Up-gradation of road from Sharda Kajail via Janool km. 0/00 to 6/060,"SH C/o Retaining structure, Cross Drainage works, P/L Granular Sub-base, P/L WBM-II and III, P/L Bituminous concrete works, Road Side V-shape drain and Road side parapets km. 0/00 to 6/060) Under NABARD RIDF-XXIV.",Please refer Tender documents. ,NA ,"1,52,04,912",Civil Works - Roads,NA ,Tender,120.0,365.0,Dhami,171103.0,NA ,NA ,NA ,SE 4th Circle Shimla,No ,No,1.0,DD - Demand Draft,PWD,PW-SRDD-CB-CTR-2018-19 -18950 DT 7.1.19,2019_PWD_25998_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,85,000",No,fixed,,EE Dhami,Dhami,"5,000",EE Dhami,Dhami,No,16-Jan-2019 05:00 PM,29-Jan-2019 11:00 AM,16-Jan-2019 05:00 PM,28-Jan-2019 05:00 PM,NA ,NA ,16-Jan-2019 05:00 PM,28-Jan-2019 05:00 PM,15-Feb-2019 12:20 PM,AOC,PWD,2019_PWD_25998_2,PW-SRDD-CB-CTR-2018-19 -18950 DT 7.1.19,M/T and Up-gradation of road from Sharda Kajail via Janool km. 0/00 to 6/060,Er. Deepak Raj Chauhan,Internal,Sh. Prem Sharma Supdtt. Sh. Deepak Sharma DAO Sh. Suresh Verma HDM Sh. Ramesh Thakur TA,Deepak Raj Chauhan,15-Feb-2019 12:18 PM,15-Feb-2019 12:20 PM,techsummary_36586.pdf (289.68 KB),Er. Deepak Raj Chauhan,Internal,,Deepak Raj Chauhan,30-Apr-2019 04:15 PM,finsummary_36586.pdf (21.64 KB),30-Apr-2019,"INR 19,054,244",365.0,Deepak Raj Chauhan,30-Apr-2019 04:18 PM,54A.pdf (633.00 KB),AOC,1.0,109082.0,Atul Sharma,23-Jan-2019 05:30 PM,Rejected-Finance,L-2,30-Apr-2019 04:15 PM,Technical,Bid Opening Summary,Deepak Raj Chauhan,29-Jan-2019 03:18 PM,technical_36586.pdf,Finance,Bid Opening Summary,Deepak Raj Chauhan,15-Feb-2019 12:59 PM,finance_36586.pdf,BOQ Comparative Chart,1.0,109419.0,KAPIL DEV SHARMA,INR,"19,054,244",AOC
,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,108931.0,Jamna Dass,28-Jan-2019 04:00 PM,Rejected-Finance,L-3,30-Apr-2019 04:15 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,109419.0,KAPIL DEV SHARMA,28-Jan-2019 04:26 PM,Accepted-AOC,L-1,30-Apr-2019 04:18 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,109384.0,kapoor sanjee,28-Jan-2019 03:35 PM,Rejected-Technical,Non-Responsive,15-Feb-2019 12:18 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work Done/ Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,109424.0,Manoj Sharma,28-Jan-2019 04:53 PM,Rejected-Finance,L-4,30-Apr-2019 04:15 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,109406.0,Pradeep verma,28-Jan-2019 03:27 PM,Rejected-Finance,L-5,30-Apr-2019 04:15 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,108622.0,Satish Kumar Vij,23-Jan-2019 07:31 PM,Rejected-Finance,L-6,30-Apr-2019 04:15 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
