Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender and erenest money indicate in Schedule F,"42,600",No,fixed,,EE B and R Division HPPWD Solan,EE Solan,Periodical renewal under AMP for the year 201920 on Kufri Chail Kandaghat road Km2/0 to 57/0,SH providing and laying BC in Km43/0 to 44/0 and 44/0 to 45/0,Please refer Tender documents. ,NA ,"23,38,664",Civil Works,NA ,Tender,90.0,60.0,Solan,173212.0,NA ,NA ,NA ,Solan,No ,No,23-Jan-2019 03:40 PM,06-Feb-2019 11:00 AM,23-Jan-2019 03:40 PM,06-Feb-2019 10:30 AM,NA ,NA ,23-Jan-2019 03:40 PM,06-Feb-2019 10:30 AM,11-Feb-2019 04:50 PM,PWD,14836-44 dated 09.01.2019 Kufri Chail AMP,2019_PWD_26204_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,EE B and R Solan,EE B and R Division HPPWD Solan,500.0,EE B and R Division HPPWD Solan,EE Solan,No,AOC,1.0,110032.0,Shubham Construction,INR,"2,820,088.5",Finance,fin,Arvind Kumar,12-Feb-2019 02:40 PM,finance_36978.pdf,BOQ Comparative Chart,1.0,110163.0,naresh vij govt contractor,02-Feb-2019 09:57 AM,Rejected-AOC,ok,01-Apr-2019 04:13 PM,Technical,Bid opening summary,Arvind Kumar,11-Feb-2019 04:42 PM,technical_36978.pdf,Er Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand Senior DAO Solan Shri Naresh Kumar HDM and smt Rekha Supdt Grade II PMGSY,Arvind Kumar,11-Feb-2019 04:44 PM,11-Feb-2019 04:50 PM,techsummary_36978.pdf (36.42 KB),PWD,2019_PWD_26204_1,14836-44 dated 09.01.2019 Kufri Chail AMP,Periodical renewal under AMP for the year 201920 on Kufri Chail Kandaghat road Km2/0 to 57/0,01-Apr-2019,"INR 2,820,089",60.0,Arvind Kumar,01-Apr-2019 04:13 PM,Award.pdf (285.00 KB),Er Arvind Sharma EE B and R Solan,Internal,Shri Deepak Anand senior DAO Solan Shri naresh Kumar HDM and Smt Rekha Kashayp Supdt Grade II PMGSY,Arvind Kumar,01-Apr-2019 04:10 PM,finsummary_36978.pdf (30.72 KB),AOC
,,.pdf,Contractors registraiton reffer general rules No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,AOC,,,,,,,,,,,,2.0,110032.0,Shubham Construction,02-Feb-2019 09:05 AM,Accepted-AOC,ok,01-Apr-2019 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registraton refer general rules no 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,work done certifidcate and work in hand certificate refer in general rules No 19 schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of machenery, tool plant shown in schedule F with refeerence to clause 18 proof of owner ship",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,affdavits of correctness of all the documents are submitted is true by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8refer in SBD Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractor should have to submit the proof of EPF as mentioned in SBD Clause 25 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done condition one similar nature of work not less than 40 percent of the estimated cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
