Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",1.0,DD - Demand Draft,Executive Engineer,HPPWD Division Dharampur,"2,000",Executive Engineer,HPPWD Division Dharampur,No,"1,27,000",No,fixed,,Executive Engineer,HPPWD Dharampur,13-Feb-2019 05:00 PM,25-Feb-2019 11:30 AM,13-Feb-2019 05:00 PM,25-Feb-2019 11:00 AM,NA ,NA ,13-Feb-2019 05:00 PM,25-Feb-2019 11:00 AM,02-Mar-2019 03:00 PM,Periodical maintenance of Sujanpur Sandhole Marhi road under AMOP for the year 2019-20 (MDR Road),Providing and laying built up spray grout layer for pot holes and 30 mm thick bituminous concrete in Km 21/0 to 31/0,Please refer tender documents ,NA ,"93,57,440",Civil Works - Roads,NA ,Tender,120.0,60.0,Dharampur,175040.0,NA ,NA ,NA ,Dharampur,No ,No,PWD,21981-83 dt28.01.2019,2019_PWD_27258_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Finance,Executive Engineer HPPWD Division Dharampur Assistant Engineer to Executive Engineer HPPWD Division Dharampur Supdtt GrII HDM HPPWD Division Dharampur,Eshant Thakur,02-Mar-2019 05:30 PM,finance_38803.pdf,BOQ Comparative Chart,1.0,113993.0,Sanjeev Bhandari,INR,"9,687,660",1.0,115113.0,G.P.ACHARYA,24-Feb-2019 11:42 PM,Rejected-AOC,L4,20-Apr-2019 03:01 PM,Technical,Executive Engineer HPPWD Division Dharampur Assistant Engineer to Executive Engineer HPPWD Division Dharampur Supdtt Gr II HDM HPPWD Division Dharampur,Eshant Thakur,02-Mar-2019 01:33 PM,technical_38803.pdf,Executive Engineer,Internal,Executive Engineer HPPWD Division Dharampur Assistant Engineer to Executive Engineer HPPWD Division Dharampur Supdtt Gr II HDM HPPWD Division Dharampur,Eshant Thakur,02-Mar-2019 01:51 PM,02-Mar-2019 03:00 PM,techsummary_38803.pdf (436.02 KB),PWD,2019_PWD_27258_1,21981-83 dt28.01.2019,Periodical maintenance of Sujanpur Sandhole Marhi road under AMOP for the year 2019-20 (MDR Road),18-Apr-2019,"INR 9,687,660",60.0,Eshant Thakur,20-Apr-2019 03:01 PM,1.PDF (580.00 KB),Work awarded to Sh. Sanjeev Bhandari vide this office letter No. 775-82 dt. 18.04.2019,Executive Engineer,Internal,Executive Engineer HPPWD Division Dharampur Assistant Engineer to Executive Engineer HPPWD Division Dharampur Supdtt GrII HDM HPPWD Division Dharampur,Eshant Thakur,15-Mar-2019 03:09 PM,finsummary_38803.pdf (306.03 KB),AOC
,,.pdf,"Earnest money(indicated in Schedule-F),",2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,113263.0,Kulvinder,24-Feb-2019 02:47 PM,Rejected-AOC,L2,20-Apr-2019 03:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Contractor Registration(General Rule No.23) ,GST Registration (TIN No.)(General Rule No.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,113993.0,Sanjeev Bhandari,23-Feb-2019 06:09 PM,Accepted-AOC,L1,20-Apr-2019 03:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done certificate and Work In Hand Certificate (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,115116.0,VISHAL ACHARYA,25-Feb-2019 01:01 AM,Rejected-AOC,L3,20-Apr-2019 03:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of machinery, tool, plants and equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Registration No. of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 8 duly signed (General Rule No.26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavits regarding all the Information furnished with the bid are correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit that the contractor should not have more than two works each of Rs. 100 Lacs or more.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Last Five year turnover duly signed by CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
