Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
25-Apr-2019,"INR 3,739,781",60.0,Shubham Aggarwal,25-Apr-2019 12:16 PM,AOC.pdf (511.00 KB),AOC,Er. Ayub Chaudhary,Internal,"BR Bragta Sr. DAO, Shakti Negi AE NH Theog, Shubham Aggarwal AE NH Narkanda, Padam Sharma HDM, Anil Kumar Clerk",Shubham Aggarwal,24-Apr-2019 06:17 PM,finsummary_35209.pdf (386.67 KB),Er Ayub Chaudhary,Internal,BR Bragta Sr DAO Er Shakti Negi AE Shubham Aggarwal AE Padam Sharma HDM Anil Kumar Clerk,Shubham Aggarwal,08-Jan-2019 12:50 PM,09-Jan-2019 11:00 AM,techsummary_35209.pdf (406.81 KB),PWD,2018_PWD_25185_2,PW/NH/EE/CB/E-Tender notice/2018-19 3696-3747,Balance work of Theog kotkhai Hatkoti Rohru road km 0/0 to 80/684 (Portion km 0/0 to 48/0),Finance,summary,Shubham Aggarwal,14-Jan-2019 01:02 PM,finance_35209.pdf,BOQ Comparative Chart,1.0,104971.0,sandesh chauhan,INR,"3,005,556",Technical,summary,Shubham Aggarwal,22-Dec-2018 03:42 PM,technical_35209.pdf,1.0,105034.0,AMAN SHARMA,21-Dec-2018 04:11 PM,Rejected-Finance,Non-responsive,24-Apr-2019 06:17 PM,AOC,1.0,DD - Demand Draft,Balance work of Theog kotkhai Hatkoti Rohru road km 0/0 to 80/684 (Portion km 0/0 to 48/0),"SH Roadway excavation at RD 38/410 to 38/500, 38/650 to 38/680, 37/740 to 37/930 and removal of land slide at RD 38/370 to 38/410, 38/500 to 38/540",Please refer Tender documents. ,NA ,"37,39,781",Civil Works - Roads,NA ,Tender,90.0,60.0,Theog,171209.0,NA ,NA ,NA ,Theog,No ,No,PWD,PW/NH/EE/CB/E-Tender notice/2018-19 3696-3747,2018_PWD_25185_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"63,600",No,fixed,,EE NH Theog,Theog,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender for (As per Schedule-F 6.3),EE NH Theog,NH DIVISION HPPWD THEOG,"1,500",EE NH Theog,Theog,No,07-Dec-2018 10:00 AM,22-Dec-2018 11:00 AM,07-Dec-2018 10:00 AM,21-Dec-2018 06:00 PM,NA ,NA ,07-Dec-2018 10:00 AM,21-Dec-2018 06:00 PM,09-Jan-2019 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,104990.0,BRIJ BUSHAN BANSHTU,21-Dec-2018 12:48 PM,Rejected-Finance,Non-responsive,24-Apr-2019 06:17 PM,AOC,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money deposit (As Schedule-F 6.5.),,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,105017.0,M/s Pardeep Sublaik,21-Dec-2018 02:20 PM,Rejected-Technical,Non Responsive,08-Jan-2019 12:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration (Refer General Rule-23),,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,105032.0,Rakesh Verma,21-Dec-2018 03:22 PM,Rejected-Finance,Non-responsive,24-Apr-2019 06:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (Refer General Rule-21).,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,104971.0,sandesh chauhan,21-Dec-2018 01:18 PM,Accepted-AOC,responsive,25-Apr-2019 12:16 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand (As per Performa given in General Rule No-19).,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,104733.0,Sunil Khachi,21-Dec-2018 11:40 AM,Rejected-Finance,Non-responsive,24-Apr-2019 06:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery, Tools and plants (as per Schedule-F with reference to clause-18).",,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,104551.0,Sunny Chauhan,21-Dec-2018 02:01 PM,Rejected-Technical,Non Responsive,08-Jan-2019 12:50 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No-8 (refer General Rule No-26.7),,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,104764.0,Suresh Vekta,20-Dec-2018 05:26 PM,Rejected-Finance,Non-responsive,24-Apr-2019 06:17 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952.,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,,,,,,,AOC
