EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"62,300",No,fixed,,EE Joginder Nagar,B and R Division HP.PWD. Joginder Nagar,Executive Engineer,"O/O Executive Engineer, B and R Division, HPPWD, Joginder Nagar",Periodical maintenance of BNLBKP road (MDR-43) (other than PMGSY road) under Annual Maintenance plan for the year 2018-19 additional kilometres,"Providing and laying built up spray grout, 25 mm thick bituminous concrete in Km.36/0 to 41/0",As per bid documents ,NA ,"36,05,147",Civil Works - Roads,NA ,Tender,120.0,90.0,Lad Bharol,175032.0,NA ,NA ,NA ,Joginder Nagar,No ,No,07-May-2018 01:00 PM,23-May-2018 11:30 AM,07-May-2018 01:00 PM,22-May-2018 05:00 PM,NA ,NA ,07-May-2018 01:00 PM,22-May-2018 05:00 PM,01-Jun-2018 11:30 AM,"1,500",EE Joginder Nagar,B and R Division HP.PWD. Joignder Nagar,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),PWD,PW-JND-B and R-EA-I-NIT- 1653-1752 dt. 26.04.2018,2018_PWD_21057_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC,PWD,2018_PWD_21057_1,PW-JND-B and R-EA-I-NIT- 1653-1752 dt. 26.04.2018,Periodical maintenance of BNLBKP road (MDR-43) (other than PMGSY road) under Annual Maintenance plan for the year 2018-19 additional kilometres,Er. B.M. Thakur,Internal,AE Lad Bharol HDM Supdt.,Bhag Mal Thakur,26-May-2018 10:40 AM,01-Jun-2018 11:30 AM,techsummary_29759.pdf (327.61 KB),Er. B.M.Thakur,Internal,AE Lad Bharol Sr.DAO Supdt.HDM,Bhag Mal Thakur,09-Apr-2019 01:17 PM,finsummary_29759.pdf (154.60 KB),11-Apr-2019,"INR 4,850,738",90.0,Bhag Mal Thakur,11-Apr-2019 04:34 PM,AOC057.pdf (458.00 KB),AOC,1.0,84812.0,G.P.ACHARYA,21-May-2018 08:14 PM,Rejected-Finance,L-2,09-Apr-2019 01:17 PM,Technical,summary,Bhag Mal Thakur,26-May-2018 10:01 AM,technical_29759.pdf,Finance,fbosummary,Bhag Mal Thakur,05-Jun-2018 11:40 AM,finance_29759.pdf,BOQ Comparative Chart,1.0,84849.0,yudhbir infrastructure private limited,INR,"4,850,738",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,84635.0,Sanjeev Bhandari,19-May-2018 08:02 PM,Rejected-Technical,Rejected,26-May-2018 10:40 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,84849.0,yudhbir infrastructure private limited,22-May-2018 04:46 PM,Accepted-AOC,AOC,11-Apr-2019 04:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF (Employees Provident Funds Organization),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of machineries, Tool, Plants (Indicated in Schedule F)",,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rule No.26.7),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (General Rule N,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
