Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Tender Stage
Periodical Maintenance of Baijnath Padhar road (MDR-056) (other than PMGSY road) Major District road under Annual Maintenance Plan for the year 2018-19,"Providing and laying built up spray grout, 25mm thick bituminous concrete in Km.8 to 10",Please refer Tender documents. ,NA ,"12,93,646",Civil Works - Roads,NA ,Tender,120.0,90.0,Lad Bharol,175032.0,NA ,NA ,NA ,Joginder Nagar,No ,No,PWD,MDR-56 Km. 8-10,2018_PWD_20249_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"25,900",Yes,fixed,,EE Joginder Nagar,B and R Division HP.PWD. Joginder Nagar,19-Mar-2018 02:00 PM,02-Apr-2018 11:00 AM,19-Mar-2018 02:00 PM,31-Mar-2018 05:00 PM,NA ,NA ,19-Mar-2018 02:00 PM,31-Mar-2018 05:00 PM,10-Apr-2018 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form (indicated in schedule F),500.0,EE Joginder Nagar,B and R Division HP.PWD. Joignder Nagar,Yes,Executive Engineer,B and R Division HPPWD Joginder Nagar,AOC,Er Rajeev Sharma,Internal,Superintendent Head Draughtsman Senior Divisional Accounts Office Assistant Engineer,Rajeev Sharma,10-Apr-2018 02:40 PM,10-Apr-2018 03:00 PM,techsummary_28690.pdf (297.67 KB),PWD,2018_PWD_20249_1,MDR-56 Km. 8-10,Periodical Maintenance of Baijnath Padhar road (MDR-056) (other than PMGSY road) Major District road under Annual Maintenance Plan for the year 2018-19,1.0,80746.0,G.P.ACHARYA,31-Mar-2018 12:34 PM,Rejected-Finance,L-2,17-Apr-2019 01:53 PM,Technical,Bid Opening Summary,Rajeev Sharma,03-Apr-2018 04:15 PM,technical_28690.pdf,Finance,Financial bid opening summary,Balbir Singh Thakur,23-Apr-2018 05:05 PM,finance_28690.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,.pdf,Earnest money (indicated in schedule F),,,,,,,AOC,,,,,,,,,,,,2.0,80812.0,yudhbir infrastructure private limited,31-Mar-2018 11:49 AM,Rejected-Technical,Rejected,10-Apr-2018 02:40 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (general Rule No 23),,,,,,,AOC,,,,,,,,,,,,3.0,80818.0,YUDHVIR SINGH,31-Mar-2018 12:32 PM,Accepted-AOC,AOC,17-Apr-2019 04:29 PM,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sale Tax Registration (General rule No 21),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate minimum amount of work done as per Schedule F,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machinery Tool Pants (Indicated in Schedule F),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 7 and 8 duly signed on judiciary paper,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit Both gazetted and non gazetted officer HPPWD employees related to him (general rule No 16),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent account Number (PAN),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
