Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender for (as per Schedule-F),Improvement of Black spot on Kargoli Nallah Deha road km 0.0 to 8.0 SH C.o PCC R.wall and C.o wire create R.wall at RD 0.105 to 0.125,Improvement of Black spot on Kargoli Nallah Deha road km 0.0 to 8.0 SH C.o PCC R.wall and C.o wire create R.wall at RD 0.105 to 0.125,Please refer Tender documents. ,NA ,"9,53,721",Civil Works - Roads,NA ,Tender,90.0,90.0,Theog,171201.0,NA ,NA ,NA ,Executive Engineer HP PWD Division Theog,No ,No,350.0,EE Theog,HP PWD Theog,No,"19,100",No,fixed,,EE Theog,HP PWD Division,1.0,DD - Demand Draft,Executive Engineer,HP PWD Division,PWD,PW.THD.CB.Tender/2018-13662-73 dt. 7.1.2019,2019_PWD_26045_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,19-Jan-2019 10:00 AM,04-Feb-2019 11:00 AM,19-Jan-2019 10:00 AM,02-Feb-2019 06:00 PM,NA ,NA ,19-Jan-2019 10:00 AM,02-Feb-2019 06:00 PM,05-Feb-2019 04:35 PM,AOC,1.0,110339.0,Bharat Bhushan Govt. Contractor,02-Feb-2019 11:43 AM,Rejected-Finance,Non Responsive,24-Apr-2019 12:46 PM,Technical,summary,Mahesh Kanwar,04-Feb-2019 01:35 PM,technical_36696.pdf,Finance,summary,Mahesh Kanwar,06-Feb-2019 02:18 PM,finance_36696.pdf,BOQ Comparative Chart,1.0,110402.0,Pardeep Singh,INR,"1,075,460",Er Mahesh Kanwar,Internal,BR Bragta Sr DAO Satya Pal Sharma Supdt Lekh Ram Shandil HDM,Mahesh Kanwar,05-Feb-2019 04:30 PM,05-Feb-2019 04:35 PM,techsummary_36696.pdf (443.38 KB),PWD,2019_PWD_26045_2,PW.THD.CB.Tender/2018-13662-73 dt. 7.1.2019,Improvement of Black spot on Kargoli Nallah Deha road km 0.0 to 8.0 SH C.o PCC R.wall and C.o wire create R.wall at RD 0.105 to 0.125,24-Apr-2019,"INR 953,721",90.0,Mahesh Kanwar,24-Apr-2019 12:48 PM,AOC.pdf (511.00 KB),AOC,Er Mahesh Kanwar,Internal,BR Bragta Sr DAO Satya Pal Sharma Supdt Lekh Ram Shandil HDM,Mahesh Kanwar,24-Apr-2019 12:46 PM,finsummary_36696.pdf (275.08 KB),AOC
,,.pdf,Earnest Money deposit (as Schedule-F.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,110234.0,Mangni Ram,02-Feb-2019 02:12 PM,Rejected-Finance,Non Responsive,24-Apr-2019 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,110407.0,Mohar Singh Verma,02-Feb-2019 05:24 PM,Rejected-Finance,Non Responsive,24-Apr-2019 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,110243.0,Mohinder Verma,01-Feb-2019 03:45 PM,Rejected-Finance,Non Responsive,24-Apr-2019 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work in Hand (as per Performa given in General Rule No-19).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,110402.0,Pardeep Singh,02-Feb-2019 04:44 PM,Accepted-AOC,Responsive,24-Apr-2019 12:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List Of Machinery,Tool,Plant,(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,110391.0,Rajesh Bhandari,02-Feb-2019 03:28 PM,Rejected-Finance,Non Responsive,24-Apr-2019 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,110237.0,RAMESH KIMTA,01-Feb-2019 02:43 PM,Rejected-Finance,Non Responsive,24-Apr-2019 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8.0,110251.0,Sandeep Verma,01-Feb-2019 04:25 PM,Rejected-Finance,Non Responsive,24-Apr-2019 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
