EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"13,650",No,fixed,,EE Dehra,Dehra,"Construction of Veterinary Dispensary building at Karoa in Tehsil Dehra, District Kangra (HP).",Construction of Building Portion including water supply and sanitary installation,Please refer to tender documents ,NA ,"6,82,781",Civil Works - Buildings,NA ,Tender,120.0,270.0,Dehra,177101.0,NA ,NA ,NA ,EE Division HPPWD Dehra,No ,No,1.0,DD - Demand Draft,PWD,EE Dehra Letter No. 7697-7746 dt 18.09.2018,2018_PWD_23791_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,27-Sep-2018 10:00 AM,12-Oct-2018 11:30 AM,27-Sep-2018 10:00 AM,11-Oct-2018 06:00 PM,NA ,NA ,27-Sep-2018 10:00 AM,11-Oct-2018 06:00 PM,23-Oct-2018 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",350.0,EE Dehra,Dehra,No,Executive Engineer,Dehra Division HPPWD Dehra,AOC,PWD,2018_PWD_23791_1,EE Dehra Letter No. 7697-7746 dt 18.09.2018,"Construction of Veterinary Dispensary building at Karoa in Tehsil Dehra, District Kangra (HP).",Er. G. S. Rana EE,Internal,"Er. Hem Raj AE to EE, Sh. Dilip Jha DAO, Sh. Anoop Kumar Supdt, Sh. Ravinder Kumar HDM",Gurcharan Singh Rana,22-Oct-2018 07:10 PM,23-Oct-2018 11:30 AM,techsummary_33255.pdf (442.26 KB),Er. G. S. Rana EE,Internal,"Er. Hem Raj AE to EE, Sh. Dilip Jha DAO, Sh. Anoop Kumar Supdt, Sh. Ravinder Kumar HDM",Hem Raj,22-Apr-2019 04:09 PM,finsummary_33255.pdf (442.40 KB),22-Apr-2019,"INR 682,781",270.0,Hem Raj,22-Apr-2019 04:13 PM,Award-Vet-Dispensary-Karoa-23791-1.pdf (1222.00 KB),Award Letter,1.0,97572.0,Ajay Kumar,11-Oct-2018 12:41 PM,Rejected-Finance,Being L6,22-Apr-2019 04:09 PM,Technical,Technical bid opened on 12.10.2018,Hem Raj,15-Oct-2018 03:14 PM,technical_33255.pdf,1.0,97426.0,MANMOHAN SINGH,INR,"829,768",Finance,Financial bid opened on 23.10.2018,Gurcharan Singh Rana,27-Oct-2018 04:09 PM,finance_33255.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,97291.0,Chanan Singh,09-Oct-2018 07:52 PM,Rejected-Finance,Being L3,22-Apr-2019 04:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,97426.0,MANMOHAN SINGH,10-Oct-2018 03:40 PM,Accepted-AOC,Being L1,22-Apr-2019 04:13 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sales Tax/GST Registration (TIN No.)(General Rule No.21),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,97621.0,Rahul Sharma,11-Oct-2018 05:04 PM,Rejected-Finance,Being L2,22-Apr-2019 04:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (General Rule No.26.7),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,97442.0,Sandeep Kumar Dhiman,11-Oct-2018 01:01 PM,Rejected-Finance,Being L7,22-Apr-2019 04:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the Information furnished with the bid are correct,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,97479.0,TILAK RAJ,10-Oct-2018 06:15 PM,Rejected-Finance,Being L5,22-Apr-2019 04:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted officer,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7.0,97517.0,vishal dhiman,11-Oct-2018 06:49 AM,Rejected-Finance,Being L4,22-Apr-2019 04:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipments",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF and Miscellaneous Provision Act 1952(As per General Rule No. 25(A),,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
