S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
1.0,113041.0,GSCO INFRASTRUCTURE PVT. LTD.,21-Feb-2019 10:51 AM,Rejected-Finance,Higher Amount Quoted,26-Apr-2019 04:25 PM,P.K. Shamra,Internal,EE INDORA EE(Design) AE (Design) CHD,Ranjit Singh Chaudhary,27-Feb-2019 04:30 PM,27-Feb-2019 04:35 PM,techsummary_38422.pdf (3548.33 KB),26-Apr-2019,"INR 482,343,127",120.0,Ranjit Singh Chaudhary,26-Apr-2019 04:30 PM,AOC.pdf (1475.00 KB),HS Engineers and Associates,Technical,EE HDM DAO SUPDTT,Ranjit Singh Chaudhary,27-Feb-2019 04:12 PM,None,Finance,successfully opened,Ranjit Singh Chaudhary,26-Apr-2019 04:22 PM,finance_38422.pdf,BOQ Comparative Chart,"HP Irrigation and Public Health||Nurpur Circle,Irrigation and Public Health,HP||Nurpur,Irrigation and Public Health,HP",2019_HPIPH_27008_1,EE/IPH/IND/EA-I/Tender/2018- 12043-62,Channelization of Chhounchh Khad in Tehsil Indora Distt. Kangra HP,1.0,112426.0,HS Engineers and Associates,INR,"482,343,127",Executive Engineer,Internal,,Ranjit Singh Chaudhary,26-Apr-2019 04:25 PM,finsummary_38422.pdf (1475.32 KB),AOC,1.0,ICICI BANK,Channelization of Chhounchh Khad in Tehsil Indora Distt. Kangra HP,"Sub Head Construction of earthen embankment including crated apron, stone pitching etc. from RD 8000 to 16000 on both banks of Chhounchh Khad",As per NIT ,NA ,"36,78,37,719",Civil Works,NA ,Tender,90.0,120.0,Tehsil Indora,176401.0,NA ,NA ,NA ,"Executive Engineer, IPH Division Indora",No ,No,"HP Irrigation and Public Health||Nurpur Circle,Irrigation and Public Health,HP||Nurpur,Irrigation and Public Health,HP",EE/IPH/IND/EA-I/Tender/2018- 12043-62,2019_HPIPH_27008_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of offline/online payment i.e. cost of receipt of the amount deposited on a/c of cost o,"2,500","Executive Engineer, IPH Division Indora",PUNB Indora,No,"36,78,377",Yes,fixed,,"Executive Engineer, IPH Division Indora",PUNB Indora,08-Feb-2019 06:00 PM,22-Feb-2019 12:30 PM,08-Feb-2019 06:00 PM,21-Feb-2019 11:00 AM,NA ,NA ,08-Feb-2019 06:00 PM,21-Feb-2019 11:00 AM,27-Feb-2019 04:35 PM,Executive Engineer,IPH Division Indora,AOC
2.0,112426.0,HS Engineers and Associates,20-Feb-2019 06:45 PM,Accepted-AOC,Lowest Rate Quoted,26-Apr-2019 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of offline /online payment i.e. cost of receipt of the amount deposited of cost of earn,,,,,,,,,,,,,,,,,,,,,,AOC
3.0,113906.0,M/s. Shivji Singla and Sons,20-Feb-2019 04:08 PM,Rejected-Technical,NOT QUALIFIED,27-Feb-2019 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of registration in IPH Deptt. in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,AOC
4.0,114000.0,RAJINDER INFRASTRUCTURE PVT LTD.,20-Feb-2019 07:41 PM,Rejected-Technical,NOT QUALIFIED,27-Feb-2019 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of PAN No /Income tax (Assessment Year 2018-19),,,,,,,,,,,,,,,,,,,,,,AOC
5.0,113995.0,Sai Engineering Foundation,20-Feb-2019 07:17 PM,Rejected-Technical,NOT QUALIFIED,27-Feb-2019 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of GST No. registration and latest clearance certificate thereof,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Scanned copy of Average Annual Financial Turnover during the last 3 years, ending 31st March of the",,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Experience of having successfully completed similar works AS per NIT,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Experience of weaving G.I. wire crates with minimum thickness of G.I. wire 5mm and,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Necessary performance certificate,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of List of adequate machinery and other equipments available with the contractor/firm,,,,,,,,,,,,,,,,,,,,,,AOC
