S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,DD - Demand Draft,"13,650",No,fixed,,EE Dehra,Dehra,27-Sep-2018 10:00 AM,12-Oct-2018 12:00 PM,27-Sep-2018 10:00 AM,11-Oct-2018 06:00 PM,NA ,NA ,27-Sep-2018 10:00 AM,11-Oct-2018 06:00 PM,23-Oct-2018 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",350.0,EE Dehra,Dehra,No,PWD,EE Dehra Letter No. 7697-7746 dt 18.09.2018,2018_PWD_23791_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Executive Engineer,Dehra Division HPPWD Dehra,"Construction of Veterinary Dispensary building at Surani in Tehsil Khundian, District Kangra (HP).",Construction of Building Portion including water supply and sanitary installation,Please refer to tender documents ,NA ,"6,82,781",Civil Works - Buildings,NA ,Tender,120.0,270.0,Dehra,177101.0,NA ,NA ,NA ,EE Division HPPWD Dehra,No ,No,AOC,Er. G. S. Rana EE,Internal,"Er. Hem Raj AE to EE, Sh. Dilip Jha DAO, Sh. Anoop Kumar Supdt, Sh. Ravinder Kumar HDM",Gurcharan Singh Rana,22-Oct-2018 07:18 PM,23-Oct-2018 11:30 AM,techsummary_33266.pdf (379.25 KB),PWD,2018_PWD_23791_3,EE Dehra Letter No. 7697-7746 dt 18.09.2018,"Construction of Veterinary Dispensary building at Surani in Tehsil Khundian, District Kangra (HP).",22-Apr-2019,"INR 682,781",270.0,Hem Raj,22-Apr-2019 04:47 PM,Award-Vet-Dispensary-Surani-23791-3.pdf (1497.00 KB),Award letter,Er. G. S. Rana EE,Internal,"Er. Hem Raj AE to EE, Sh. Dilip Jha DAO, Sh. Anoop Kumar Supdt, Sh. Ravinder Kumar HDM",Hem Raj,22-Apr-2019 04:32 PM,finsummary_33266.pdf (379.39 KB),1.0,97422.0,MANMOHAN SINGH,10-Oct-2018 04:43 PM,Accepted-AOC,Being L1,22-Apr-2019 04:47 PM,Technical,Technical bid opened on 12.10.2018,Hem Raj,15-Oct-2018 03:09 PM,technical_33266.pdf,Finance,Financial bid opened on 23.10.2018,Gurcharan Singh Rana,27-Oct-2018 04:14 PM,finance_33266.pdf,BOQ Comparative Chart,1.0,97422.0,MANMOHAN SINGH,INR,"738,368",AOC
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,97577.0,TARAN DEEP SINGH,11-Oct-2018 02:27 PM,Accepted-AOC,Being L2,22-Apr-2019 04:47 PM,,,,,,,,,,,,2.0,97577.0,TARAN DEEP SINGH,INR,0,AOC
,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Sales Tax/GST Registration (TIN No.)(General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the Information furnished with the bid are correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Aff. showing the detail of near relatives who are working in HPPWD as Gazetted non Gazetted officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plants and equipments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration under EPF and Miscellaneous Provision Act 1952(As per General Rule No. 25(A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
