Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Category,Sub Category,Sub Category Description,Format/File,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule F,500.0,EE Gohar,Gohar,Yes,06-Feb-2019 05:00 PM,21-Feb-2019 11:30 AM,06-Feb-2019 05:00 PM,20-Feb-2019 05:00 PM,NA ,NA ,06-Feb-2019 05:30 PM,20-Feb-2019 05:00 PM,26-Feb-2019 02:00 PM,EEHPPWDGohar,Executive Engineer Gohar division HPPWD.Gohar.,PWD,19777-96 dated 4.02.2019,2019_PWD_26724_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Periodical Maintenance on Mandi Gagal Chail Janjehli Chhatri Rana Bag road km.0/0 to 82/0 SH Providing and Laying Bituminous Concrete 30 mm thick in Single layer in km27/0 to 28/0 and 30/0 to 31/0,SH Providing and Laying Bituminous Concrete 30 mm thick in Single layer in km27/0 to 28/0 and 30/0 to 31/0,Please refer Tender documents. ,NA ,"19,34,354",Civil Works,NA ,Rate Contract,90.0,60.0,Gohar,175029.0,NA ,NA ,NA ,21/02/2019,No ,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,"36,600",Yes,fixed,,EE Gohar,Gohar,1.0,DD - Demand Draft,AOC,EE Ramesh Singh,Internal,"Chaman Lal AE,Rattan Supdt.Bhagat Ram HDM.",Ramesh Singh,26-Feb-2019 12:20 PM,26-Feb-2019 02:00 PM,techsummary_37971.pdf (392.35 KB),PWD,2019_PWD_26724_1,19777-96 dated 4.02.2019,Periodical Maintenance on Mandi Gagal Chail Janjehli Chhatri Rana Bag road km.0/0 to 82/0 SH Providing and Laying Bituminous Concrete 30 mm thick in Single layer in km27/0 to 28/0 and 30/0 to 31/0,18-Apr-2019,"INR 1,934,354",30.0,Ramesh Singh,18-Apr-2019 12:47 PM,3.pdf (388.00 KB),AOC,EE Ramesh Kumar,Internal,"Kehar Singh Supdt., Bhagat Ram HDM",Ramesh Singh,12-Apr-2019 12:32 PM,finsummary_37971.pdf (284.15 KB),1.0,112960.0,A.A. ENTREPRENEURS,20-Feb-2019 11:47 AM,Rejected-AOC,2nd. lowest,18-Apr-2019 12:47 PM,Technical,Technical Summery,Ramesh Singh,26-Feb-2019 12:00 PM,technical_37971.pdf,Finance,Financial Summery,Ramesh Singh,12-Apr-2019 12:26 PM,finance_37971.pdf,BOQ Comparative Chart,1.0,111836.0,Rajesh Thakur,INR,"2,324,560",AOC
,,.pdf,The earnest money indicated in schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Certificate Details ,Sales Tax/VAT ,Sales Tax/VAT ,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,111836.0,Rajesh Thakur,10-Feb-2019 04:34 PM,Accepted-AOC,Lowest,18-Apr-2019 12:47 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,113638.0,S.A ASSOCIATE,20-Feb-2019 02:36 PM,Rejected-AOC,3rd. lowest,18-Apr-2019 12:47 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Machinery Details ,Machinery Details ,Machinery Details ,HP_Machinery.xls,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST registration general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Work Details ,Work Completed Certificate Copies ,Work Completed Certificate Copies ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Minimum Work done condition Minimum one similar work done of amount not less than 40 percent Rul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Bidding Capacity as per general rules No. 28.2a and work done / in hand as per General Rule No. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List of machinery, tool, plant refer schedule F with reference to clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Detail of technical Manpower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Detail of litigation case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
