Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer HPPWD Division Baijnath,Executive Engineer HPPWD Division Baijnath,PWD,PWD-BD-NIT-2018-19/8212-40,2018_PWD_23668_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Bid release and open date change,Other,,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F,Restoration of Rain Damages on Holta Chadhiar Road Km 0/0 to 36/0,C/O Balance work for R/Walls at Km 21/380 to 21/435).,Please refer Tender documents. ,NA ,"7,11,636",Civil Works - Roads,NA ,Tender,90.0,90.0,Holta,176125.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Baijnath,No ,No,"14,300",No,fixed,,Executive Engineer HPPWD Division Baijnath,Baijnath,350.0,Executive Engineer HPPWD Division Baijnath,Baijnath,No,20-Sep-2018 02:00 PM,12-Oct-2018 11:00 AM,20-Sep-2018 02:00 PM,12-Oct-2018 10:30 AM,NA ,NA ,20-Sep-2018 02:00 PM,12-Oct-2018 10:30 AM,02-Nov-2018 11:00 AM,AOC,PWD,2018_PWD_23668_1,PWD-BD-NIT-2018-19/8212-40,Restoration of Rain Damages on Holta Chadhiar Road Km 0/0 to 36/0,Er. S.K. Sood,Internal,Sh. Rajinder Chaudhary SR DAO Sh Ravi Rana DM Sh Ajeet Kumar Supdt GII Er Vaneet Sharma AE Baijnath,Sanjiv Kumar,29-Oct-2018 05:59 PM,02-Nov-2018 11:00 AM,techsummary_33089.pdf (843.62 KB),Er S K Sood,Internal,"Sr. D.A.O, Head Draughtsman, Assistant Engineer Baijnath, Superintendent GII, Executive Engineer",Sanjiv Kumar,08-Apr-2019 01:07 PM,finsummary_33089.pdf (169.64 KB),08-Apr-2019,"INR 711,636",90.0,Sanjiv Kumar,08-Apr-2019 01:08 PM,AwardHoltachahdiar.pdf (243.00 KB),1.0,97289.0,Asha Kumari,11-Oct-2018 01:45 PM,Accepted-AOC,Lower Side Bidder,08-Apr-2019 01:08 PM,Technical,Five bidders participated in this work and three bidders found responsive. Hence tender recommended by committee to open financial bid.,Sanjiv Kumar,29-Oct-2018 05:57 PM,technical_33089.pdf,Finance,Financial Bid of the said work open successfully on 2.11.2018 and work awarded to contractor on 11.2.2019 to Smt. Asha Kumar R/O Dagoh,Sanjiv Kumar,08-Apr-2019 01:05 PM,finance_33089.pdf,BOQ Comparative Chart,1.0,97289.0,Asha Kumari,INR,"869,972",AOC
,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Cost of Earnest Money as Indicated Schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,97636.0,Kulbir Jaggi Govt. Cont.,12-Oct-2018 07:58 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Oct-2018 05:57 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3.0,97244.0,Parveen Construction Co,09-Oct-2018 05:06 PM,Rejected-AOC,Higher Side,08-Apr-2019 01:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4.0,97278.0,Ramesh Chand,09-Oct-2018 05:44 PM,Rejected-AOC,Higher Side,08-Apr-2019 01:08 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tool with proof i.c hiring of machinery affidavit required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,5.0,97579.0,SUSHIL KUMAR,11-Oct-2018 01:56 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-Oct-2018 05:57 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazatted and Non Gazetted officer HPPWD employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that no arbitration / litigation with PWD in pending in any court of law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit furnished that contractor has not more than two work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit information furnished with the bid Name of work is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
