Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),07-May-2018 01:00 PM,23-May-2018 11:30 AM,07-May-2018 01:00 PM,22-May-2018 05:00 PM,NA ,NA ,07-May-2018 01:00 PM,22-May-2018 05:00 PM,01-Jun-2018 11:30 AM,Executive Engineer,"o/o Executive Engineer, B and R Division, HPPWD, Joginder Nagar",Periodical maintenance of BNLBKP road (MDR-43) (other than PMGSY road) under Annual Maintenance plan for the year 2018-19 additional kilometres.,"Providing and laying built up spray grout, 25 mm thick bituminous concrete in Km.26/0 to 30/0",As per bid documents ,NA ,"27,14,463",Civil Works - Roads,NA ,Tender,120.0,90.0,Lad Bharol,175032.0,NA ,NA ,NA ,Joginder Nagar,No ,No,"1,500",EE Joginder Nagar,B and R Division HP.PWD. Joignder Nagar,No,PWD,PW-JND-B and R-EA-I-NIT- 1653-1752 dt. 26.04.2018,2018_PWD_21056_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"48,200",No,fixed,,EE Joginder Nagar,B and R Division HP.PWD. Joginder Nagar,1.0,DD - Demand Draft,AOC,Er. B.M. Thakur,Internal,AE Lad Bharol HDM Supdt.,Bhag Mal Thakur,26-May-2018 10:42 AM,01-Jun-2018 11:30 AM,techsummary_29758.pdf (328.88 KB),PWD,2018_PWD_21056_1,PW-JND-B and R-EA-I-NIT- 1653-1752 dt. 26.04.2018,Periodical maintenance of BNLBKP road (MDR-43) (other than PMGSY road) under Annual Maintenance plan for the year 2018-19 additional kilometres.,11-Apr-2019,"INR 3,652,320",90.0,Bhag Mal Thakur,11-Apr-2019 04:26 PM,AOC056.pdf (534.00 KB),AOC,Er. B.M.Thakur,Internal,AE Lad Bharol Sr.DAO Supdt. HDM,Bhag Mal Thakur,09-Apr-2019 01:07 PM,finsummary_29758.pdf (155.54 KB),Finance,fbosummary,Bhag Mal Thakur,05-Jun-2018 11:37 AM,finance_29758.pdf,BOQ Comparative Chart,1.0,84846.0,yudhbir infrastructure private limited,INR,"3,652,320",1.0,84839.0,P. L. SHARMA,22-May-2018 12:48 PM,Rejected-Finance,L-2,09-Apr-2019 01:07 PM,Technical,summary,Bhag Mal Thakur,26-May-2018 10:02 AM,technical_29758.pdf,AOC
,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,84633.0,Sanjeev Bhandari,19-May-2018 07:54 PM,Rejected-Technical,Rejected,26-May-2018 10:42 AM,,,,,,AOC
,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,84846.0,yudhbir infrastructure private limited,22-May-2018 03:55 PM,Accepted-AOC,AOC,11-Apr-2019 04:26 PM,,,,,,AOC
,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,EPF (Employees Provident Funds Organization),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Affidavit of machineries, Tool, Plants (Indicated in Schedule F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (General Rule N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
