EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"21,500",No,fixed,,Executive Engineer HPPWD Division Baijnath,Baijnath,PWD,PWD-BD-NIT-2018-19/10580-630,2018_PWD_24408_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Construction of link road from Shella Nallah to Bus Stand Karnathu Km 0/0 to 1/500,P/L CC Pavement and C/O Hill side berm in CC 1-3-6 in Km 0/800 to 1/300,Please refer Tender documents. ,NA ,"10,74,347",Civil Works - Roads,NA ,Tender,90.0,60.0,Sheela,176125.0,NA ,NA ,NA ,Executive Engineer HPPWD Division Baijnath,No ,No,500.0,Executive Engineer HPPWD Division Baijnath,Baijnath,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form as Indicated Schedule F.,Executive Engineer HPPWD Division Baijnath,Executive Engineer HPPWD Division Baijnath,1.0,DD - Demand Draft,03-Nov-2018 10:00 AM,19-Nov-2018 11:00 AM,03-Nov-2018 12:00 PM,19-Nov-2018 10:30 AM,NA ,NA ,03-Nov-2018 12:00 PM,19-Nov-2018 10:30 AM,03-Dec-2018 11:00 AM,AOC,Er. S.K. Sood,Internal,Sh. Rajinder Chaudhary SR DAO Sh Ravi Rana DM Sh Sunil Kumar Supdt GII Er Vaneet Sharma AE Baijnath,Sanjiv Kumar,29-Nov-2018 03:35 PM,03-Dec-2018 11:00 AM,techsummary_34113.pdf (345.33 KB),PWD,2018_PWD_24408_1,PWD-BD-NIT-2018-19/10580-630,Construction of link road from Shella Nallah to Bus Stand Karnathu Km 0/0 to 1/500,11-Apr-2019,"INR 1,074,347",60.0,Virender Kumar,11-Apr-2019 02:28 PM,Award.pdf (221.00 KB),Award,Executive Engineer,Internal,"Executive Engineer, Assistant Engineer, Superintendent G-II, HDM, Sr. DAO",Virender Kumar,11-Apr-2019 02:26 PM,finsummary_34113.pdf (207.83 KB),1.0,100627.0,Krishan Kumar,INR,"1,256,338",Finance,Financial Bid of the said work open on 3.12.2018 sucessfually.,Sanjiv Kumar,06-Dec-2018 04:18 PM,finance_34113.pdf,BOQ Comparative Chart,1.0,100689.0,jai prakesh govt. cont.,18-Nov-2018 08:23 PM,Rejected-AOC,Rejected due to higher rates bidder L3,11-Apr-2019 02:28 PM,Technical,Six bidders participated in this work and found responsive. Hence tender recommended by committee to open financial bid.,Sanjiv Kumar,29-Nov-2018 03:33 PM,technical_34113.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of Earnest Money as Indicated Schedule F.,,,2.0,FDR - Fixed Deposit,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,100683.0,kashmir sing govt.contractor,18-Nov-2018 08:09 PM,Rejected-AOC,Rejected due to higher rates bidder L6,11-Apr-2019 02:28 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,100627.0,Krishan Kumar,18-Nov-2018 10:57 AM,Accepted-AOC,Accepted due to lowest rates bidder L1,11-Apr-2019 02:28 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration and PAN No.,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,100451.0,Rajeev Kumar,16-Nov-2018 05:49 PM,Rejected-AOC,Rejected due to higher rates bidder L5,11-Apr-2019 02:28 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tool with proof i.c hiring of machinery affidavit required,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,100534.0,Snehal Rana,17-Nov-2018 03:00 PM,Rejected-AOC,Rejected due to higher rates bidder L4,11-Apr-2019 02:28 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,100318.0,vikas kapoor,15-Nov-2018 03:00 PM,Rejected-AOC,Rejected due to higher rates bidder L2,11-Apr-2019 02:28 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Both Gazatted and Non Gazetted officer HPPWD employees related to him,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that no arbitration / litigation with PWD in pending in any court of law,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit furnished that contractor has not more than two work in hand,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit information furnished with the bid Name of work is correct in all respect,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
