Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Store Purchase Officer,HPPWD Nirman Bhawan Nigam Vihar Shimla-2,"2,000","Store Purchase Officer,HPPWD Nigam Vihar-2",SHIMLA,No,Supply of Backhoe Loaders having a minimum Loader Bucket capacity of 1.00 cum and Backhoe Bucket capacity of 0.26cum.,Supply of Backhoe Loaders having a minimum Loader Bucket capacity of 1.00 cum and Backhoe Bucket capacity of 0.26cum.,Please refer Tender documents. ,NA ,"86,00,000",Machineries,NA ,Tender,120.0,30.0,SHIMLA,171002.0,NA ,NA ,NA ,SHIMLA,No ,No,1.0,Fee/PreQual/Technical,.pdf,1.Principle Manufacturer Proof as in Annexure A,PWD,PW-SP-Ex-Cum-Loader/2018-19 -1446-48 Dt. 4.2.19,2019_PWD_26737_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,05-Feb-2019 05:00 PM,28-Feb-2019 03:30 PM,05-Feb-2019 05:00 PM,28-Feb-2019 10:00 AM,NA ,NA ,05-Feb-2019 05:00 PM,28-Feb-2019 10:00 AM,06-Mar-2019 04:00 PM,"1,72,000",No,fixed,,"Store Purchase Officer,HPPWD Nigam Vihar-2",SHIMLA,1.0,DD - Demand Draft,AOC,Finance,Bid Opening Summary,Rohit Thakur,11-Mar-2019 04:38 PM,finance_37993.pdf,BOQ Comparative Chart,1.0,115622.0,CASE NEW HOLLAND CONSTRUCTION EQUIPMENT INDIA PVT LIMITED,INR,"7,434,000",1.0,112498.0,ACTION CONSTRUCTION EQUIPMENT LTD.,27-Feb-2019 05:11 PM,Rejected-Finance,L-2 Bidder,11-Mar-2019 04:43 PM,Technical,Bid Opening Summary,Rohit Thakur,06-Mar-2019 03:52 PM,technical_37993.pdf,PWD,2019_PWD_26737_1,PW-SP-Ex-Cum-Loader/2018-19 -1446-48 Dt. 4.2.19,Supply of Backhoe Loaders having a minimum Loader Bucket capacity of 1.00 cum and Backhoe Bucket capacity of 0.26cum.,Store Purchase Officer,Internal,Store Purchase Officer Joint Controller (F and A) EE (SP),Rohit Thakur,06-Mar-2019 03:54 PM,06-Mar-2019 04:00 PM,techsummary_37993.pdf (309.08 KB),Store Purchase Officer,Internal,Store Purchase Officer EE SP,Rohit Thakur,11-Mar-2019 04:43 PM,finsummary_37993.pdf (314.48 KB),17-Apr-2019,"INR 7,434,000",30.0,Rohit Thakur,17-Apr-2019 02:52 PM,AOCLoader.pdf (837.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,2.Literature/Technical specification of Brands being quoted as per Technical Specification Para A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,AOC,,,,,,,,,,,,2.0,115622.0,CASE NEW HOLLAND CONSTRUCTION EQUIPMENT INDIA PVT LIMITED,27-Feb-2019 12:05 AM,Accepted-AOC,L-I Bidder,17-Apr-2019 02:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,3.Bidder must upload a scanned copy of the affidavit of Non-Blacklisting of the firm/company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,116346.0,JCB India Limited,27-Feb-2019 09:49 PM,Rejected-Finance,L-3 Bidder,11-Mar-2019 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,4.Proof of Earnest Money and Tender Document Fee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,5.Affidavit for acceptance of Terms/conditions and correctness of Bids duly signed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,6.SBD Terms and Condition duly signed and stamped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,7. GeM Registration information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,8.Last Five Years annual Turnover statement duly certified by Charted Accountant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,9. Documentary proof of Eligibility condition No. 3 (a) Para B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,10.Documentary Proof of Eligibility condition No 3(b) Para B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
