EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Tender Stage
"62,500",No,fixed,,EE Joginder Nagar,B and R Division HP.PWD. Joginder Nagar,PWD,PW-JND-B and R-EA-I-NIT- 4778-4877 dt. 05.06.2018,2018_PWD_21726_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule F),"1,500",EE Joginder Nagar,B and R Division HP.PWD. Joignder Nagar,No,Executive Engineer,"Executive Engineer, B and R Division, HPPWD, Joginder Nagar",18-Jun-2018 05:00 PM,03-Jul-2018 11:30 AM,18-Jun-2018 05:00 PM,02-Jul-2018 05:00 PM,NA ,NA ,18-Jun-2018 05:00 PM,02-Jul-2018 05:00 PM,11-Jul-2018 11:00 AM,Periodical maintenance of Joginder Nagar Sarkaghat Ghumarwin road (SH-19) (other than PMGSY road) under Annual Maintenance plan for the year 2018-19 (Additional),"Providing and laying built-up spray grout, bituminous concrete in Km 3/0 to 6/0) (Intermediate Lane).",Please refer tender documents ,NA ,"36,65,738",Civil Works - Roads,NA ,Tender,120.0,60.0,Joginder Nagar,175015.0,NA ,NA ,NA ,Joginder Nagar,No ,No,AOC,PWD,2018_PWD_21726_1,PW-JND-B and R-EA-I-NIT- 4778-4877 dt. 05.06.2018,Periodical maintenance of Joginder Nagar Sarkaghat Ghumarwin road (SH-19) (other than PMGSY road) under Annual Maintenance plan for the year 2018-19 (Additional),Er B M Thakur,Internal,AE Joginder Nagar DAO Supdt. D Man,Bhag Mal Thakur,07-Jul-2018 05:23 PM,11-Jul-2018 11:00 AM,techsummary_30657.pdf (319.40 KB),1.0,87982.0,ANURAG SHARMA,02-Jul-2018 01:42 PM,Accepted-AOC,AOC,16-Apr-2019 04:05 PM,Technical,summary,Balbir Singh Thakur,06-Jul-2018 12:08 PM,technical_30657.pdf,AOC
,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest money (Indicated in Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,87967.0,G.P.ACHARYA,02-Jul-2018 02:56 PM,Rejected-Finance,L-2,09-Apr-2019 02:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,87922.0,Sanjeev Bhandari,30-Jun-2018 09:27 PM,Rejected-Technical,Rejected,07-Jul-2018 05:23 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rule No.21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,87961.0,YUDHVIR SINGH,02-Jul-2018 01:48 PM,Rejected-Finance,L-3,09-Apr-2019 02:19 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certificate(Gen.Rule No.19)Mini amount of work done as per Schedule-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No.7 and 8 duly signed on judiciary paper (General Rule No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of both Gazetted and non gazetted Officer HPPWD employees related to him (Gen.Rule No.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,AOC
