Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
Construction of link road from Cholli (Nalhua Da Kuh) to Bharoli Jadid including bridge in Km 0/00 to 7/705,"C/o 5/7mtr. wide Formation cutting, Retaining wall, Cross Drainage work, P/L Granular Sub Base, Metalling Tarring, Road side Drain and Parapets and C/o 30.00mtr Span RCC Box Girder Bridge over Bharoli Khad at RD 2/770). (Under NABARD RIDF-XXIV).",Please refer to tender documents ,NA ,"4,62,70,004",Civil Works,NA ,Tender,120.0,730.0,Dehra,177101.0,NA ,NA ,NA ,EE Division HPPWD Dehra,No ,No,"4,95,200",No,fixed,,EE Dehra,Dehra,PWD,EE letter No. 7552-7601 dt 18.09.2018,2018_PWD_25141_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Cost of tender Form (Indicated in Schedule F),",1.0,DD - Demand Draft,06-Dec-2018 10:00 AM,21-Dec-2018 11:30 AM,06-Dec-2018 10:00 AM,20-Dec-2018 06:00 PM,NA ,NA ,06-Dec-2018 10:00 AM,20-Dec-2018 06:00 PM,28-Jan-2019 11:30 AM,Executive Engineer,Dehra Division HPPWD Dehra,"5,000",EE Dehra,Dehra,No,AOC,PWD,2018_PWD_25141_2,EE letter No. 7552-7601 dt 18.09.2018,Construction of link road from Cholli (Nalhua Da Kuh) to Bharoli Jadid including bridge in Km 0/00 to 7/705,Er. G. S. Rana EE,Internal,"Er. Hem Raj AE to EE, Sh. Dilip Jha DAO, Sh. Anoop Kumar Supdt, Sh. Ravinder Kumar HDM",Gurcharan Singh Rana,24-Jan-2019 07:07 PM,28-Jan-2019 11:30 AM,techsummary_35150.pdf (2167.15 KB),Er. G. S. Rana EE,Internal,"Er. Hem Raj AE to EE, Sh. Dilip Jha DAO, Sh. Anoop Kumar Supdt, Sh. Ravinder Kumar HDM",Hem Raj,22-Apr-2019 03:43 PM,finsummary_35150.pdf (2167.29 KB),22-Apr-2019,"INR 46,270,004",730.0,Hem Raj,22-Apr-2019 03:48 PM,Awaed-Cholli-Bharoli-Jadid-25141-2.pdf (1502.00 KB),Award Letter,1.0,104248.0,Davinder kumar,INR,"68,973,359",Finance,Financial on opened on 28.01.2019,Gurcharan Singh Rana,28-Jan-2019 07:13 PM,finance_35150.pdf,BOQ Comparative Chart,1.0,104770.0,Ajay Kumar Sood Engineers and Contractors,20-Dec-2018 05:55 PM,Rejected-Technical,Due to similar nature work,24-Jan-2019 07:07 PM,Technical,Techncial bid opened on 21.12.2018,Gurcharan Singh Rana,24-Jan-2019 06:59 PM,None,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Earnest money(indicated in Schedule-F),",2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,104248.0,Davinder kumar,20-Dec-2018 03:52 PM,Accepted-AOC,Being L1,22-Apr-2019 03:48 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor Registration(General Rule No.23,",,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,104597.0,ganesh,20-Dec-2018 11:14 AM,Rejected-Finance,Being L2,22-Apr-2019 03:43 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Sales Tax/GST Registration (TIN No.)(General Rule No.21),,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate for the works completed in last five years (General Rule No.19),,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Works in hand (General Rule No.19),,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed (General Rule No.26.7),,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit with declaration that he has not more than two works in hand,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding all the Information furnished with the bid are correct,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate of similar nature not less than 40 percent (General Rule 28.2.b),,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
